Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Imandra,"Imandra specializes in cloud-scale automated reasoning. Its platform is designed to deliver rigor and governance to the world's most critical algorithms. The company was founded in 2014 and is headquartered in Austin, Texas.",2014,21581873.0,6,2024-04-20,9000000.0,Austin,Texas,United States,Citi|IQ Capital|Anthemis|AlbionVC|Green Visor Capital,Denis Ignatovich|Grant Passmore,30,"""Cloud-Based Automated Reasoning for Algorithm Governance""",https://www.imandra.ai/,https://www.linkedin.com/company/imandra,0.5,25.0,3.5,10,growth,0.85,4.0,3.5,0.5,3.0
Intelligo Group,"Intelligo is on a mission to democratize trust by giving investment firms advanced capabilities to run comprehensive background checks. The first of its kind, our automated SaaS platform leverages AI and machine learning to tackle the complexities that otherwise define the industry. Intelligo Clarity™ provides wide data coverage to improve the accuracy of background checks and offer timely and intelligible results, allowing investors to make informed decisions exactly when they need to. Our proprietary technology sifts through millions of records, analyzing disparate data points and determining patterns, producing comprehensive reports that are coupled with the human touch.",2014,44100000.0,4,2021-11-15,22000000.0,New York,New York,United States,Felicitas Global Partners|Behrens Investment Group|Governing Dynamics Venture Capital|Langdell Investments|Eileen Murray,Dana Rakovsky|Nadav Ellinson|Shlomo Mirvis,175,"""AI-Driven Background Check Automation for Financial Services""",https://www.intelligo.ai/,https://www.linkedin.com/company/intelligo-group/,4.5,10.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
HerculesAI,"HerculesAI is a generative AI company that brings the power of large language models inside the security perimeter of enterprises. Hercules, enables enterprises to quickly create, deploy, and run generative AI apps without compromising security standards.",2014,38232523.0,6,2024-05-30,26112523.0,Campbell,California,United States,Alumni Ventures|468 Capital|Thomson Reuters Ventures|One Way Ventures|NFX,Alex Babin|Gevorg Karapetyan,75,"""Enterprise Generative AI Security Solutions""",https://zerosystems.com/,https://www.linkedin.com/company/zeroapp/,0.05,20.0,2.0,5,unknown,0.85,3.0,2.5,0.1,2.0
Pinpoint Predictive,Pinpoint Predictive offers property and casualty insurers loss predictions and risk scores with only a name and address. Their platform allows insurers to leverage unmatched risk selection at the beginning of the customer journey.,2014,23000000.0,5,2024-10-08,23000000.0,San Mateo,California,United States,Markd|Guidewire Software|Navigate Ventures|Jazz Venture Partners|Seraph Group,Avi Tuschman,30,"""Predictive Analytics for Insurance Risk Assessment""",https://pinpointpredictive.com/,https://www.linkedin.com/company/pinpoint-predictive/,3.5,12.0,3.8,20,unknown,0.85,4.2,3.7,1.5,3.9
MODE,"With offices in both San Mateo, California, and Tokyo, Japan. The company is rapidly growing with now over fifty employees and is in business to provide end-to-end semi-custom IoT and AI solutions for organizations to improve their operations by connecting them to their data, giving them “real-time”  insights, so they can turn innovative ideas into sustainable solutions that address a wide range of challenges. Simple, yet powerful, our latest ""next generation"" BizStack IoT and BizStack AI solutions are comprised of a continuous improvement technology stack that collects real-time data from any sensor, device, product, equipment, or legacy system. The data is then sanitized, uniquely structured, and provided to highly customizable, intuitive dashboards with powerful insights, along with proper security in the cloud for ongoing IoT and AI applications. BizStack can be deployed 4X faster and 75% less expensively than in-house developers or outside consultants.",2014,25291321.0,8,2025-02-12,5207062.0,San Mateo,California,United States,Kleiner Perkins|SBI Investment|True Ventures|Global Brain Corporation|Compound,Ethan Kan|Gaku Ueda,75,"""IoT and AI Solutions for Operational Efficiency""",http://www.tinkermode.com/mode,https://www.linkedin.com/company/mode-inc-,1.9,15.0,3.5,15,unknown,0.85,4.2,4.0,0.5,3.5
RightHand Robotics,"RightHand Robotics provides end-to-end solutions that reduce the cost of e-commerce order-fulfillment of electronics, apparel, grocery. Their robots grasp a wide variety of items from bins and cases. Their core technology enables them to do this automatically without laborious data entry or parameter-tuning — so they are inexpensive to set up and flexible to the changing needs of businesses. The company was founded in 2015 and is headquartered in Somerville, Massachusetts.",2014,101291107.0,9,2025-03-06,,Somerville,Massachusetts,United States,National Science Foundation|Menlo Ventures|Playground Global|Safar Partners|Global Brain Corporation,Lael Odhner|Leif Jentoft|Yaro Tenzer,75,"""Robotic E-Commerce Fulfillment Automation Solutions""",http://righthandrobotics.com/,https://www.linkedin.com/company/righthand-robotics-inc,1.2,20.0,3.5,20,growth,0.85,3.8,3.5,0.5,3.7
Actium Health,"Actium provides consumer engagement utilizing health-system data intelligence. Actium's combination of AI-driven recommendations tailored to each individual, along with highly personalized activation tools, is the crucial factor in unlocking untapped value, effectively handling patients at an elevated risk, promoting growth in service lines, and cultivating increased retention, loyalty, and lifetime value.",2014,35000000.0,2,2021-05-18,25000000.0,Palo Alto,California,United States,Adams Street Partners|TT Capital Partners,Michael Linnert|Vipul Vyas,75,"""AI-Driven Patient Engagement and Retention Solutions""",https://actiumhealth.com/,https://www.linkedin.com/company/actiumhealth,1.2,15.0,3.5,20,unknown,0.85,4.0,3.5,0.5,3.8
HabitNu,HabitNu is tackling the growth of diabetes with a program that brings together technology and social ties to promote good habits. The HabitNu Diabetes Prevention Program Platform enables simple phone-based monitoring and record keeping of key health parameters while also leveraging a patient personal support network.,2014,14575000.0,4,2024-03-07,14000000.0,Chicago,Illinois,United States,Impact Engine|Centers for Disease Control and Prevention,Gregg Cooke|Sindhu Rajan,30,"""Digital Diabetes Prevention and Management Solutions""",https://habitnu.com/,https://www.linkedin.com/company-beta/3739615/,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Bigfoot Biomedical,"Bigfoot Biomedical is a medical device company changing diabetes care for people with insulin-requiring diabetes. The company developing an end-to-end type 1 diabetes management system using a simple design, cloud connectivity, and human-centered automation. It optimizes the dosing and delivery of insulin through an integrated medical device ecosystem powered by machine learning and enhanced by secure, user-friendly consumer technologies, fundamentally changing the paradigm of care. Biofoot Biomedical ’s pioneering smartphone-enabled systems include both automated infusion pump and connected insulin pen options for consumers and will be delivered via a first-of-its-kind monthly subscription service model. By employing data-driven intelligence across an integrated device ecosystem, they are transforming diabetes care with a fully comprehensive digital drug delivery platform experienced as a service.",2014,204628488.0,8,2022-08-15,,Milpitas,California,United States,Cormorant Asset Management|Janus Henderson Investors|Taiwania Capital Management Corporation|Abbott|Visionnaire Ventures,Bryan Mazlish|Jeffrey Brewer|Jon Brilliant|Lane Desborough,75,"""AI-Driven Diabetes Management Medical Devices""",http://www.bigfootbiomedical.com/,https://www.linkedin.com/company/bigfoot-biomedical-inc-,6.8,10.5,3.5,15,unknown,0.85,4.2,3.8,1.5,3.5
Phylagen,"Phylagen, Inc. is a data analytics company leveraging artificial intelligence to harness the vast, unseen world of microbes. Phylagen uses DNA sequencing and machine learning to turn the largest untapped dataset on the planet, the environmental microbiome, into insights for customers across numerous industries.",2014,14000000.0,3,2019-02-14,14000000.0,San Francisco,California,United States,Breakout Ventures|J-Ventures|Sandbox Industries|Blackhorn Ventures|AgFunder,Harrison Dillon|Jessica Green,30,"""Microbiome Data Analytics and AI Solutions""",http://phylagen.com/,https://www.linkedin.com/company/phylagen/,0.15,25.0,3.5,15,growth,0.85,3.8,3.2,0.3,3.7
Remesh,"Remesh offers an AI-powered platform that enables users to have live conversations with their customers at scale and organize audience responses in real-time. It helps users to understand their customers or employees and make more informed business decisions by empowering them to engage with up to 1,000 people at once- online and in real-time.",2014,39007000.0,9,2021-12-16,,New York,New York,United States,General Catalyst|Plug and Play|Techstars|Quiet Capital|Right Side Capital Management,Aaron Slodov|Andrew Konya|Gary Ellis,175,"""Real-Time AI Customer Engagement Analytics Platform""",http://remesh.ai/,http://www.linkedin.com/company/5245293,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
HealthRhythms,"HealthRhythms develops a mental health assessment and treatment platform to measure and monitor health conditions. The company's solution utilizes deep machine learning and predictive analytics to create novel health assessments and just-in-time personalized interventions that improve the care delivery experience for patients, health plans, payers, and research organizations.",2014,13100000.0,3,2022-02-02,11000000.0,Long Island City,New York,United States,GSR Ventures|MassChallenge|National Institutes of Health|Davidovs Venture Collective|City Light Capital,Carlos Rodarte|David Kupfer|Ellen Frank|Mark Matthews|Shahid Ali|Tanzeem Choudhury,30,"""AI-Driven Mental Health Assessment and Intervention Platform""",https://www.healthrhythms.com/,https://www.linkedin.com/company/healthrhythms,0.05,15.0,2.5,5,unknown,0.85,3.0,2.5,0.1,2.0
Mainstay,"Mainstay is a developer of a chatbot platform that boosts enrollment, persistence, and completion at hundreds of colleges and universities. The company uses artificial intelligence and machine learning to facilitate the path to and through college. Specifically, Mainstay developed Oli, a chatbot that combines AI with human experts to provide free college guidance to all students. For their college partners, it eliminates repetitive tasks, helps colleges meaningfully engage students at scale, and provides deep insights into their pipeline of prospects.",2014,30158000.0,10,2022-09-09,,Boston,Massachusetts,United States,Alumni Ventures|Techstars|Reach Capital|Salesforce Ventures|Relay Ventures,Andrew Magliozzi|Kirk Daulerio,75,"""AI-Driven Educational Chatbot Solutions for Student Engagement""",https://www.mainstay.com/,https://www.linkedin.com/company/heymainstay/,1.0,12.5,3.0,25,unknown,0.85,4.0,3.5,0.1,3.0
Scalefast,"Scalefast is a digital commerce solution that simplifies and streamlines e-Commerce for inspirational brands. The company uses a powerful combination of Artificial Intelligence and e-Commerce expertise. It provides the infrastructure and full-service business operations necessary to scale quickly and increase revenue, with everything needed under one roof.  Scalefast takes the complexity out of digital commerce for brands in the entertainment, consumer goods, and fashion industries.  It is based in Los Angeles, with offices in Paris and Madrid, and was founded in 2014.",2014,32000000.0,3,2020-06-30,22000000.0,El Segundo,California,United States,FJ Labs|BY Venture Partners|Benhamou Global Ventures|Adara Ventures|Xplorer Capital,Frederic Bocquet|Nicolas Stehle|Olivier Schott,375,"""AI-Driven E-Commerce Solutions for Global Brands""",http://www.scalefast.com/,https://www.linkedin.com/company/scalefast,0.05,20.0,3.5,10,growth,0.85,4.2,4.0,0.1,3.5
Flex Logix Technologies,"Flex Logix charges a license fee for the delivery of the design files and tools, an annual license fee for the ongoing use of the EFLX Compiler for reprogramming, and a royalty.  The company was founded in 2014 and is based in Mountain View, California.",2014,67400000.0,6,2021-03-22,55000000.0,Mountain View,California,United States,Lux Capital|Eclipse Ventures|Mithril Capital Management|GRIDS Capital|Tate Family Trust,Cheng C. Wang|Geoff Tate,5,"""Reconfigurable AI Semiconductor Design Solutions""",http://www.flex-logix.com/,https://www.linkedin.com/company/flex-logix-technologies-inc-,0.0,0.0,0.0,0,unknown,0.35,4.0,4.0,0.0,0.0
Ava,Ava develops a live captioning platform that uses AI to transcribe what people say. It is committed to total accessibility for the 466M deaf/hh worldwide.,2014,16345000.0,7,2022-03-17,10000000.0,San Francisco,California,United States,Khosla Ventures|SV Angel|FJ Labs|Partech|Initialized Capital,Pieter Doevendans|Skinner Cheng|Thibault Duchemin,30,"""AI-Driven Live Captioning for Accessibility Solutions""",http://www.ava.me/,https://www.linkedin.com/company/ava,0.5,15.0,3.0,10,unknown,0.85,3.5,3.0,0.1,3.0
Checkr,"Checkr is a software company that provides background screening and workforce monitoring services for businesses. Its platform includes features such as criminal record checks, employment and education verifications, driving record assessments, drug testing, and international screenings. Employers can initiate background checks through a dashboard, selecting screening packages tailored to specific job requirements. The process involves candidates providing necessary information and consent, with both parties able to track progress via the platform. Checkr's services are utilized by companies across various industries, including gig economy platforms and traditional employers. The company emphasizes compliance with relevant hiring laws and aims to streamline the screening process through technology,",2014,740096125.0,9,2025-05-16,61096134.0,San Francisco,California,United States,Accel|Khosla Ventures|Bond|IVP|Y Combinator,Daniel Yanisse|Jonathan Perichon,3000,"""AI-Driven Background Screening and Compliance Solutions""",https://checkr.com/,https://www.linkedin.com/company/checkr-com,6.0,12.5,3.5,25,unknown,0.85,3.8,3.2,0.5,3.8
Cass AI,"Cass is a vertical generative AI startup providing 99% automated coaching to 30,000,000 covered lives. Cass coaching chats have been proven to be effective in 13 published peer reviewed papers. Benefits plans and payers purchase Cass as a SaaS product to give their members free access. Cass is highly scalable and can drive engagement with hundreds of thousands of members within months. Made ChatGPT safe for our 39 enterprise customers. Our medical ethical board published a paper on quality and ethical standards for generative AI in the enterprise setting.",2014,4600000.0,1,2022-10-07,4600000.0,San Francisco,California,United States,PivotNorth Capital,,30,"""Generative AI for Automated Health Coaching Solutions""",https://cass.ai/,https://www.linkedin.com/company/cassai,0.05,30.0,2.0,10,unknown,0.85,2.5,2.0,0.1,2.5
Aira,"Called a Godsend by The New York Times, Aira is on a mission to make the world accessible anywhere, anytime.  They provide on-remand, remote visual interpretation services for the blind and low vision community.  Download the app, press a button and your phone's camera streams a live video to one our highly screened Visual Interpreters.",2014,35565000.0,6,2018-12-21,20000000.0,La Jolla,California,United States,National Science Foundation|Lux Capital|Felicis|Arboretum Ventures|ARCH Venture Partners,Sujeeth Kanuganti|Suman Kanuganti|Watson Yim|Yuja Chang,75,"""Remote Visual Interpretation Services for Accessibility""",https://aira.io/,https://www.linkedin.com/company/airaio/,0.66,10.0,3.5,10,unknown,0.85,4.0,3.5,0.1,3.0
VECTARY,"Build immersive experiences for the real world. Publish 3D and Augmented Reality content to any website on all platforms with Vectary Web AR and a fully-featured 3D design platform. It specializes in the fields of augmented reality, computer vision, and 3D technology. It was founded in 2014 and is headquartered in Redwood City, California.",2014,14648702.0,4,2023-01-25,4596479.0,Redwood City,California,United States,EQT Ventures|BlueYard Capital|Neulogy Ventures,Michal Koor|Pavol Sovis,30,"""3D Augmented Reality Content Creation Platform""",http://www.vectary.com/,https://www.linkedin.com/company/vectary,0.5,57.4,3.5,20,growth,0.85,3.8,3.5,0.3,3.7
Wallaroo,"Wallaroo is a purpose-built platform for last-mile ML. It provides a simple, secure, and scalable deployment capability that fits an end-to-end workflow.",2014,31808685.0,5,2022-02-09,25000000.0,New York,New York,United States,Greycroft|Contour Venture Partners|boldstart ventures|RRE Ventures|Eniac Ventures,Vid Jain,30,"""Last-Mile Machine Learning Deployment Platform""",http://www.wallaroo.ai/,https://www.linkedin.com/company/5398024,0.1,20.0,3.0,5,growth,0.85,3.5,3.0,0.05,2.5
Paperspace,"Paperspace is a high-performance cloud computing and ML development platform for building, training and deploying machine learning models. Tens of thousands of individuals, startups and enterprises use Paperspace to iterate faster and collaborate on intelligent, real-time prediction engines.",2014,34977998.0,6,2021-05-24,12000000.0,New York,New York,United States,Y Combinator|Sorenson Capital|Amino Capital|Battery Ventures|Rocketship.vc,Daniel Kobran|Dillon Erb,30,"""Cloud-Based Machine Learning Development Platform""",https://www.paperspace.com/,https://www.linkedin.com/company/paperspace,1.5,40.0,3.5,20,growth,0.85,4.0,3.5,0.8,3.8
Donde Search,"Donde is transforming the online shopping experience by using its award winning AI, Computer Vision, and Natural Language Processing technology to help E-commerce sites mimic the way their customers think about products. By integrating Donde’s technology, retailers are able to react faster to trends, reduce operational overhead, shorten the purchase time and improve the user experience. Donde’s SaaS platform is being used by the biggest e-commerce companies in the world to provide intuitive visual discovery based on the product visual features - rather than words.   Based in NY and TLV with an amazing team, experts in Cloud and AI technology with deep expertise in Retail. The company is backed by a phenomenal network of advisors and investors such as Waze CEO, Mobileye's first investor, CNN founder and Ali Express Co-founder.",2014,10000000.0,3,2019-02-15,6500000.0,New York,New York,United States,Matrix|UpWest|Golden Seeds|AfterDox,Liat Zakay|Shai Katzir,5,"""AI-Driven Visual Search for E-Commerce Platforms""",http://www.dondesearch.com/,https://www.linkedin.com/company/dondesearch/,0.5,20.0,3.5,10,growth,0.85,3.5,4.0,0.5,3.5
Yobe,"Yobe is a software company that develops artificial intelligence powered for the enhanced processing of communications signals. It uses artificial intelligence to identify unique voice biometrics within a noisy intake signal to identify and track individual voices. A byproduct of this capacity is that the signal of interest (the target person talking) can be enhanced for a better listening experience, and speaker identification, or enables significantly improved performance for automatic speech recognition (ASR).",2014,5674588.0,4,2022-11-08,3650000.0,Boston,Massachusetts,United States,National Science Foundation|MaC Venture Capital|Azafran Capital Partners,Hamid Nawab|Kenneth Sutton,5,"""AI-Driven Voice Biometrics and Signal Processing Solutions""",https://yobeinc.com/,https://www.linkedin.com/company/yobe-inc,0.3,20.0,3.5,25,growth,0.85,3.8,3.5,0.15,3.8
Dascena,"Dascena develops machine learning algorithms to enable early disease intervention and improve care outcomes for patients. Dascena utilizes healthcare patient data to help detect disease, improve the delivery of care, and save lives. Dascena solves unmet healthcare needs in applications such as clinical decision support, point of care diagnostics, and biopharma companion diagnostics.",2014,50449903.0,5,2022-03-29,,Houston,Texas,United States,National Science Foundation|Frazier Healthcare Partners|National Institutes of Health|Longitude Capital|Euclidean Capital,Ritankar Das,75,"""Predictive Analytics for Healthcare Decision Support""",https://www.dascena.com/,https://www.linkedin.com/company/dascena,2.5,15.0,3.5,20,unknown,0.85,4.2,3.8,1.5,3.5
DarkLight,DarkLight develops cybersecurity AI software that fuses sensor data and client context. The company was founded to bridge the gaps and help organizations realize the full potential of AI.,2014,8000000.0,3,2019-02-01,4000000.0,Redmond,Washington,United States,ECA Ventures|Fred Luddy|Dan Wachtler,John Shearer|Ryan Hohimer,5,"""AI-Driven Cybersecurity Solutions for Network Protection""",https://www.darklight.ai/,https://www.linkedin.com/company/darklight,1.2,12.5,3.8,25,unknown,0.85,4.0,3.5,0.5,3.5
TESTIM,"Testim makes it easy for developers and testers to become automation experts, making quality an organization-wide initiative and powering developers to own code quality.",2014,25600000.0,5,2021-11-01,10000000.0,San Francisco,California,United States,Lightspeed Venture Partners|SignalFire|Heavybit|Meron Capital|TSVC,Oren Rubin,175,"""AI-Driven Software Quality Assurance Automation""",https://testim.io/,https://www.linkedin.com/company/testim-io,0.1,18.0,3.5,15,growth,0.85,3.8,3.2,0.3,3.7
Pyze,"Pyze helps enterprises continuously improve business operations by analyzing processes across different complex architectures in near real-time with it's AI-Driven Process Intelligence Platform. Pyze automates bottleneck detection, identifies hotspots, & maximizes business results. Proven success to enable digital transformation at large clients who have challenges managing significant transaction volume and process complexity across multi-platform architectures. Enabled aggressive digital transformation goals with proven results like.  - 70% reduction in costs - 50% faster processing times - 25% increase in employee productivity Pyze partners with low code, BPM, and RPA platforms like Pega, Appian, OutSystems, and Salesforce Lighting to provide solutions to prioritize migration of legacy applications and optimize business processes efficiency. Pyze has been recognized by leading technology research firms (Gartner and Forrester) and the press as a leader in cross-platform analytics and user engagement.",2014,6300000.0,3,2019-07-24,4600000.0,Redwood City,California,United States,Illuminate Ventures|Correlation Ventures|Benhamou Global Ventures|AAF Management Ltd.|Mentors Fund,Dickey Singh|John Chisholm|Prabhjot Singh,30,"""AI-Driven Business Process Optimization Solutions""",http://pyze.com/,https://www.linkedin.com/company/3574122/,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Pendulum Systems,"Pendulum Systems is an AI company that builds software with agnostic solutions for geolocation. It runs on a device and requires no new hardware, connectivity, or access to GPS. It is built to protect the warfighter. It specializes in machine learning, artificial intelligence, geolocation, and embedded software.",2014,11000000.0,1,2022-05-26,11000000.0,Washington,District of Columbia,United States,Decisive Point|Lowercarbon Capital|Massachusetts Institute of Technology|Newlab|Collaborative Fund,Benjamin Fels|Drew Arenth|MBA|Suvrit Sra,30,"""AI-Driven Geolocation Solutions for Defense Applications""",https://www.pendulum.global/,https://www.linkedin.com/company/pendulumglobal/,2.5,12.0,3.8,20,unknown,0.85,4.2,3.7,0.8,3.5
GroupSense,"GroupSense is a provider of cyber intelligence services filled with search tools, feeds, and briefings. It is difficult to measure the value and sift through the noise. GroupSense offers a unique partnership based approach to an intelligence program tailored to your mission. Our Cyber Reconnaissance solution is a combination of highly scalable technology and experienced intelligence analysts, providing only meaningful, high-fidelity intelligence data. Groupsense is changing the way cyber intelligence is delivered and operationalized across mid- to large-sized enterprises and governments. Their Recon Services provide critical action oriented data that helps protect the world's largest networks, critical intellectual property, and election integrity.",2014,1851492.0,4,2024-03-25,449995.0,Arlington,Virginia,United States,Invictus Growth Partners|IrishAngels|New Dominion Angels|Three Tree Ventures,,30,"""Cyber Intelligence and Risk Management Solutions""",http://groupsense.io/,https://www.linkedin.com/company/groupsense/,3.5,10.5,3.5,15,unknown,0.85,4.2,3.8,0.5,3.5
LeanDNA,"LeanDNA software enables discrete manufacturers to predictively balance supply and demand by synchronizing procurement and production to ensure on-time delivery, reduce inventory waste, and prevent shortages.",2014,19500000.0,2,2019-12-11,15000000.0,Austin,Texas,United States,Next Coast Ventures|S3 Ventures|Ronyp Kahan,Richard Lebovitz,75,"""Predictive Supply Chain Analytics Software for Manufacturing""",https://www.leandna.com/,https://www.linkedin.com/company/leandna,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Pachyderm,"Pachyderm is an enterprise-grade, open-source data science platform that makes explainable, repeatable, and scalable ML/AI a reality. Its platform brings together version control for data with the tools to build scalable end-to-end ML/AI pipelines while empowering users to use any language, framework, or tool .",2014,28120000.0,4,2020-08-19,16000000.0,San Francisco,California,United States,Y Combinator|Foundation Capital|Caffeinated Capital|Benchmark|DCVC,Joe Doliner|Joey Zwicker,75,"""Open-Source Machine Learning Data Management Platform""",https://www.pachyderm.com/,https://www.linkedin.com/company/pachyderm-inc-,1.5,20.0,4.5,15,growth,0.85,4.8,4.2,0.5,4.5
Looking Glass Factory,"Looking Glass Factory is building the holographic future, starting with the Looking Glass, the world’s first desktop holographic display for 3D creators—no VR or AR headset required. The company was founded in 2015 and is headquartered in Brooklyn, New York with a wholly-owned subsidiary in Hong Kong.",2014,21144621.0,8,2023-02-07,,Brooklyn,New York,United States,Alumni Ventures|Lux Capital|Uncork Capital|SOSV|Foundry Group,Alex Hornstein|Shawn Frayne,30,"""Holographic Display Technology for 3D Visualization""",https://lookingglassfactory.com/,https://www.linkedin.com/company/looking-glass-factory/,0.567,30.2,4.0,10,early,0.85,4.2,4.5,0.1,4.5
Bestmile,"Bestmile is a fleet orchestration platform for mobility providers to deploy, manage and optimize AV and human-driven vehicle fleets. The cloud platform enables the intelligent operation and optimization of autonomous mobility services, managing fixed-route, and on-demand services, regardless of the vehicle brand or type. Bestmile's on-demand autonomous mobility services platform is being used daily in city centers on four continents on both pedestrian areas and open roads.  Bestmile also provides distributed and highly scalable cloud technology leveraging the full potential of autonomous vehicles to tackle global mobility challenges. The platform supports every operating model from fixed routes with fixed schedules to on-demand door-to-door services, or combinations of them, enabling optimized and dynamic services.  The company mission is to provide a mobility platform that allows operators to support multi-modal, multi-service offerings in a safe, accessible, efficient and lucrative manner by integrating autonomous vehicles in the existing transportation system with conventional vehicles. Bestmil was founded on January 28, 2014, and is headquartered in San Francisco, California, United States.",2014,33512612.0,6,2019-08-28,16500000.0,San Francisco,California,United States,Airbus Ventures|Partech|Translink Capital|Serena|Blue Lagoon Capital,Anne Mellano|Raphael Gindrat,75,"""Autonomous Fleet Orchestration and Management Solutions""",http://www.bestmile.com/,https://www.linkedin.com/company/best-mile,1.5,10.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
Tuya,"Tuya is a global ""AI+IoT"" developer platform, and the world's leading voice AI interactive platform, connecting consumers, manufacturing brands, OEMs and retail chains, providing customers with a one-stop artificial intelligence Internet of Things solution, and covering hardware access, cloud services and App development, forming a closed loop of AI + manufacturing, providing technology and business model upgrade services for business with consumer IoT smart devices, in order to meet consumers' higher demands for hardware products. As of the end of October 2018, Tuya Smart has served 93,000 customers worldwide, connecting more than 100 million smart products in the market, creating a completely neutral ""AI+IoT"" model for empowering products, with total product listings of more than 30,000, selling to nearly 200 countries and regions. On the global IoT cloud platform with a distributed architecture, the daily processing device requests have reached nearly 50 billion times, daily voice AI interaction has exceeded 20 million times, and the accumulated data volume has reached 15 petabytes.",2014,700000000.0,5,2024-11-18,,Santa Clara,California,United States,New Enterprise Associates|Hillhouse Investment|65 Equity Partners|GIC|Quadrille Capital,Alex Yang|Jerry Wang|Leo Chen|Luckin Zhou|Ruixin Zhou,3000,"""AI-Driven IoT Solutions for Smart Devices""",https://www.tuya.com/,https://www.linkedin.com/company/tuya-smart/,2.3,20.0,3.8,25,growth,0.85,4.5,4.0,2.1,4.0
Melboss Music,Melboss' mission is to be the technological engine of the Music Industry providing insights for any artist in the world to reach their maximum potential by optimizing available streaming resources and social platforms.,2014,1700000.0,6,2023-05-01,650000.0,Palo Alto,California,United States,Golden Section|Apo Ventures|Haltermann Investments|RMU CAPITAL|Luca Zollino,Filippo Tartari|Francisco Buendia,30,"""Music Industry Data Analytics and Optimization Solutions""",https://www.melboss.com/,http://www.linkedin.com/company/melboss,6.2,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Neuro-ID,"Neuro-ID is an analytics platform that provides actionable insight to reduce and detect fraud and online threats while improving customer experience. Its mission is to help its clients to build meaningful, lasting relationships with their digital customers.",2014,42000000.0,2,2021-11-04,35000000.0,Whitefish,Montana,United States,Canapi Ventures|TTV Capital|Fin Capital,Jeff Jenkins|Joe Valacich,75,"""Fraud Detection and Predictive Analytics Software""",https://www.neuro-id.com/,https://www.linkedin.com/company/neuro-id-inc-,2.5,25.31,4.5,20,growth,0.85,4.8,4.2,1.5,4.5
Prenosis,"Prenosis, Inc. is an artificial intelligence company enabling precision medicine in acute care. At Prenosis we believe healthcare should be tailored to individual biology. With our data-driven approach to fast-moving biology in acute care environments, we're ushering in a new era of precision medicine in acute care. Our Immunix™ precision medicine platform generates proprietary biological insights to rapidly develop precision medicine products and enables the real-time delivery of optimal precision therapy in acute care. The platform is based on the world's largest and fastest-growing biomarker-clinical dataset for rapid immune response. Using Immunix™, we created and validated the Sepsis ImmunoScore™, the first FDA-authorized AI diagnostic for sepsis. At Prenosis, we enable the healthcare ecosystem to see people differently. More information at: www.prenosis.com",2014,11454555.0,6,2023-07-12,4800000.0,Chicago,Illinois,United States,National Science Foundation|PACE Healthcare Capital|National Institute of General Medical Science|Defense Threat Reduction Agency (DTRA),Bobby Reddy|Jr.|Rashid Bashir,30,"""AI-Driven Precision Medicine for Acute Care""",http://www.prenosis.com/,https://www.linkedin.com/company/prenosis,0.5,10.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
8i,"8i their solution includes enterprise-grade hologram capture stages in camera arrays, a cutting-edge software stack to transform (fuse, edit, and compress) holograms using proprietary computer vision and machine learning models, and a publishing suite to integrate. Their photoreal holograms are turned into digital experiences that can be viewed.",2014,42059821.0,4,2017-02-13,27000000.0,Los Angeles,California,United States,Founders Fund|Samsung NEXT|Sound Ventures|Baidu Ventures|RRE Ventures,Eugene d'Eon|Joshua Feast|Linc Gasking|Sebastian Marino,30,"""Photorealistic Hologram Creation and Integration Solutions""",http://8i.com/,https://www.linkedin.com/company/8i,0.0,0.0,0.0,0,unknown,0.35,4.0,3.5,0.0,0.0
Text IQ,"Text IQ is an Artificial Intelligence company protecting enterprises from privacy, security, legal, and compliance disasters with a reimagined approach to managing sensitive information. Text IQ's Unstructured Data Platform uses AI to help Global 2000s and government agencies around the world protect sensitive information with ease and speed, providing the freedom to grow. Since its founding in 2014, Text IQ has achieved record growth in revenue and headcount with offices in New York City, San Francisco, Boston, Chicago, Vancouver, and Cork, Ireland. Featured in TechCrunch and Forbes, Text IQ's AI solutions have been implemented at some of the world's leading financial services, insurance, healthcare and government organizations and has the backing of executives from Bank of America, Goldman Sachs, Verizon, Oracle, and Apple in addition to top venture capital firms including FirstMark Capital, Sierra Ventures, and Floodgate.",2014,15600000.0,5,2021-05-27,,New York,New York,United States,Sierra Ventures|Floodgate|FirstMark|Alchemist Accelerator|Cerity Partners Ventures,Apoorv Agarwal|Omar Haroun,75,"""AI-Driven Compliance and Data Privacy Solutions""",http://www.textiq.com/,https://www.linkedin.com/company/textiq,0.5,15.0,2.5,10,unknown,0.85,3.0,2.5,0.3,2.8
