Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
NimbleEdge,https://www.crunchbase.com/organization/nimbleedge,"Machine Learning, Software","San Francisco, California, United States",2021-09-01,month,3324951,USD,3324951,Personal AI. Delivered On-Device.,"10,525",,"9,349",2,2022-02-09,3324951,USD,3324951,3324951,USD,3324951,"Neotribe Ventures, Sistema Asia Capital, peercheque",1,3,1,Varun Khare,11-50,"Artificial Intelligence (AI), Data and Analytics, Software",,,Active,For Profit,https://www.nimbleedge.com,https://twitter.com/NimbleEdgeInc,,https://www.linkedin.com/company/nimble-edge/,"NimbleEdge’s on-device agentic AI platform empowering mobile apps to scale to billions of users. By running optimized AI models and agents directly on smartphones, we deliver real-time insights and enable personalized, privacy-first adaptive experiences without relying on the cloud. Our on-device infrastructure deciphers complex user intentions to enhance everyday interactions, overcome cloud and energy limitations, and bring AI-driven intelligence to apps worldwide for seamless, private, and scalable experiences. Headquartered in San Francisco, NimbleEdge works with some of the largest mobile apps across U.S. and India, helping them deliver stellar user experiences with real-time personalized AI, without breaking the bank on cloud costs. NimbleEdge is backed by top VCs (NeoTribe Ventures, Sistema Asia Capital) and AI leaders from OpenAI, Meta, Paypal, UC Berkeley and OpenMined. Visit nimbleedge.com or reach out to contact@nimbleedge.com to learn more."
Eppo,https://www.crunchbase.com/organization/eppo,"A/B Testing, Artificial Intelligence (AI), B2B, Developer Tools, Test and Measurement","San Francisco, California, United States",2021-01-01,year,47500000,USD,47500000,Eppo provides an AB experimentation and feature management platform to make testing accessible to everyone in any organization.,"10,532",,"9,356",3,2024-08-20,28000000,USD,28000000,47500000,USD,47500000,"Menlo Ventures, Amplify Partners, Icon Ventures, Innovation Endeavors, Allison Pickens",3,5,1,Chetan Sharma,51-100,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,,Active,For Profit,https://www.geteppo.com/,https://x.com/get_eppo,,https://www.linkedin.com/company/geteppo/,"Eppo provides an AB experimentation and feature management platform to make testing accessible to everyone in any organization. Its platform enables companies to tie product, AI, and marketing efforts to revenue and growth. The system allows every function in an org to adopt experimentation by easily integrating with cloud services, MarTech tools, AI products, and data warehouses."
AI Squared,https://www.crunchbase.com/organization/ai-squared-3f02,"Artificial Intelligence (AI), Data Collection and Labeling, Information Services, Information Technology, Machine Learning","Menlo Park, California, United States",2021-12-16,day,19800000,USD,19800000,"SaaS, On-Prem, AI Infrastructure, AI Model Library","10,591",,"9,411",2,2024-04-17,13800000,USD,13800000,19800000,USD,19800000,"New Enterprise Associates, Ridgeline, Ansa Capital, Latimer Ventures, Roger Ferguson",2,5,3,"Benjamin Harvey, Brian Landrón, Jacob Renn",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://squared.ai,https://twitter.com/AiSquared_,https://www.facebook.com/AI2Incorporated/,https://www.linkedin.com/company/aisquaredinc,"AI Squared helps organizations bring AI to where work happens. We do this by leveraging our SaaS or on-prem platform which combines data sources with advanced AL/ML functionality and embeds intelligent insights into critical business applications. Trusted by the largest financial institutions, the most complicated supply chain logistics companies, and the US Department of Defense, we enable seamless collaboration between data science teams and business users, driving faster, more informed decision-making."
Blip Energy,https://www.crunchbase.com/organization/blip-energy,"Artificial Intelligence (AI), Battery, CleanTech, Energy Management, Energy Storage, Information Technology, Machine Learning, Renewable Energy, Solar, Sustainability","Chicago, Illinois, United States",2021-01-01,year,3945000,USD,3945000,"Blip is building a drop-in distributed energy resource to mitigate surging demand, optimize user costs and reduce utility operating costs.","10,609",,"9,427",16,2024-09-13,250000,USD,250000,1875000,USD,1875000,"Kickstarter, Invenergy, gener8tor, Village Capital, Right Side Capital Management",17,21,2,"Chance Cobb, Sophia Wennstedt",1-10,"Artificial Intelligence (AI), Data and Analytics, Energy, Information Technology, Natural Resources, Science and Engineering, Software, Sustainability",,,Active,For Profit,https://www.blipenergy.com/,https://twitter.com/BlipEnergy,https://www.facebook.com/blipenergy/,https://www.linkedin.com/company/blip-energy/,"Blip Energy is building a new category of distributed energy resources to mitigate surging peak demand.  Smart, affordable battery energy storage systems to add millions of otherwise inaccessible customers to the smart grid network.  Blip’s software/hardware platform optimizes energy cost for users, and lowers operating cost for utilities.  Drop-in energy management without permitting and installation barriers.  Blip's business model reflects current resilience needs, cost savings goals, and data-driven future, by wrapping our hardware endpoint with grid services revenue.  A distributed network of demand response capacity to support America’s transition to a sustainable, efficient, and reliable power grid."
Availyst,https://www.crunchbase.com/organization/availyst,"Apps, Artificial Intelligence (AI), Consumer, Delivery Service, Food and Beverage, Food Delivery","Philadelphia, Pennsylvania, United States",2021-01-01,year,660000,USD,660000,"Availyst matches consumers with local options for groceries, restaurants, and alcohol based on preference and AI.","10,614",,"9,430",3,2024-04-09,100000,USD,100000,540000,USD,540000,"Techstars, Right Side Capital Management, gener8tor Oklahoma City Investment Accelerator",2,3,1,Mandy Poston,1-10,"Apps, Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Other, Science and Engineering, Software, Transportation",,,Active,For Profit,https://availyst.com/,https://twitter.com/availyst,https://www.facebook.com/availyst,https://www.linkedin.com/company/availyst,"Availyst is a food discovery platform that helps consumers find and compare their local options for groceries, restaurants, and alcohol and provides results based on preference and AI. Availyst helps you find your food."
Macro,https://www.crunchbase.com/organization/macro-0331,"Artificial Intelligence (AI), Consumer Software, Enterprise Software, Finance, FinTech, Legal Tech, Productivity Tools, SaaS, Software","New York, New York, United States",2021-01-01,year,21379989,USD,21379989,"Macro is the secure, intelligent document management platform seamlessly integrated with AI to optimize workflow efficiency.","10,769",,"9,574",2,2024-11-12,12000000,USD,12000000,21379989,USD,21379989,"Andreessen Horowitz, BoxGroup, Craft Ventures, Third Kind Venture Capital, Ironwood Ventures",2,5,2,"Jacob Beckerman, Josh Doman",11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://macro.com/,https://x.com/macrodotcom,https://www.facebook.com/macrodocuments,https://www.linkedin.com/company/macrocom,"Macro is the secure, intelligent document management platform seamlessly integrated with AI, where users can efficiently read and analyze PDF files, create markdown notes, write code and design charts and diagrams—all within one, unified platform. Of particular note, Macro features a modern, intuitive user interface (UI) to streamline the workflow and productivity for consumers and enterprises alike. The built-in markdown editor, PDF markup tools, and AI-powered chat, among other workflow automation features, are stitched cohesively to contribute towards improved research quality and reliability in insights and traceability via in-line citations."
Rex,https://www.crunchbase.com/organization/rex-09c8,"Artificial Intelligence (AI), Computer Vision, Mobile Apps, Productivity Tools, Software","New York, New York, United States",2021-07-01,month,3960000,USD,3960000,"Rex offers a mobile app that allows users to find, track, and recommend places.","10,894",,"9,684",1,2023-06-12,3960000,USD,3960000,3960000,USD,3960000,"Accel, Khosla Ventures, Future Positive",,3,1,Aliza Rosen,1-10,"Apps, Artificial Intelligence (AI), Data and Analytics, Hardware, Mobile, Science and Engineering, Software",,,Active,For Profit,https://getrex.app,https://twitter.com/rexapp,,https://www.linkedin.com/company/getrexapp,"Rex offers a mobile app that allows users to find, track, and recommend places. Rex app seeks to start sharing recommendations by combining AI and computer vision technology."
Vizcom,https://www.crunchbase.com/organization/vizcom-614c,"Artificial Intelligence (AI), Information Technology, Software","California City, California, United States",2021-01-01,year,51000000,USD,51000000,Vizcom is an AI-powered creative tool designed for industrial designers and artists.,"11,011",,"9,789",3,2025-04-29,26000000,USD,26000000,51000000,USD,51000000,"Index Ventures, Basis Set Ventures, Unusual Ventures, Ayush Sood, Kyle Parrish",2,7,1,Kaelan Richards,11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.vizcom.ai,https://twitter.com/vizcom_ai,,https://www.linkedin.com/company/vizcomco,
LUXUS,https://www.crunchbase.com/organization/luxus-ed55,"Asset Management, Consumer Goods, FinTech, Generative AI, Jewelry, Precious Metals, Racing, Sports, Wealth Management","New York, New York, United States",2021-07-01,month,7500000,USD,7500000,LUXUS is a venture backed wealthtech luxury alternative asset managing leveraging experiences for the first time,"11,019",,"9,794",2,2024-10-02,5000000,USD,5000000,7500000,USD,7500000,"ATX Venture Partners, Christie's, Veronica M. Beard",1,3,1,Dana Auslander,1-10,"Artificial Intelligence (AI), Consumer Goods, Financial Services, Natural Resources, Sports",,,Active,For Profit,http://www.luxusco.com/,https://twitter.com/luxusassets,https://www.facebook.com/luxusassets/,https://www.linkedin.com/company/luxusassets,"LUXUS, a venture-backed wealth-tech company, is a luxury alternative asset manager + marketplace. Our primary mission revolves around the curation, securitization, and monetization of investment opportunities in the world’s rarest luxury assets. Through the lens of experiential investing, LUXUS is the first manager to offer an SEC-qualified multi-vertical luxury asset fund. LUXUS enables global UHNW and institutional investors to access an actively managed, diversified portfolio researched and curated by leading experts."
BuildWithin,https://www.crunchbase.com/organization/buildwithin,"EdTech, Information Technology, Machine Learning, Software","Washington, District of Columbia, United States",2021-01-01,year,2400000,USD,2400000,"SaaS, CRM, LMS, Case Management","11,100",,"9,868",2,2022-12-02,1200000,USD,1200000,2400000,USD,2400000,"Dundee Venture Capital, Black Capital",2,2,7,"Gerry Gomez, Gerry Gomez, Michelle Rhee, Stephanie Baum, Stephanie Baum, William Lopez, Ximena Gates- Hartsock",11-50,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Software",,,Active,For Profit,https://www.buildwithin.com,https://twitter.com/JoinBuildwithin,,https://www.linkedin.com/company/joinbuildwithin,"BuildWithin simplifies the management of upskilling and on-the-job training for organizations of all sizes. As a federally accredited apprenticeship intermediary, one of our flagship offerings is software specifically designed to manage accredited registered apprenticeships, eliminating the burden traditionally associated with managing these programs."
Napkin AI,https://www.crunchbase.com/organization/napkin-ai,"Generative AI, Graphic Design, Presentation Software, Productivity Tools, Software","Los Altos, California, United States",2021-10-01,month,12000000,USD,12000000,"Visual AI for business storytelling. Napkin transforms your text into visuals, perfect for presentations, blogs and more.","11,111",,"9,878",2,2024-08-07,10000000,USD,10000000,12000000,USD,12000000,"Accel, CRV, InnoRevo Ventures",2,3,2,"Jerome Scholler, Pramod Sharma",1-10,"Artificial Intelligence (AI), Design, Software",,,Active,For Profit,https://thenapkinai.com/,https://x.com/napkin_ai,https://www.facebook.com/profile.php?id=100083573378569,https://www.linkedin.com/company/napkin-ai,"Napkin empowers anyone to communicate their ideas visually. With Napkin, you can transform written content into customizable visuals that can be used across Google Docs, Slides, Canva, Slack, Word, PowerPoint, Email, Text, and more.  Founded by Pramod Sharma and Jerome Scholler, the creators of AI gaming company Osmo, Napkin emerged from their frustration with lengthy documents and lackluster presentations despite making learning fun for millions of kids. Experiencing firsthand the power of compelling visuals, they founded Napkin to make it easy for anyone to level-up their business communication through compelling visual storytelling. Try it out at napkin.ai"
Nitrility,https://www.crunchbase.com/organization/nitrility,"Artificial Intelligence (AI), Internet, Marketplace, Music, Peer to Peer, Software","Los Angeles, California, United States",2021-11-05,day,2390000,USD,2390000,"Nitrility is the first music licensing marketplace — over 200 million songs to license for film, TV, ads, games, and more.","11,123",,"9,890",8,2025-06-05,500000,USD,500000,2390000,USD,2390000,"K5 Global, Alexandra Botez, Paul Yacoubian, Ricky Horwitz, Anush Amin",1,5,1,Avi Patel,11-50,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Media and Entertainment, Music and Audio, Other, Science and Engineering, Software",,,Active,For Profit,https://www.nitrility.com,https://twitter.com/nitrility,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2FNitrility%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1DFaK8ic7hZ3Aq5TC6_Myf5nHC5323JKNb1KaL_w3vajh-0HZmN4QDScs_aem_DUdPQU43wQG_9QEXSrEjmg&h=AT2UA0WSZNPDXnbYbFl_WWv0vz90QKKcKVVyS_bmRcLDtRFMTvTTTb0OqJ46c95H4Ybq_QZjG90FsqGQ0ietc2hoYj1c9viqjm4muBzzyhsOhOLZiPnq1dQc4ll-nhgsJnDy-ZAHxdG0MsrTHr6O1bbZ0w,https://www.linkedin.com/company/nitrility,"Nitrility is the leading sync licensing marketplace, built for creators, brands, and filmmakers. With a catalog of over 200 million songs, Nitrility is trusted by 80,000+ top artists, labels, and publishers to simplify music licensing. We make it seamless to secure sync licenses for video games, TV shows, advertisements, movies, YouTube videos, and more—all with full transparency and rights protection. Whether you're a content creator looking for the perfect track or a rightsholder maximizing your music’s value, Nitrility is the future of sync licensing."
Kolena,https://www.crunchbase.com/organization/kolena-io,"Analytics, Artificial Intelligence (AI), Consulting, Education, Machine Learning, Quality Assurance, Software","San Francisco, California, United States",2021-01-01,year,21500000,USD,21500000,Kolena is a machine learning testing and debugging platform.,"11,136",,"9,901",3,2023-09-26,15000000,USD,15000000,21500000,USD,21500000,"SignalFire, Liquid 2 Ventures, Bloomberg Beta, SAV (Scale Asia Ventures), Zero Prime Ventures",3,10,3,"Bruno Faviero, Gordon Hart, Mohamed Elgendy",11-50,"Artificial Intelligence (AI), Data and Analytics, Education, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://kolena.com,https://twitter.com/kolena_io,,https://www.linkedin.com/company/kolena-ai,"Kolena is an ML testing platform that allows ML teams to rigorously test their model behavior. With Kolena, ML teams can identify and track failure modes to help engineering, sales, and customers better understand model performance and identify gaps. Kolena is the creator of a machine learning testing and analytics platform used to ensure the quality of machine learning and related technologies. Clients can use the company's platform to streamline and rectify machine learning and analytics projects by providing a testing infrastructure for machine learning software models and updates."
Allium,https://www.crunchbase.com/organization/allium-2c51,"Analytics, Blockchain, Cryptocurrency, Data Integration, Data Management, Infrastructure, Machine Learning","New York, New York, United States",2021-04-20,day,20750000,USD,20750000,Allium is a data platform that develops applications and analyzes blockchain activities.,"11,177",,"9,940",3,2024-07-18,16500000,USD,16500000,20750000,USD,20750000,"Kleiner Perkins, Amplify Partners, Markd, Mischief, Theory Ventures",2,5,3,"Cheng Han Lee, Ethan Chan, Paul Chun",11-50,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Information Technology, Other, Payments, Software",,,Active,For Profit,http://www.allium.so,https://twitter.com/alliumlabs,,https://www.linkedin.com/company/alliumlabs,"Allium is a blockchain data provider for institutions and crypto enterprises. The platform supports 100+ blockchains and 1000s of schemas, delivering historical and real-time data to customers any way they need it - interactive dashboards, a query and visualization interface, flexible APIs, and custom integrations like data shares & streams. Their infrastructure powers critical operations 24/7 for leading organizations, from Phantom's realtime wallet backend and Bridge’s transaction reconciliation to Visa's stablecoin dashboard and Paradigm's investment insights."
Graft,https://www.crunchbase.com/organization/graft-13a7,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing","San Francisco, California, United States",2021-01-01,year,14500000,USD,14500000,Our Modern AI platform enables anyone to build production-ready AI apps in a few clicks.,"11,286",,"10,042",3,2023-10-30,,,,14500000,USD,14500000,"Alumni Ventures, New Enterprise Associates, Radical Ventures, SV Angel, Google Ventures",3,7,6,"Adam Oliner, Brian Calvert, Eric Schkufza, Irina Calciu, Maria Kazandjieva, Mick Hakobyan",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.graft.com,https://twitter.com/GraftInc,,https://www.linkedin.com/company/graftinc,"Graft is a Modern AI platform enabling data teams to build production-ready AI solutions in a few clicks. No machine learning skills, no need to hire a team, and no infrastructure to build or maintain. Take a data-centric approach that leverages foundation models to drive better business outcomes today."
Gan.ai,https://www.crunchbase.com/organization/gan-ai,"Advertising, Artificial Intelligence (AI), Information Technology, Marketing, SaaS, Video","Perrysburg, Ohio, United States",2021-12-01,month,5250000,USD,5250000,"Gan.ai allows brands to generate personalized copies of a single video recording, with variables changed in the voice and lip-sync.","11,550",,"10,281",3,2023-12-08,,,,5250000,USD,5250000,"Google, Emergent Ventures, Surge",2,3,1,Suvrat Bhooshan,101-250,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Media and Entertainment, Sales and Marketing, Science and Engineering, Software, Video",,,Active,For Profit,https://gan.ai,https://twitter.com/GanAIOfficial,,https://www.linkedin.com/company/gan-ai,"With just a single video recording, Gan.ai allows brands to generate hundreds, thousands, or millions of personalized copies of it with variables changed in the voice and lip-sync as if it was personally recorded for each viewer. Our AI lip-syncs & voice-sync models templatize specified parts of a video in real time and deliver it to users natively across platforms. Enterprise brands like Samsung, Zomato, vivo, and Swiggy uses Gan.ai to run hyper-personal video campaigns with celebrities, leaders, and other stakeholders, calling out users' names, locations, order items, nearby stores, etc— maximizing CTRs, ROI & impact of campaigns. Whether it’s email, SMS, social media, WhatsApp, pre-roll ads, IPTV, mobile apps, personalized checkout, landing pages, or anything brands require, Gan.ai integrates with it. Before Gan.ai, brands could only make personalized text-based campaigns, inserting the name of the user in an email or SMS, or at best as a text graphic inside a video. With Gan.ai, the name of the user (and other variables) can be spoken out by the actor in the video, leading to much higher engagement, conversions, click-through rates, and brand recall for brands in their marketing campaigns."
Bito,https://www.crunchbase.com/organization/bito-ai,"Artificial Intelligence (AI), Developer Tools, Enterprise Software, Generative AI, SaaS, Software, Software Engineering","Menlo Park, California, United States",2021-01-01,year,8900000,USD,8900000,"Bito builds AI tools designed to help software engineers ship better code, faster.","11,642",,"10,362",2,2025-05-27,5700000,USD,5700000,8900000,USD,8900000,"NGP Capital, Vela Partners, Eniac Ventures, NextView Ventures, Maxitech, Inc.",2,13,3,"Amar Goel, Anand Das, Mukesh Agarwal",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://bito.ai,https://twitter.com/BitoHQ,,https://www.linkedin.com/company/bitodev,"Bito builds AI tools trusted by developers across the world. Designed to help software engineers ship better code, faster, Bito offers a lineup of tools including: AI Code Reviews for Git workflows, AI code generation and plan-to-production developer agents for IDE or CLI, and AI that understands your code. Bito's latest, AI Code Reviews, speeds up pull request merges by 89% for GitHub, GitLab, and Bitbucket workflows. Start a free trial at https://bito.ai."
Aidaptive,https://www.crunchbase.com/organization/jarvis-ml,"Artificial Intelligence (AI), Machine Learning, Software","Cupertino, California, United States",2021-04-01,month,16000000,USD,16000000,Predictive personalization engines for eCommerce and Hospitality that drive revenue on autopilot.,"11,696",,"10,411",2,2022-04-21,16000000,USD,16000000,16000000,USD,16000000,"SHAKTI, Dell Technologies Capital, Shakti Capital",1,3,1,Rakesh Yadav,11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://aidaptive.com/,https://twitter.com/aidaptive_,https://www.facebook.com/jarvismlinc,https://www.linkedin.com/company/jarvis-ml/,"Aidaptive’s predictive personalization platform gives online businesses the power to automatically predict the affinity and intent of prospective customers, then deliver personalized content to them in real time. Aidaptive’s mission is to empower any sized eCommerce or hospitality brand with the power of enterprise-grade machine learning. Aidaptive (Jarvis ML Inc) was founded in 2021 by Rakesh Yadav, who led the Machine Learning Operations platform development for Google Ads and Payments. Jarvis ML's team has more than 50+ years of combined machine learning experience and is funded by Dell Technologies Capital, SHAKTI and more than a dozen veteran Silicon Valley technologists and business leaders."
mpathic.ai,https://www.crunchbase.com/organization/empathy-rocks,"Analytics, Apps, Artificial Intelligence (AI), Machine Learning, SaaS, Software","Bellevue, Washington, United States",2021-01-01,day,13270778,USD,13270778,Empathy is for everyone - Improve communication and retention at scale with AI empathy for enterprise,"11,926",,"10,622",3,2025-03-14,8070778,USD,8070778,13270778,USD,13270778,"Illuminate Ventures, Portland Seed Fund, NEXT Frontier Capital, Female Founders Alliance, Graham & Walker",2,11,1,Grin Lord,11-50,"Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.mpathic.ai/,,,https://www.linkedin.com/company/mpathic-ai/,"We help people and organizations develop skills for greater understanding, compassion, and insight via AI-powered analytics, correction, and training of empathy."
GoCharlie.AI,https://www.crunchbase.com/organization/gaudium-ai,"Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning, Natural Language Processing","San Francisco, California, United States",2021-07-01,day,2112500,USD,2112500,GoCharlie.AI is a Multimodal Generative AI company building a multimedia marketing engine.,"12,144",,"10,822",1,2023-07-16,2112500,USD,2112500,2112500,USD,2112500,"Goodwater Capital, XRC Ventures, Geek Ventures, Hawke Ventures, Davidovs Venture Collective",,5,4,"Brennan Woodruff, Despina Christou, Kostas Hatalis, Ryan Carlton",1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.gocharlie.ai,https://twitter.com/GocharlieAI,https://www.facebook.com/GoCharlieAI-112025071394387,,"We're a generative artificial intelligence company leading the development of a goal-driven and multimodal engine: Charlie! Charlie helps entrepreneurs and enterprises create content that performs across text, images, and more. Imagine asking an AI to write a social media post that maximizes engagement with your target audience. At GoCharlie we know engagement means commerce, and we want to give you the tools to drive business through all your marketing channels."
ControlRooms.ai,https://www.crunchbase.com/organization/controlrooms-ai,"Artificial Intelligence (AI), Chemical, Clean Energy, CleanTech, Energy, GreenTech, Industrial Manufacturing, Intelligent Systems, Oil and Gas, Software","Austin, Texas, United States",2021-10-01,month,13750000,USD,13750000,AI-Assisted Troubleshooting for Heavy Industry,"12,429",,"11,077",2,2023-08-29,10000000,USD,10000000,13750000,USD,13750000,"Alumni Ventures, FJ Labs, GTMfund, S3 Ventures, Origin Ventures",2,9,4,"Elena Salova, Eugene Davis, Monte Zweben, Omar A. Talib",11-50,"Artificial Intelligence (AI), Data and Analytics, Energy, Manufacturing, Natural Resources, Science and Engineering, Software, Sustainability",,,Active,For Profit,https://controlrooms.ai,,,https://www.linkedin.com/company/controlrooms,"Detect Sooner, Troubleshoot Faster. ControlRooms is the AI Troubleshooting company. Our SaaS application is the first AI-assisted troubleshooting platform for heavy industry. With ControlRooms, operators and engineers can improve troubleshooting and see around corners. ControlRooms uses advanced AI to shine a light on the trends that matter and identify anomalies across plant systems. The company was founded in 2021 and is based in Austin, Texas."
Alby,https://www.crunchbase.com/organization/alby,"Artificial Intelligence (AI), E-Commerce, Information Technology","Brooklyn, New York, United States",2021-01-01,year,9700000,USD,9700000,Alby is the creator of an AI-powered platform designed to help e-commerce businesses increase customer satisfaction.,"12,443",,"11,089",2,2022-07-13,7600000,USD,7600000,9700000,USD,9700000,,,,2,"Kenny Teng, Max Bennett",11-50,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.alby.com,https://x.com/albyanswers,https://www.facebook.com/albyanswers,https://www.linkedin.com/company/alby,"Alby is an artificial intelligence shopping concierge designed to increase conversion rates, raise average order values, and reduce returns. It can answer customer questions about products, discounts, returns, and shipping policies, proactively reach out to customers when they get stuck, and transfer to human sales and support team members when necessary, allowing e-commerce businesses to grow their sales."
Lyric,https://www.crunchbase.com/organization/lyric-bf1d,"Artificial Intelligence (AI), Data Management, Information Technology, Supply Chain Management","Sunnyvale, California, United States",2021-01-01,year,23000000,USD,23000000,Lyric provides data-driven solutions to enhance supply chain operations and efficiency.,"12,474",,"11,116",1,2025-01-27,23000000,USD,23000000,23000000,USD,23000000,"Primary Venture Partners, Permanent Capital Partners",2,2,1,Ganesh Ramakrishna,101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation",,,Active,For Profit,https://lyric.tech,,,https://www.linkedin.com/company/lyric-tech,"Lyric provides data-driven solutions to optimize supply chain operations, utilizing algorithms and advanced analytics to improve inventory management, transportation logistics, and overall efficiency for organizations in various sectors. The company offers tools that enable sales teams to access critical market insights, forecast demand accurately, and streamline procurement processes. Additionally, Lyric integrates machine learning to analyze patterns and trends, helping clients make informed decisions regarding resource allocation and risk management. Through its innovative approach, Lyric aims to support businesses in achieving operational excellence and enhancing their competitive edge in the marketplace."
Mariana Oncology,https://www.crunchbase.com/organization/mariana-oncology,"Bioinformatics, Biometrics, Biopharma, Biotechnology, Oncology","Watertown, Massachusetts, United States",2021-01-01,year,250000000,USD,250000000,Mariana Oncology is a biotechnology research industry.,"12,510",,"11,149",2,2023-09-07,175000000,USD,175000000,250000000,USD,250000000,"Eli Lilly, RA Capital Management, Nextech Invest, Forbion Capital Partners, Atlas Ventures",2,8,1,Simon Read,11-50,"Biotechnology, Data and Analytics, Health Care, Science and Engineering",,,Active,For Profit,https://www.marianaoncology.com,,,https://www.linkedin.com/company/marianaoncology,Mariana Oncology is a biotechnology research industry.
Infiuss health,https://www.crunchbase.com/organization/infiuss,"Artificial Intelligence (AI), Health Care, Pharmaceutical","San Francisco, California, United States",2021-02-01,day,3725000,USD,3725000,Infiuss Health is developing digital twins for pharmaceutical simulation and personalized health optimization,"12,784",,"11,389",5,2025-03-01,3000000,USD,3000000,3625000,USD,3625000,"Plug and Play, Y Combinator, Pioneer Fund, Google for Startups, 54 Collective",5,17,1,Melissa Jane BIME,11-50,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://infiuss.com/,https://twitter.com/infiuss,,https://www.linkedin.com/company/infiuss,"Infiuss Health is developing an AI-powered Clinical Trial Copilot designed to transform how modern clinical trials and medical research are conducted. Our Copilot PROBE is built on a domain-specific Retrieval-Augmented Generation (RAG) framework, specially adapted for clinical trials. This ensures deep contextual understanding, faster decision-making, and smarter insights across the entire clinical trial lifecycle. With Infiuss Health’s cutting-edge AI capabilities, researchers and sponsors can navigate the complexities of clinical trials more effectively than ever before. From protocol design, site and patient management and data collection and analysis, our solution serves as a reliable, intelligent assistant—empowering teams to reduce delays, mitigate risks, and optimize outcomes."
New Lantern,https://www.crunchbase.com/organization/new-lantern,"Artificial Intelligence (AI), Health Care, SaaS, Software","San Francisco, California, United States",2021-01-01,year,22600000,USD,22600000,New Lantern develops AI-powered medical imaging software designed to assist radiologists by automating repetitive tasks in their workflow.,"12,994",,"11,584",2,2024-11-20,19000000,USD,19000000,22600000,USD,22600000,"Menlo Ventures, SV Angel, Neo, Benchmark, Afore Capital",2,9,1,Shiva Suri,1-10,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://newlantern.ai/,,,https://www.linkedin.com/company/newlantern,New Lantern is an AI-powered medical imaging solution that supercharges radiologists.
Cleanlab,https://www.crunchbase.com/organization/cleanlab,"Artificial Intelligence (AI), Database, Machine Learning","San Francisco, California, United States",2021-10-01,month,30000000,USD,30000000,"Cleanlab makes AI agents reliable. Detect issues, fix root causes, and apply guardrails for safe, accurate performance.","13,037",,"11,625",2,2023-10-10,25000000,USD,25000000,30000000,USD,30000000,"Menlo Ventures, Bain Capital Ventures, TQ Ventures, Databricks Ventures",3,4,3,"Anish Athalye, Curtis Northcutt, Jonas Mueller",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://cleanlab.ai,https://twitter.com/cleanlabai,https://www.facebook.com/CleanlabAI,https://www.linkedin.com/company/cleanlab,"Cleanlab solves the biggest challenge in AI agents: reliability. Our platform equips your team with the tools to make agents production-ready, detecting low-quality outputs, identifying root causes, improving response quality, and applying guardrails to ensure safe, accurate, and compliant performance at scale."
