Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Xometry,https://www.crunchbase.com/organization/xometry,"3D Printing, Artificial Intelligence (AI), Industrial Engineering, Software","Gaithersburg, Maryland, United States",2013-01-01,year,447200000,USD,447200000,Xometry is an online marketplace that allows customers to access a network of machine shops and custom manufacturers.,"6,905",,"6,085",9,2025-06-10,250000000,USD,250000000,197200000,USD,197200000,"Bosch Ventures, Foundry Group, BMW i Ventures, Highland Capital Partners, Almaz Capital",7,16,2,"Laurence Zuriff, Randy Altschuler",1001-5000,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",,,Active,For Profit,https://www.xometry.com,https://twitter.com/xometry,https://www.facebook.com/xometry,https://www.linkedin.com/company/xometry,"Xometry is a AI-enabled marketplace for on-demand manufacturing, transforming one of the largest industries in the world. Xometry uses its proprietary technology to create a marketplace that enables buyers to efficiently source on-demand manufactured parts and assemblies, and empowers sellers of manufacturing services to grow their businesses."
Evolv Technology,https://www.crunchbase.com/organization/evolv-technologies,"Artificial Intelligence (AI), Intrusion Detection, Machine Learning, Physical Security","Waltham, Massachusetts, United States",2013-01-01,year,483319107,USD,483319107,Evolv Technology an AI-enabled touchless security screening system that uses digital sensors and artificial intelligence to detect threats.,"6,928",,"6,107",10,2022-12-21,75000000,USD,75000000,393819107,USD,393819107,"General Catalyst, Lux Capital, Eldridge Industries, DCVC, OUP (Osage University Partners)",4,17,3,"Anil Chitkara, Edward Jung, Michael Ellenbogen",251-500,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,http://www.evolvtechnology.com,https://twitter.com/evolvtechnology,https://www.facebook.com/Evolv-Technology-1883358101895089,https://www.linkedin.com/company/evolv-technology,"Evolv Technology provides touchless security screening systems that ensure safety without sacrificing the visitor experience. Evolv’s Mosaiq Platform provides a first-of-its-kind solution, integrating real-time video surveillance with extremely low false alarms, walkthrough firearm, and explosive detection, facial recognition, and security analytics. Based in Waltham, Massachusetts, and led by veterans of the physical screening industry including the TSA, FBI, CIA, Secret Service, and Homeland Security, Evolv is dedicated to helping government agencies and private businesses protect their soft targets and their hard assets."
Rad,https://www.crunchbase.com/organization/little-star-media--inc-,"Artificial Intelligence (AI), Blockchain, Content Delivery Network, Cryptocurrency, Developer APIs, Generative AI, Video on Demand, Web3","New York, New York, United States",2013-08-15,day,15149201,USD,15149201,Rad is a online entertainment platform.,"7,113",,"6,273",7,2023-11-28,,,,15149201,USD,15149201,"Techstars, 645 Ventures, Warner Music Group, Right Side Capital Management, Sony Innovation Fund",4,24,3,"Dominic Giglio, Matthew Collado, Tony Mugavero",11-50,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Content and Publishing, Data and Analytics, Financial Services, Internet Services, Media and Entertainment, Other, Payments, Science and Engineering, Software, Video",,,Active,For Profit,https://rad.live,https://twitter.com/_WatchRad_,https://www.facebook.com/WatchRad,https://www.linkedin.com/company/watchrad,"Rad is a online entertainment platform. Rad NFTV's app suite allows you to stream Live TV, Premium Video, and Live Events, all of which are unlocked via NFT."
Inkitt,https://www.crunchbase.com/organization/inkitt,"Analytics, Artificial Intelligence (AI), Content, Digital Entertainment, Media and Entertainment, Publishing","San Francisco, California, United States",2013-01-01,year,117000000,USD,117000000,Inkitt is building the Disney of the 21st century: using AI to find unknown stories and turning them into blockbusters (novels and TV shows),"7,937",,"7,017",6,2024-02-26,37000000,USD,37000000,117000000,USD,117000000,"Khosla Ventures, Speedinvest, New Enterprise Associates, Kleiner Perkins, Earlybird Venture Capital",5,25,2,"Ali Albazaz, Lauren Burns",51-100,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software",,,Active,For Profit,http://www.inkitt.com,https://twitter.com/Inkitt,https://www.facebook.com/inkitt,https://www.linkedin.com/company/inkitt,"We're building the Disney of the 21st century, creating blockbuster franchises across all media: from text, audiobooks, movies, to theme parks. Our success is most notable in e-books, where we are producing million-dollar hits every month through data-driven story selection and AI optimization. Our ecosystem includes three interconnected apps: - Inkitt: A social reading/writing platform with half a million active authors and millions of readers. - Galatea: Sells optimized stories chapter by chapter. - GalateaTV: Transforms successful e-books into short-form TV series, selling episodes individually. Our proprietary ReadRank algorithm predicts bestsellers, with top stories moving to Galatea. We launch a new TV series weekly. Our future focus is on Hyper Personalisation, adapting stories to individual preferences across all formats using AI."
Mad Street Den,https://www.crunchbase.com/organization/mad-street-den,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Retail Technology, Software","Redwood City, California, United States",2013-01-01,year,55818240,USD,55818240,Mad Street Den is a computer vision and artificial intelligence startup founded with a mission to make people all over the globe.,"7,962",,"7,040",8,2023-01-17,30000000,USD,30000000,55818240,USD,55818240,"Sequoia Capital, Peak XV Partners, Global Brain Corporation, Rocketship.vc, Alpha Wave Global",5,11,3,"Anand Chandrasekaran, Ashwini Asokan, Costa Colbert",251-500,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://www.madstreetden.com,https://x.com/madstreetden,https://www.facebook.com/madstreetden,https://www.linkedin.com/company/mad-street-den,"Mad Street Den is a computer vision and artificial intelligence startup. Vue.ai is its first vertically integrated AI stack for Retail. The AI stack provides 360* solutions for the entire Retail value chain with products supporting on-site, on-app experience to marketing and social channels to operations and automation. Mad Street Den was established in 2013 by Anand Chandrasekaran in Redwood City, California."
Neura,https://www.crunchbase.com/organization/neura-2,"Artificial Intelligence (AI), CRM, Internet of Things, Machine Learning, Marketing Automation, Mobile, Mobile Apps, Software","Palo Alto, California, United States",2013-01-01,year,29020000,USD,29020000,Empowering organizations to make strategic decisions by transforming anonymized data and activity signals into actionable insights.,"8,916",,"7,895",6,2019-09-04,16000000,USD,16000000,29020000,USD,29020000,"Pitango VC, Lenovo, AVP, UpWest, Moneta VC",4,16,4,"Gil Mahler, Gilad Meiri, Ori Shaashua, Triinu Magi",11-50,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Mobile, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,http://www.theneura.com,http://twitter.com/theneura,http://www.facebook.com/theneura,https://www.linkedin.com/company/neura-inc,"Neura helps leading mobile brands drive higher customer engagement & retention with AI-powered, real-world insights and advanced campaign segmentation & triggering. To learn more, visit us at www.theneura.com"
Cyndx,https://www.crunchbase.com/organization/cyndx,"Artificial Intelligence (AI), Big Data, Finance, Financial Services, FinTech, Software","West Palm Beach, Florida, United States",2013-10-01,day,10500000,USD,10500000,"Cyndx is an AI-powered search and discovery platform for market data analysis, company discovery, and investment opportunity tracking.","8,949",,"7,927",3,2018-06-06,,,,10500000,USD,10500000,Rakuten Capital,,1,2,"James McVeigh, Jay Kirsch",11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,Active,For Profit,https://www.cyndx.com,https://twitter.com/cyndxnet,https://www.facebook.com/CyndxNet,https://www.linkedin.com/company/cyndx,"Cyndx is a technology platform that provides growing companies, investors, and financial institutions with access to curated data for capital raising, M&A transactions, and other business opportunities. Developed by investment bankers, data scientists, and M&A specialists, the platform helps buyers and sellers discover connections and opportunities that may otherwise be overlooked. Using AI, deep learning, and NLP-driven proprietary algorithms, Cyndx simplifies and enhances processes such as raising growth capital, identifying investment or acquisition opportunities, and managing cap tables."
Slang,https://www.crunchbase.com/organization/slang-2,"B2B, Corporate Training, EdTech, Enterprise Software, Human Resources, Language Learning, Machine Learning, Skill Assessment","Boston, Massachusetts, United States",2013-06-20,day,25000000,USD,25000000,"Slang offers a variety of online specialized English courses for career development using a proprietary ML-driven engine,","9,283",,"8,218",8,2023-08-23,4000000,USD,4000000,20000000,USD,20000000,"Salesforce Ventures, Bossa Invest, Inter American Development Bank, MassChallenge, Impact Engine",4,16,2,"Diego Villegas, Kamran Khan",11-50,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Education, Other, Software",,,Active,For Profit,https://slangapp.com,https://twitter.com/SlangEspanol,https://www.facebook.com/SlangEspanol,https://www.linkedin.com/company/slanghq/,"Slang use a proprietary ML-driven engine and offers an unprecedented variety of online specialized English courses for career development.  Slang started at MIT as a research project on how to use AI and NLP to make learning a new language as efficient as possible. Their technology powers a highly adaptive e-learning platform that offers proficiency tests for career development in over a hundred fields like Sales, Finance, Logistics, Medicine, and Law. They already have the largest professional English offering in the world.  Now, Slang is scaling up to release 1,000 more courses over the next three years."
Casetext,https://www.crunchbase.com/organization/casetext,"Artificial Intelligence (AI), Law Enforcement, Legal, Legal Tech, Machine Learning, Software","San Francisco, California, United States",2013-01-01,year,64344579,USD,64344579,"Casetext is an AI legal research technology for litigators, helping researchers find cases.","9,477",,"8,395",7,2022-01-07,25000003,USD,25000003,64344579,USD,64344579,"Y Combinator, BoxGroup, 8VC, Union Square Ventures, SV Angel",1,25,2,"Jake Heller, Pablo Arredondo",101-250,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Privacy and Security, Professional Services, Science and Engineering, Software",,,Active,For Profit,http://www.casetext.com,http://twitter.com/casetext,https://www.facebook.com/casetext,https://www.linkedin.com/company/casetext,"Casetext has used A.I. legal research technology, that has been adopted across the legal market. Its award-winning technology offers both conventional search functionality and its CARA A.I. powered contextual search, which focuses on the context of research to help find on-point authorities faster. Founded by a team of former litigators from top law firms, as well as Ph.D. data scientists and leading A.I. engineers, Casetext helps legal researchers find the cases, including many that they would otherwise miss."
Riskified,https://www.crunchbase.com/organization/riskified,"E-Commerce, Fraud Detection, Machine Learning, Risk Management","New York, New York, United States",2013-01-01,year,228650000,USD,228650000,"Riskified enables businesses to realize the full potential of eCommerce by making it safe, accessible, and frictionless.","9,798",,"8,692",8,2021-07-28,,,,228650000,USD,228650000,"General Atlantic, LocalGlobe, Founder Collective, Pitango VC, Entrée Capital",6,18,2,"Assaf Feldman, Eido Gal",501-1000,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Payments, Privacy and Security, Professional Services, Software",,,Active,For Profit,https://www.riskified.com,http://twitter.com/Riskified,https://www.facebook.com/RiskifiedInc,https://www.linkedin.com/company/riskified,"Riskified empowers businesses to realize the full potential of eCommerce by making it safe, accessible, and frictionless. We have built a next-generation platform that allows online merchants to create trusted relationships with their consumers. Leveraging machine learning that benefits from a global merchant network, our platform identifies the individual behind each online interaction, helping merchants—our customers—eliminate risk and uncertainty from their business. We drive higher sales and reduce fraud and other operating costs for our merchants and provide superior consumer experiences, as compared to our merchants’ performance prior to onboarding us."
Orbital Insight,https://www.crunchbase.com/organization/orbital-insight-inc,"Analytics, Big Data, Computer Vision, Geospatial, Machine Learning, SaaS, Software","Palo Alto, California, United States",2013-01-01,year,130200000,USD,130200000,Orbital Insight builds SaaS technology to understand what happens on and to the Earth with AI and machine learning,"9,945",,"8,822",7,2021-04-21,,,,130200000,USD,130200000,"Plug and Play, Sequoia Capital, Goldman Sachs, Lux Capital, Geodesic Capital",3,25,3,"David J. La Placa, James Crawford, Jeff Stein",101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Software",,,Active,For Profit,http://www.orbitalinsight.com,https://twitter.com/orbital_insight,https://www.facebook.com/orbitalinsight,http://www.linkedin.com/company/orbital-insight-inc-,"Orbital Insight is a geospatial analytics company, used by data-driven organizations that need to understand the changing physical world. Our SaaS technology unlocks global insights, anywhere and anytime, revealing hidden infrastructure, supply chain, socio-economic and geopolitical trends. That’s because our cloud solutions use AI, computer vision and data science to ingest, analyze and transform billions of geospatial data points (including satellite, cell phone “pings”, AIS, SAR, aerial, connected devices, etc) into actionable intelligence used to make superior business and policy decisions. Orbital Insight was established in 2013 and is based in Palo Alto, California."
Caption Health,https://www.crunchbase.com/organization/bay-labs-inc,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Medical Device","Brisbane, California, United States",2013-11-12,day,62427539,USD,62427539,Caption Health is a medical company that uses artificial intelligence (AI) to interpret ultrasound exams.,"10,105",,"8,967",7,2020-07-15,53000000,USD,53000000,60902723,USD,60902723,"National Science Foundation, Khosla Ventures, DCVC, Atlantic Bridge, LDV Partners",3,17,2,"Charles Cadieu, Kilian Koepsell",51-100,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Closed,For Profit,http://www.captionhealth.com,https://www.twitter.com/captionhealth,https://www.facebook.com/Caption-Health-110127323656215/,https://www.linkedin.com/company/caption-health/,"Caption Health will use this funding to scale up its commercial operations, continue to develop its AI technology platform and form new partnerships. As more providers adopt the Caption AI platform, the company plans to add new clinical capabilities to expand the use of Caption AI in additional care settings."
Kinara,https://www.crunchbase.com/organization/deep-vision-c7a3,"Artificial Intelligence (AI), Computer Vision, Semiconductor, Software","Santa Clara, California, United States",2013-01-01,year,49200000,USD,49200000,"Kinara develops low-power, energy-efficient, and programmable discrete neural processing units to deploy edge AI applications.","10,133",,"8,992",3,2021-09-14,34700000,USD,34700000,49200000,USD,49200000,"Tiger Global Management, Exfinity Venture Partners, Western Digital Capital, Silicon Motion Technology",1,4,2,"Rehan Hameed, Wajahat Qadeer",51-100,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://kinara.ai,https://twitter.com/kinara_ai,,https://www.linkedin.com/company/kinaraai,"Kinara develops low-power, energy-efficient, and programmable discrete neural processing units to deploy edge AI applications. These devices enable a range of edge AI applications, including multi-modal generative AI models."
Eko Health,https://www.crunchbase.com/organization/eko-health,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical Device, mHealth, Software","Emeryville, California, United States",2013-01-01,year,173200000,USD,173200000,Eko Health is a digital health company providing digital stethoscopes and an AI detection platform for diagnosing heart and lung diseases.,"10,413",,"9,248",12,2024-06-05,41000000,USD,41000000,167800000,USD,167800000,"Peak XV Partners, The House Fund, Partech, Swift Ventures, Mayo Clinic",9,32,3,"Connor Landgraf, Jason Bellet, Tyler Crouch",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software",,,Active,For Profit,https://www.ekohealth.com,https://x.com/Eko_Health,http://www.facebook.com/eko,https://www.linkedin.com/company/eko-health,"Eko Health is a leading digital health company advancing how healthcare professionals detect and monitor heart and lung disease with its portfolio of digital stethoscopes, patient and provider software, and AI-powered analysis. Its FDA-cleared platform is used by hundreds of thousands of healthcare professionals worldwide, allowing them to detect earlier and with higher accuracy, diagnose with more confidence, manage treatment effectively, and ultimately give their patients the best care possible. Eko Health is headquartered in Emeryville, California, with over $125 million in funding from Highland Capital Partners, Questa Capital, Artis Ventures, DigiTx Partners, NTTVC, Morningside Technology Ventures Limited, Mayo Clinic, Sutter Health, and others. For more information visit www.ekohealth.com."
Formation Bio,https://www.crunchbase.com/organization/trialspark,"Artificial Intelligence (AI), Biotechnology, Clinical Trials, Health Care, Medical, Pharmaceutical","New York, New York, United States",2013-06-01,month,528000000,USD,528000000,Formation Bio is a drug development company that strives to provide treatments to patients faster by reimagining clinical trials.,"10,422",,"9,256",4,2024-06-26,372000000,USD,372000000,528000000,USD,528000000,"Andreessen Horowitz, Sequoia Capital, Sanofi, Thrive Capital, SV Angel",3,19,3,"Benjamine Liu, Kit Dobyns, Linhao Zhang",101-250,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.formation.bio/,https://x.com/formationbio,https://www.facebook.com/formationbio1,https://www.linkedin.com/company/formationbio/,Formation Bio is a biotechnology company that focuses on drug development to provide new treatments to patients faster by reimagining clinical trials.
Clari,https://www.crunchbase.com/organization/clari,"Analytics, Artificial Intelligence (AI), Business Information Systems, Enterprise Software, Productivity Tools, Sales Enablement","Sunnyvale, California, United States",2013-01-01,year,496000000,USD,496000000,Clari is a revenue operations company that provides end-to-end sales analytics and a forecasting platform.,"11,218",,"9,979",7,2022-01-19,225000000,USD,225000000,496000000,USD,496000000,"Sequoia Capital, B Capital, Sapphire Ventures, Madrona, Bain Capital Ventures",7,16,2,"Andy Byrne, Venkat Rangan",501-1000,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,http://www.clari.com,http://twitter.com/clarihq,https://www.facebook.com/Clari-218828824987858,http://www.linkedin.com/company/clari,"Clari is a connected revenue operations platform that uses automation and AI to unlock all the activity data captured in key business systems such as marketing automation, CRM, email, calendar, phone, content management, conversations, and more. Clari automatically aligns that data to accounts and opportunities, to deliver visibility, forecasting, and apply predictive insights, which results in more insight, less guesswork, and more predictable revenue. Clari helps companies by changing their revenue operations to be more connected, efficient, and predictable. Clari's platform is used by hundreds of sales, marketing, and customer success teams at B2B companies such as Qualtrics, Lenovo, Adobe, Dropbox, and Okta to control pipelines, audit deals and accounts, forecast the business, and reduce churn."
inFeedo,https://www.crunchbase.com/organization/infeedo,"Artificial Intelligence (AI), Human Resources, Predictive Analytics, SaaS","New York, New York, United States",2013-05-01,month,16050000,USD,16050000,InFeedo is a SaaS-based analytics company that develops an employee engagement platform for enterprises.,"11,274",,"10,031",5,2022-03-14,12000000,USD,12000000,16050000,USD,16050000,"Y Combinator, Bling Capital, Tiger Global Management, LVX Ventures, Jungle Ventures",6,32,2,"Tanmaya Jain, Varun Puri",101-250,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.infeedo.com/,https://www.twitter.com/infeedo,https://www.facebook.com/infeedo,https://www.linkedin.com/company/infeedo/,"InFeedo is a SaaS-based people predictive analytics company that is helping over 100 enterprises, such as GE, Puma, Kotak, Tata, Airtel, redefine employee engagement. It is currently focused on its flagship product Amber, an artificial intelligence-enabled bot that helps CHROs manage employee engagement, predict attrition, and measure company culture in real-time. Amber connects with employees across organizations to collect actionable insights for HR, in order to enhance employee engagement, curb potential attrition, and gain a real-time sense of overall sentiment.  The company was founded in 2013 and is headquartered in Gurgaon, India."
Aizon,https://www.crunchbase.com/organization/aizon,"Analytics, Artificial Intelligence (AI), Big Data, Biotechnology, Information Services, Internet of Things, Machine Learning, Pharmaceutical, SaaS, Software","San Francisco, California, United States",2013-01-01,year,43625000,USD,43625000,Aizon is a cloud-based SaaS platform that helps optimize industrial processes in biotech and pharma.,"11,444",,"10,186",5,2024-02-07,20000000,USD,20000000,43625000,USD,43625000,"500 Global, Uncork Capital, Industry Ventures, Cantos, Crosslink Capital",8,17,3,"Pep Gubau, Pere Merino, Toni Manzano",101-250,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://www.aizon.ai,https://twitter.com/aizon_ai_,,https://www.linkedin.com/company/aizon,"Aizon is an AI software provider that transforms manufacturing operations with the use of advanced analytics, artificial intelligence, and other smart factory technologies focused on optimizing production within highly regulated industries. The Aizon AI platform seamlessly integrates unlimited sources of structured and unstructured data to deliver actionable insights across all manufacturing sites. Aizon offers an intuitive way to gain meaningful operational intelligence by enabling real-time visibility and predictive insights in a GxP compliant manner with end-to-end data integrity."
MyAvana,https://www.crunchbase.com/organization/myavana,"Apps, Artificial Intelligence (AI), Beauty, Health Care","Atlanta, Georgia, United States",2013-01-01,year,5900000,USD,5900000,MyAvana provides hair care recommendation system for women of color.,"11,695",,"10,410",2,2024-08-09,5900000,USD,5900000,5900000,USD,5900000,"Amazon, NGC Ventures, New Age Capital, REFASHIOND Ventures, Hatzimemos / Libby",1,11,3,"Candace Mitchell, Chanel Martin, Jess Watson",11-50,"Apps, Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,http://www.myavana.com,https://twitter.com/myavanahaircare,https://www.facebook.com/MYAVANAHairCare/,https://www.linkedin.com/company/myavana/,"MyAvana, formerly known as Madame You, provides hair care recommendation system, combining artificial intelligence and hair care experts to support and guide women with their hair care. It offers a hair analysis service to recommend the best hair products and styling techniques for your unique hair type and texture."
Pristine Surgical,https://www.crunchbase.com/organization/pristine-surgical,"Artificial Intelligence (AI), Health Care, Medical Device","Manchester, New Hampshire, United States",2013-01-01,year,33000000,USD,33000000,"Pristine Surgical is develops a first-of-its-kind, single-use visualization platform for surgical, diagnostic rigid endoscopic procedures.","11,943",,"10,639",3,2022-03-02,15000000,USD,15000000,33000000,USD,33000000,"MedTech Innovator, Ceros Capital Markets",1,2,1,Bryan Lord,11-50,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://pristinesurgical.com,,,https://www.linkedin.com/company/pristine-surgical,"Pristine Surgical has developed a first-of-its-kind, single-use visualization platform for surgical and diagnostic rigid endoscopic procedures by combining state-of-the-art, high-definition digital imaging with advanced LED lighting, artificial intelligence and cloud-based software.  Its single-use arthroscopes and laparoscopes are delivered in a 100% sterile kit, and together with its cloud-based workflow reduction software, promises to reduce cost, reduce risk and increase efficiency for over 23 million procedures per year."
ALICE Technologies,https://www.crunchbase.com/organization/alice-technologies,"Artificial Intelligence (AI), Construction, Innovation Management, Real Estate","Menlo Park, California, United States",2013-01-01,year,68637666,USD,68637666,"Alice Technologies develops construction-engineering software for general contractors, subcontractors, and real estate developers.","11,961",,"10,655",12,2023-04-11,13000000,USD,13000000,63687735,USD,63687735,"Gaingels, Lightspeed Venture Partners, Future Ventures, Brick & Mortar Ventures, Foundamental",5,22,2,"Prithvi Raj Jampana, Rene Morkos",51-100,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Real Estate, Science and Engineering, Software",,,Active,For Profit,http://alicetechnologies.com,https://twitter.com/AliceTech_AI,https://www.facebook.com/pages/category/Software-Company/Alice-Technologies-121453305150028/,https://www.linkedin.com/company/alice-technologies-inc/,"ALICE Technologies is the developer of an AI-powered construction simulation platform. It leverages artificial intelligence to analyze a project's complex building requirements,  generate efficient building schedules, and tune those schedules as needed during construction.  The company's platform enables contractors and owners to plan, bid, and build more effectively, reducing construction times and labor costs by $30 million for a typical $500 million construction project. ALICE Technologies works with construction leaders in the infrastructure and commercial construction segments, such as Parsons, HDCC, and Kajima Corporation."
Kensho,https://www.crunchbase.com/organization/kensho,"Analytics, Cloud Data Services, Generative AI, Machine Learning, Software","Cambridge, Massachusetts, United States",2013-05-01,day,81125000,USD,81125000,"Kensho is an artificial intelligence company that combines natural language search, graphical user interfaces, and secure cloud computing.","11,972",,"10,665",7,2017-02-28,50000000,USD,50000000,75000000,USD,75000000,"General Catalyst, Citi, Accel, New Enterprise Associates, Goldman Sachs",2,19,2,"Daniel Nadler, Pete Kruskall",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Software",,,Active,For Profit,https://kensho.com,https://twitter.com/kensho,,https://www.linkedin.com/company/kensho-technologies/,"Kensho combines natural language search queries, graphical user interfaces, and secure cloud computing to create a class of analytics tools for investment professionals. They address investment analysis, intelligent computer systems are capable of answering complex financial questions posed in plain english."
Canoe,https://www.crunchbase.com/organization/canoe-software,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Data Management, FinTech, Machine Learning, SaaS","New York, New York, United States",2013-01-01,year,61000000,USD,61000000,Canoe develops an AI technology to help alternative investment firms streamline their data management processes.,"12,470",,"11,112",4,2024-07-09,36000000,USD,36000000,61000000,USD,61000000,"The Carlyle Group, Goldman Sachs Asset Management, F-Prime, Hamilton Lane, Eight Roads Ventures",4,9,1,Wei Wang,51-100,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,Active,For Profit,https://canoeintelligence.com,https://twitter.com/CanoeAI,,https://www.linkedin.com/company/canoe-intelligence,"Canoe focuses on automating document management and data extraction for allocators and investors into alternatives. The company is transforming the post-investment operational, monitoring, and reporting experience for all involved. By combining industry expertise with sophisticated machine-learning and data capture technologies, it turns PDF reporting documents into actionable data and intelligence, unlocking new operational efficiencies for clients. Canoe was founded in 2013 and based in New York, New York."
Locus Fermentation Solutions,https://www.crunchbase.com/organization/locus-fermentation-solutions,"Agriculture, Bioinformatics, Chemical, CleanTech, Energy, GreenTech, Industrial, Industrial Manufacturing, Manufacturing, Sustainability","Solon, Ohio, United States",2013-01-01,year,172021087,USD,172021087,"Leading the ESG revolution by fermenting award-winning, green ingredients to the biggest global challenges.","12,811",,"11,414",4,2024-03-14,30000000,USD,30000000,25021087,USD,25021087,Jefferies Financial Group,1,1,2,"Andrew Lefkowitz, Sean Farmer",51-100,"Agriculture and Farming, Biotechnology, Data and Analytics, Energy, Manufacturing, Science and Engineering, Sustainability",,,Active,For Profit,https://locusfs.com/,https://twitter.com/LocusFS,https://www.facebook.com/LocusFS,https://www.linkedin.com/company/locusfs/,"Locus Fermentation Solutions has a suite of game-changing, bio-based additives and ingredients that are more effective and less expensive than chemical alternatives. They are customized to successfully address compelling global pain points, including replacing toxic chemical ingredients, supercharging carbon sequestration, minimizing greenhouse gas emissions, decreasing water use and contamination, reducing rainforest deforestation related to palm oil, and improving the food supply."
DataVisor,https://www.crunchbase.com/organization/datavisor,"Artificial Intelligence (AI), Big Data, Cyber Security, Fraud Detection, Machine Learning","Mountain View, California, United States",2013-12-20,day,94500000,USD,94500000,DataVisor is a fraud detection company powered by transformational AI technology.,"13,039",,"11,627",6,2023-05-09,,,,94500000,USD,94500000,"HSG, New Enterprise Associates, NewView Capital, GSR Ventures, Brighton Park Capital",6,7,2,"Fang Yu, Yinglian Xie",101-250,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,http://www.datavisor.com,https://www.twitter.com/DataVisor,https://www.facebook.com/datavisor,https://linkedin.com/company/datavisor,"DataVisor is a fraud and financial crime detection service utilizing unsupervised machine learning to identify attack campaigns before they conduct any damage. DataVisor protects some of the large organizations in the world from attacks such as account takeovers, fake account creation, money laundering, fake social posts, fraudulent transactions, and more."
