Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
ClaimSorted,https://www.crunchbase.com/organization/claimsorted,"Artificial Intelligence (AI), Auto Insurance, Commercial Insurance, Health Insurance, Infrastructure, Insurance, InsurTech, Life Insurance, Property Insurance","New York, New York, United States",2024-01-01,year,3000000,USD,3000000,Modern claims TPA for modern insurance companies,"19,504",,"17,520",1,2024-10-12,3000000,USD,3000000,3000000,USD,3000000,"Y Combinator, Firstminute Capital, Precursor Ventures, Transpose",1,4,2,"German Mikulski, Pavel Gertsberg",51-100,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software",,,Active,For Profit,https://claimsorted.com/,,,,ClaimSorted is a modern claims TPA providing a 5-star claims experience while also reducing operational and indemnity costs through our industry-leading claims team and advanced automation
Zoca,https://www.crunchbase.com/organization/zoca,"Artificial Intelligence (AI), Marketing, Software","Phoenix, Arizona, United States",2024-01-01,year,6000000,USD,6000000,Zoca operates as an AI powered marketing team.,"19,505",,"17,521",1,2025-05-21,6000000,USD,6000000,6000000,USD,6000000,"Accel, Elevation Capital, GTMfund, Better Capital",1,4,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,,Active,,https://zoca.com/,,,https://www.linkedin.com/company/zocaai/about/,Zoca operates as an AI powered marketing team. Zoca uses AI to convert leads and turn them into loyal customers.
Evertune,https://www.crunchbase.com/organization/evertune-5d1a,"Analytics, Artificial Intelligence (AI), Business Intelligence, Enterprise Software, SaaS","New York, New York, United States",2024-01-01,year,3999992,USD,3999992,Evertune is a SaaS company that offers enterprises AI chatbot brand monitoring and analytics services,"19,629",,"17,640",1,2024-10-04,3999992,USD,3999992,3999992,USD,3999992,"Eniac Ventures, NextView Ventures, Roger Ehrenberg",,3,3,"Brian Stempeck, Edward Chater, Poul Costinsky",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.evertune.ai/,https://x.com/evertune_ai,,https://www.linkedin.com/company/evertune-ai/,
Oxipital AI,https://www.crunchbase.com/organization/soft-robotics-inc-,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Service Industry, Software","Bedford, Massachusetts, United States",2024-08-01,day,86000000,USD,86000000,Oxipital AI provides AI vision solutions for optimization and automation of manufacturing in critical industries.,"19,690",,"17,696",5,2022-11-17,26000000,USD,26000000,86000000,USD,86000000,"Scale AI, ABB, Scale Venture Partners, Material Impact, Yamaha Motor Ventures",5,18,2,"Carmichael Roberts, Mark Chiappetta",11-50,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Other, Science and Engineering, Software",,,Active,For Profit,http://www.oxipitalai.com,https://x.com/oxipitalai,https://www.facebook.com/oxipitalai,https://www.linkedin.com/company/oxipital,"Oxipital AI is a leader in AI-enabled machine vision technologies for quality product inspection and robotic guidance in critical industries such as food processing, agriculture, and consumer goods production. The company’s mission is to deliver actionable insights through deep object understanding to customers as they embrace Industry 5.0 and unlock previously unachievable levels of resiliency, efficiency, and sustainability in their manufacturing operations. Oxipital AI's core technology was developed starting in 2016 while under the umbrella of its former parent company Soft Robotics Inc. (SRI). The company emerged as a standalone commercial entity in mid-2024 as the soft robotics gripper business line was sold to the Schmalz Group."
heva,https://www.crunchbase.com/organization/heva-4ed0,"Artificial Intelligence (AI), Medical, Software, Tourism","New York, New York, United States",2024-05-01,month,120000,USD,120000,heva is a vertical SaaS AI platform for doctors serving medical tourists.,"19,760",,"17,764",1,2024-10-24,120000,USD,120000,120000,USD,120000,"Flybridge, The Graduate Syndicate",1,2,2,"Hector Terrero, Varun Annadi",1-10,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software, Travel and Tourism",,,Active,For Profit,https://heva.co,,,https://www.linkedin.com/company/yourheva,
Feedback Intelligence,https://www.crunchbase.com/organization/manot,"Artificial Intelligence (AI), FinTech, Generative AI, Legal Tech, Machine Learning","Berkeley, California, United States",2024-01-01,year,900000,USD,900000,Feedback Intelligence is the next-gen RLHF for enterprise LLMs.,"20,068",,"18,045",2,2023-03-10,900000,USD,900000,900000,USD,900000,BANA Angels,,1,2,"Chinar Movsisyan, Haig Douzdjian",1-10,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.feedbackintelligence.ai/,,,https://www.linkedin.com/company/feedback-intelligence,
Blaxel,https://www.crunchbase.com/organization/https-blaxel-ai,"Artificial Intelligence (AI), Cloud Infrastructure, Software","San Francisco, California, United States",2024-01-01,day,7300000,USD,7300000,Blaxel is a cloud infrastructure to deploy and scale AI agents.,"20,169",,"18,137",1,2025-07-17,7300000,USD,7300000,7300000,USD,7300000,"Multimodal Ventures, Y Combinator, First Round Capital, Liquid 2 Ventures, Transpose Platform",1,5,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://blaxel.ai/,https://x.com/blaxelai,,https://www.linkedin.com/company/blaxel-ai/,
Taxo,https://www.crunchbase.com/organization/taxo-9255,"Artificial Intelligence (AI), Generative AI, Health Care","San Francisco, California, United States",2024-01-01,year,10500000,USD,10500000,Taxo automates healthcare administration using proprietary AI models,"20,392",,"18,339",3,2025-03-27,5000000,USD,5000000,10500000,USD,10500000,"General Catalyst, Y Combinator, Character, Kulveer Taggar, 7BC Venture Capital",3,9,2,"Ahmed Kerwan, Hassan Tahir",1-10,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.taxo.ai/,,,https://www.linkedin.com/company/taxo-ai/,
Protege,https://www.crunchbase.com/organization/protege-7b9e,"Analytics, Artificial Intelligence (AI), Data Management","New City, New York, United States",2024-01-01,year,10000000,USD,10000000,Protege is an AI training data platform that connects data holders with vetted data users.,"20,423",,"18,370",1,2024-09-10,10000000,USD,10000000,10000000,USD,10000000,"SV Angel, CRV, Liquid 2 Ventures, Bloomberg Beta, FLEX Capital Management GmbH",1,8,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.withprotege.ai/,,,,
SuperMe,https://www.crunchbase.com/organization/superme,"Artificial Intelligence (AI), Information Technology, Professional Networking","San Francisco, California, United States",2024-01-01,year,4499993,USD,4499993,SuperMe is on a mission to index collective human knowledge and build the most useful network on the planet.,"20,439",,"18,386",1,2024-12-10,4499993,USD,4499993,4499993,USD,4499993,Karman Ventures,,1,1,Casey Winters,1-10,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://superme.ai/,,,https://www.linkedin.com/company/super-me/,
RISA Labs,https://www.crunchbase.com/organization/risa-labs-ai,"Artificial Intelligence (AI), Enterprise Software","Palo Alto, California, United States",2024-10-02,day,3500000,USD,3500000,"Oncology first, AI Transformation Lab. Pioneers of BOSS [Business (Operating System) as Service]. We serve mission critical institutions.","20,482",,"18,423",1,2025-04-17,3500000,USD,3500000,3500000,USD,3500000,"General Catalyst, z21 Ventures, Oncology Ventures, Binny Bansal, ODD BIRD VC",1,6,3,"Kshitij Jaggi, Kumar Shivang, Rishabh Sahu",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.risalabs.ai,,,https://www.linkedin.com/company/risalabs,"We exist for humanity 2Win. Pioneering BOSS [Business (Operating System) as Service]. Trusted by Top Oncologists, we serve mission critical enterprises. Transforming key operations with AI-driven discipline. Headquartered in Silicon Valley, RISA has offices across the globe."
Ravenna,https://www.crunchbase.com/organization/ravenna-32a1,"Artificial Intelligence (AI), IT Infrastructure, IT Management, Machine Learning, SaaS, Software","Seattle, Washington, United States",2024-05-28,day,15000000,USD,15000000,Ravenna is a Slack and AI native ITSM. Spend less time on support tickets with Ravenna's AI automated knowledge base.,"20,514",,"18,453",1,2025-04-24,15000000,USD,15000000,15000000,USD,15000000,"Khosla Ventures, Madrona, Founders' Co-op, Guillermo Rauch, Chris Bakke",2,11,2,"Kevin Coleman, Taylor Halliday",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://ravenna.ai,https://x.com/RavennaHQ,https://www.facebook.com/profile.php?id=61573697531392,https://www.linkedin.com/company/ravennahq,"​Ravenna offers an AI-driven internal help desk platform designed for IT and operations teams. The platform integrates seamlessly with Slack, enabling users to convert any Slack message, including direct messages, into support tickets. Ravenna automates service requests, streamlines workflows, and provides AI-powered knowledge generation to enhance internal support processes. It also offers analytics to help teams measure and improve their performance over time."
Hamming AI,https://www.crunchbase.com/organization/hamming-ai,"Artificial Intelligence (AI), Speech Recognition, Virtual Assistant","San Francisco, California, United States",2024-01-01,year,4300000,USD,4300000,Hamming AI is an experimentation platform that helps teams build reliable AI products.,"20,602",,"18,533",2,2024-12-18,3800000,USD,3800000,4300000,USD,4300000,"Y Combinator, New Enterprise Associates, Pioneer Fund, Mischief, Coalition Operators",1,49,2,"Marius Buleandra, Sumanyu Sharma",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://hamming.ai/,https://twitter.com/HammingAI,,https://www.linkedin.com/company/hamming-ai,Hamming AI is an experimentation platform that helps teams build reliable AI products.
OpenGradient,https://www.crunchbase.com/organization/vanna-labs,"Artificial Intelligence (AI), Blockchain, Finance, Information Technology, Machine Learning, Web3","New York, New York, United States",2024-03-28,day,17500000,USD,17500000,OpenGradient is the leading research lab building at the frontier of AI and blockchain computing.,"20,654",,"18,580",3,2024-10-09,8500000,USD,8500000,17500000,USD,17500000,"Andreessen Horowitz, SV Angel, a16z crypto, Coinbase Ventures, Symbolic Capital",1,25,2,"Adam Balogh, Matthew Wang",11-50,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Information Technology, Internet Services, Other, Science and Engineering, Software",,,Active,For Profit,https://opengradient.ai/,https://x.com/OpenGradient,,https://www.linkedin.com/company/102110713,"OpenGradient is the leading research lab building at the frontier of AI and blockchain computing. Our mission is to build accessible, secure, and personalized AI for humanity."
Town,https://www.crunchbase.com/organization/town-9f84,"Artificial Intelligence (AI), Financial Services, Payments, Taxi Service","San Francisco, California, United States",2024-01-01,year,18000000,USD,18000000,Town is an financial services company that provides online tool to help the businesses to pay tax for convenient process.,"20,696",,"18,621",1,2025-03-13,18000000,USD,18000000,18000000,USD,18000000,"South Park Commons, Conviction Partners, Mischief, WndrCo, First Round Capital",1,14,1,Jean-Denis Greze,11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software, Transportation",,,Active,For Profit,https://town.com/,,,https://www.linkedin.com/company/town-com/,
Conntour,https://www.crunchbase.com/organization/conntour,"Artificial Intelligence (AI), B2B, Computer Vision, Government, Law Enforcement, Military, Public Safety, Security","San Francisco, California, United States",2024-08-01,month,7400000,USD,7400000,AI to monitor thousands of security cameras,"20,864",,"18,779",1,2025-03-12,7400000,USD,7400000,7400000,USD,7400000,"General Catalyst, Y Combinator, SV Angel, AnD Ventures, Liquid 2 Ventures",,5,2,"Matan Goldner, Tomer Kulla",1-10,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Hardware, Information Technology, Other, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://www.conntour.com/,,,https://www.linkedin.com/company/conntour/,
Sapien,https://www.crunchbase.com/organization/sapien-4d44,"Artificial Intelligence (AI), Financial Services, Information Technology","San Francisco, California, United States",2024-01-01,year,8700000,USD,8700000,Sapien is a platform that generates autonomous coworkers for finance professionals.,"21,022",,"18,923",1,2024-10-29,8700000,USD,8700000,8700000,USD,8700000,"General Catalyst, Neo, Scott Belsky, Claire Hughes Johnson, Bryan Baum",1,7,3,"Arya Grayeli, Pranav Ravella, Ron Nachum",1-10,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.getsapien.com,https://x.com/getsapien,,https://www.linkedin.com/company/getsapien,"Sapien is a platform for creating autonomous coworkers for finance professionals. It promotes its service as an AI-native system created from the ground up that connects with Excel, ERP systems, and customer relationship management platforms."
Pipeshift,https://www.crunchbase.com/organization/pipeshift,"Artificial Intelligence (AI), Cloud Infrastructure, Generative AI, Information Technology","San Francisco, California, United States",2024-01-01,year,3000000,USD,3000000,Pipeshift is a modular orchestration platform for open-source AI components across any cloud or on-premise.,"21,116",,"19,010",2,2025-01-23,2500000,USD,2500000,3000000,USD,3000000,"Y Combinator, SenseAI Ventures, Arka Venture Labs, gradCapital, Kulveer Taggar",2,12,3,"Arko Chattopadhyay, Enrique Ferrao, Pranav Reddy",1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://pipeshift.com,https://x.com/pipeshiftai,,https://www.linkedin.com/company/pipeshift,"Pipeshift is a modular orchestration platform for building with open-source AI components—embeddings, vector databases, LLMs, vision models, and audio models—across any cloud or on-premise. Enterprises get to deploy their AI workloads in production faster and more reliably."
Asha Health,https://www.crunchbase.com/organization/asha-health,"Artificial Intelligence (AI), Health Care, Hospital","New York, New York, United States",2024-01-01,year,4400000,USD,4400000,Asha Health provides tools for medical practices to easily launch their own AI clinics.,"21,128",,"19,022",2,2024-12-30,3900000,USD,3900000,4400000,USD,4400000,Y Combinator,1,1,2,"Akkshay Khoslaa, Gokul Kumarresen",1-10,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://asha.health/,https://x.com/asha_health_ai,,https://www.linkedin.com/company/asha-health-ai/,"Asha Health provides tools for medical practices to easily launch their own AI clinics, aimed at bridging care gaps and generating revenue automatically. The platform is designed to help healthcare systems improve their operations, allowing them to focus on patient care while the AI clinic handles routine tasks."
Coval,https://www.crunchbase.com/organization/coval,"Artificial Intelligence (AI), B2B, Developer Tools","San Francisco, California, United States",2024-01-01,year,3800000,USD,3800000,"Coval is a simulation and evaluation platform for AI agents, enabling engineers to deploy reliable assistants across chat and modalities.","21,259",,"19,135",2,2025-01-23,3300000,USD,3300000,3800000,USD,3800000,"General Catalyst, Y Combinator, MaC Venture Capital, Pioneer Fund, Lombardstreet Ventures",2,6,1,Brooke Hopkins,11-50,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,,Active,For Profit,https://www.coval.dev/,https://x.com/covaldev,,https://www.linkedin.com/company/covaldev/,
Guardian AI,https://www.crunchbase.com/organization/guardian-ai,"Artificial Intelligence (AI), Business Process Automation (BPA), Health Care","New York, New York, United States",2024-01-01,year,500000,USD,500000,Guardian AI aids healthcare providers in managing insurance denials.,"21,441",,"19,297",1,2024-09-25,500000,USD,500000,500000,USD,500000,Y Combinator,1,1,2,"Mayank Jain, Pranav Pillai",1-10,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.withguardian.ai/,,,https://www.linkedin.com/company/guardian-ai-healthcare/,
SocialCap AI,https://www.crunchbase.com/organization/socialcap-prm,"Artificial Intelligence (AI), Big Data, Business Intelligence, Data Management, Event Management, Professional Networking, SaaS, Social CRM","Crandall, Texas, United States",2024-12-01,day,800000,USD,800000,Modular AI-powered intelligence solutions for corporate networking—helping businesses navigate and optimize connections at global events.,"21,537",,"19,389",1,2023-12-09,800000,USD,800000,800000,USD,800000,,,,2,"Alex Kekulov, Mila Rogovtseva",1-10,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Events, Information Technology, Media and Entertainment, Professional Services, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://socialcap.me,https://x.com/SocialCapAi,,https://www.linkedin.com/company/socialcap-ai,"SocialCap is an innovative startup that pioneers a smart ecosystem, transforming the landscape of personal contact management and social networking. At its core, SocialCap amalgamates advanced technologies with insights derived from social, behavioral, psychological, and anthropological sciences to enhance the quality of connections and social networking experiences. At the heart of SocialCap is a sophisticated platform leveraging artificial intelligence to enhance contact management and create meaningful connections. Business Description: SocialCap addresses the rising demand for efficient personal contact management by combining cutting-edge technology with scientific principles. It stands as an indispensable tool for professionals, entrepreneurs, and individuals aiming to optimize their social interactions and achieve personal and professional goals through a science-driven approach. Key Features: Contact Dashboards: SocialCap introduces dynamic and user-friendly contact dashboards, driven by insights from social sciences. This provides users with a holistic view of their network, incorporating elements from behavioral and psychological sciences to enhance interaction and relationship dynamics. AI-Powered Management: SocialCap employs artificial intelligence harmoniously with principles from anthropology and psychology to automate contact organization. It intelligently gathers and updates contact information, ensuring users stay connected and informed while aligning with human behavior patterns. Efficient Networking Tools: SocialCap is not just a contact management tool; it's a business companion for advanced social networking communication. Users can seamlessly navigate their network, identify key connections, and unlock opportunities for achive their goals. Technologies Used: Artificial Intelligence (AI): SocialCap harnesses the power of AI for automating contact management, enriching contact data, and providing intelligent insights for more effective networking. Cloud Technology: The platform utilizes cloud infrastructure for scalable and secure data storage, ensuring accessibility and data integrity for users across various devices. Data Analytics: SocialCap incorporates data analytics to offer users insights into their networking progress, helping them make informed decisions about their social interactions and connections. Mission and Vision: SocialCap's mission is to empower individuals to take control of their personal and professional networks, fostering meaningful connections and enhancing productivity. Our vision is to be the go-to platform for anyone looking to optimize their social capital for personal and professional success. By supporting SocialCap, you are investing in a groundbreaking solution that not only streamlines contact management but also propels social communication into the future."
TensorStax,https://www.crunchbase.com/organization/tensorstax,"Artificial Intelligence (AI), Business Intelligence, Data Integration, Data Management, Enterprise Software, Machine Learning, Software","San Francisco, California, United States",2024-01-01,year,5300000,USD,5300000,TensorStax is a SaaS company that offers autonomous AI for data engineering services.,"21,631",,"19,469",1,2025-03-03,5300000,USD,5300000,5300000,USD,5300000,"Gaingels, Glasswing Ventures, S3 Ventures, Bee Partners, Mana Ventures",1,5,2,"Aria Attar, Biraj Silwal",1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://tensorstax.com/,,,https://www.linkedin.com/company/tensorstax,"Have autonomous agents run large-scale data jobs, migrate databases, optimize ETL processes, and manage data ingestion—all directly within your cloud infrastructure using your existing tech stack."
Tempo,https://www.crunchbase.com/organization/tempo-36b7,"Artificial Intelligence (AI), Information Technology","Brazil, Indiana, United States",2024-01-01,year,3500000,USD,3500000,Tempo is a personalized assistance and payments platform that blends human support with AI to handle daily needs efficiently.,"21,831",,"19,656",1,2025-02-11,3500000,USD,3500000,3500000,USD,3500000,"MAYA Capital, Norte Ventures",1,2,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.seutempo.com/,,,https://www.linkedin.com/company/tempo-ia/,
T-robotics,https://www.crunchbase.com/organization/t-robotics-037f,"Artificial Intelligence (AI), Intelligent Systems, Robotics, Software","San Francisco, California, United States",2024-02-05,day,6225000,USD,6225000,T-robotics is a robot software company that uses the inference power to detect and execute tasks based on natural language commands,"21,922",,"19,739",3,2025-03-21,575000,USD,575000,6225000,USD,6225000,"Engine Ventures, SkyDeck Berkeley, IAG Capital Partners, Emergent Ventures, Raisewell Ventures",2,5,2,"Asad Tirmizi, Lars Tingelstad",11-50,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://t-robotics.ai/,,,https://www.linkedin.com/company/102275781,"T-robotics uses end-to-end neural networks and constraint-based programming to train AI skills for robots. These skills are directly deployable on all major commercially available robot brands. These skills allow these robots to fail less, perform complex tasks, and program easily."
Propaya,https://www.crunchbase.com/organization/propaya,"Artificial Intelligence (AI), Commercial Real Estate, PropTech, Real Estate, Software","San Francisco, California, United States",2024-05-21,day,500000,USD,500000,"Propaya uses AI to instantly analyze leases, delivering clause-cited insights, benchmarks, and data to drive smarter CRE deals.","21,939",,"19,755",1,2024-09-25,500000,USD,500000,500000,USD,500000,Y Combinator,1,1,2,"Jake Golas, Reader Wang",1-10,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",,,Active,For Profit,https://www.propaya.com/,,,https://www.linkedin.com/company/propaya/,"Propaya uses AI to instantly abstract and analyze commercial leases - delivering clause-cited insights, linked schedules, and export-ready data in minutes. Beyond lease reviews, we empower brokers and attorneys with market benchmarks and deal evaluation tools to negotiate smarter, faster."
Void,https://www.crunchbase.com/organization/void-e383,"Artificial Intelligence (AI), Developer Tools, Software","San Francisco, California, United States",2024-01-01,year,500000,USD,500000,Void is a Software Development firm offering open source AI Code editor with more AI features.,"22,305",,"20,097",1,2024-09-25,500000,USD,500000,500000,USD,500000,Y Combinator,1,1,2,"Andrew Pareles, Mathew Pareles",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://voideditor.com/,https://x.com/thevoideditor,,https://www.linkedin.com/company/voideditor/,
Pax AI,https://www.crunchbase.com/organization/pax-ai,"Artificial Intelligence (AI), Robotic Process Automation (RPA), Software","San Francisco, California, United States",2024-01-01,year,5000000,USD,5000000,"Pax uses AI to help retailers and manufacturers automate data processing, optimizing calculations, and streamlining claim submission","22,554",,"20,323",2,2025-04-08,4500000,USD,4500000,5000000,USD,5000000,"General Catalyst, Y Combinator, Initialized Capital, Z Venture Capital, Basis Set Ventures",2,8,2,"Christopher Le, Penny Chen",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://paxai.com/,,,https://www.linkedin.com/company/getpaxai/,
Nace.AI,https://www.crunchbase.com/organization/nace-ai,"Artificial Intelligence (AI), Enterprise Software, Generative AI","Palo Alto, California, United States",2024-01-01,year,5000000,USD,5000000,"Nace.AI system generates small, task-specific AI models, offering enterprises alternative to traditional large language models.","22,687",,"20,447",1,2025-03-24,5000000,USD,5000000,5000000,USD,5000000,,,,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://nace.ai/,,,https://www.linkedin.com/company/nace-ai/,
Cheehoo,https://www.crunchbase.com/organization/cheehoo-52f5,Generative AI,"Los Angeles, California, United States",2024-04-01,month,10000000,USD,10000000,"Cheehoo uses technologies and AI to accelerate animation production for various users, including artists, studios, and IP rights holder.","22,779",,"20,526",1,2025-04-28,10000000,USD,10000000,10000000,USD,10000000,"Headline, Greycroft, Basis Set Ventures, Point72 Ventures, Powerhouse Capital",3,7,1,Yao-Hung Tsai,11-50,Artificial Intelligence (AI),,,Active,For Profit,https://www.cheehoo.com/,,,https://www.linkedin.com/company/cheehoo-animation/,"Cheehoo is an AI-powered animation platform designed to accelerate animation production for various users, including artists, brands, and studios."
Created by Humans,https://www.crunchbase.com/organization/created-by-humans,"Artificial Intelligence (AI), Information Services, Information Technology, Software","San Francisco, California, United States",2024-01-01,year,11000000,USD,11000000,Created by Humans allows creators to sell license rights for AI training.,"23,173",,"20,896",2,2025-01-28,5500000,USD,5500000,11000000,USD,11000000,"Craft Ventures, Giant Ventures, Floodgate, LAUNCH, Drew Houston",5,15,3,"Edward Igushev, Jen Singerman, Trip Adler",1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.createdbyhumans.ai,https://x.com/createdbyhumans,,https://www.linkedin.com/company/createdbyhumans,Created by Humans enables creators to sell licensing rights for AI training and be reimbursed by AI firms.
Atmanity,https://www.crunchbase.com/organization/atmanity,"Artificial Intelligence (AI), Information Technology, Internet, Software","Santa Clara, California, United States",2024-10-07,day,2300000,USD,2300000,Bringing AI to life.,"23,333",,"21,045",1,2024-10-25,2300000,USD,2300000,2300000,USD,2300000,"GFR Fund, Addin Ventures, Zeno Partners",,3,2,"Chen-Ping Yu, Yi-Hsuan Tsai",1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,,,https://www.atmanity.io,https://www.linkedin.com/company/atmanity/,Brining AI to life.
Reken,https://www.crunchbase.com/organization/reken,"Artificial Intelligence (AI), Communications Infrastructure, Cyber Security, Fraud Detection, Information Technology, Machine Learning, Network Security, Security, Software","San Francisco, California, United States",2024-01-01,day,10000000,USD,10000000,Reken is an AI & cybersecurity firm building a new type of AI platform and products to protect against generative AI-enabled fraud.,"23,368",,"21,074",1,2024-01-31,10000000,USD,10000000,10000000,USD,10000000,"FPV Ventures, Greycroft, Fika Ventures, Homebrew, Firebolt Ventures",2,10,2,"Rich Griffiths, Shuman Ghosemajumder",1-10,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Information Technology, Payments, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://reken.ai,https://twitter.com/reken_ai,,https://www.linkedin.com/company/reken-ai/,"Reken is an AI & cybersecurity firm building a new type of AI platform and products to protect against generative AI-enabled threats, including deepfake social engineering and automated fraud. The company was founded in 2024 and is based in San Francisco, California."
Rork,https://www.crunchbase.com/organization/rork,"Artificial Intelligence (AI), Mobile Apps, Software","San Francisco, California, United States",2024-01-01,year,2800000,USD,2800000,"Rork is an AI-powered platform that lets you build complete, cross-platform mobile apps in minutes by simply describing what you want.","23,459",,"21,163",1,2025-05-05,2800000,USD,2800000,2800000,USD,2800000,"Hustle Fund, Chapter One, A16Z GAMES Speedrun, Founders, Inc., Austen Allred",1,17,2,"Daniel Dhawan, Levan Kvirkvelia",1-10,"Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software",,,Active,For Profit,https://rork.com,https://x.com/rork_app,,https://www.linkedin.com/company/rork-app,"Rork is an AI-powered platform that lets you build complete, cross-platform mobile apps in minutes by simply describing what you want. It uses AI and React Native to generate fully functional apps-examples include visual novel games, Airbnb-style apps, meditation timers, and more. You can export these apps, use them on your phone, and even share them via QR codes or links."
Nimblemind.ai,https://www.crunchbase.com/organization/nimblemind-ai,"Generative AI, Health Care, Software","New York, New York, United States",2024-03-01,day,2500000,USD,2500000,"NimbleMind AI delivers custom artificial intelligence solutions, focusing on automation, data insights, and scalable systems.","23,538",,"21,234",1,2025-03-14,2500000,USD,2500000,2500000,USD,2500000,"Techstars, SpringTime Ventures, Bread and Butter Ventures, Great Oaks Venture Capital, Victorum Capital",1,6,2,"Navin Kumar, Pi Zonooz",1-10,"Artificial Intelligence (AI), Health Care, Software",,,Active,For Profit,https://nimblemind.ai/,,,https://www.linkedin.com/company/nimblemindai/,Nimblemind.ai enables healthcare providers to organize and enrich multimodal clinical data through labeling and curation.
Clout Kitchen,https://www.crunchbase.com/organization/clout-kitchen,"Artificial Intelligence (AI), Gaming, Information Technology","Santa Monica, California, United States",2024-01-01,day,4576000,USD,4576000,Clout Kitchen creates interactive gaming experiences featuring popular creator voices.,"23,560",,"21,254",5,2025-01-01,,,,4575000,USD,4575000,"Hustle Fund, Antler, AppWorks, A16Z GAMES Speedrun, Surge",3,10,2,"David Constantine Viray, Justin Banusing",11-50,"Artificial Intelligence (AI), Data and Analytics, Gaming, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.cloutkitchen.net,,,,"Clout Kitchen develops software that enhances gaming through the voices of well-known creators. This platform offers a unique voice companion experience, allowing users to engage in games with their favorite personalities. The company focuses on creating memorable interactions that foster community engagement among creators and their audiences."
