Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
DeepScribe,https://www.crunchbase.com/organization/deepscribe,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical, Software","San Francisco, California, United States",2017-06-01,month,61200000,USD,61200000,"DeepScribe is an ambient, AI-powered medical scribe automates clinical documentation.","5,271",,"4,609",6,2023-10-15,24000000,USD,24000000,61200000,USD,61200000,"Plug and Play, Sequoia Capital, Index Ventures, Industry Ventures, The House Fund",3,16,3,"Akilesh Bapu, Kairui Zeng, Matthew Ko",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.deepscribe.ai,https://twitter.com/deepscribeai,https://www.facebook.com/DeepScribeAI,https://www.linkedin.com/company/deepscribe,"DeepScribe is an AI-powered medical scribe platform that automates medical note taking for clinicians. DeepScribe uses AI, ML, and NLP to capture and transcribe natural clinical conversations in real time, extract relevant medical information, then classify it into a complete medical note. By combining AI with rules-based NLP and three speech recognition engines, DeepScribe is able to provide a fully automated, ambient solution for clinicians burdened by medical documentation. With an easy-to-use mobile app and robust integrations with many popular EHR vendors, DeepScribe reimagines how documentation is captured and transforms how clinicians are able to deliver care."
Co–Star,https://www.crunchbase.com/organization/co-star,"Artificial Intelligence (AI), Social Media, Software","New York, New York, United States",2017-10-01,month,20950000,USD,20950000,Co–Star is a real-time horoscopes bringing astrology into the 21st century.,"5,288",,"4,624",3,2021-04-14,15000000,USD,15000000,20950000,USD,20950000,"Spark Capital, Maveron, Female Founders Fund, Precursor Ventures, Aspect Ventures",3,9,3,"Anna Kopp, Banu Guler, Ben Weitzman",11-50,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software",,,Active,For Profit,https://www.costarastrology.com,https://twitter.com/costarastrology,https://www.facebook.com/costarastrology,https://www.linkedin.com/company/costarastrology,"Co–Star is powered by AI that merges NASA data with the insight of human astrologers.Co–Star facilitates new ways to relate to others. It’s a filter to express what can be hard to say of emotions and reactions, strengths and weaknesses, pasts and futures. It’s a tool to connect meaningfully with friends and lovers or to tread lightly with strangers and enemies."
Curai Health,https://www.crunchbase.com/organization/curai,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Primary and Urgent Care","San Francisco, California, United States",2017-01-01,year,38200000,USD,38200000,Curai Health is a virtual care company that uses artificial intelligence to provide chat-based primary care at a lower cost.,"5,292",,"4,628",2,2020-12-16,27500000,USD,27500000,38200000,USD,38200000,"General Catalyst, Khosla Ventures, Civilization Ventures, Morningside",3,4,4,"Anitha Kannan, Neal Khosla, Neil Hunt, Xavier Amatriain",51-100,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://curaihealth.com/,https://twitter.com/CuraiHQ,https://www.facebook.com/Curai-433922726987532,https://www.linkedin.com/company/curai/,"Curai is a virtual care company that uses artificial intelligence to provide chat-based primary care at a lower cost. It aims to make affordable, high-quality primary care accessible to everyone on the planet, whenever they want it.  Founded by Neal Khosla and Xavier Amatriain in 2017, Curai Health offers chat-based primary care that combines clinicians with the industry's most advanced AI to create a learning healthcare system that increasingly slashes the cost of delivering high-quality care. Headquartered in Palo Alto, Curai Health is available directly to consumers or through enterprise partnerships."
Censia,https://www.crunchbase.com/organization/censia,"Artificial Intelligence (AI), Employment, Human Resources, Recruiting, Software","San Francisco, California, United States",2017-01-01,year,76627524,USD,76627524,Censia is a talent intelligence company that leverages AI to provide skills data and insights to employees and HR teams.,"5,380",,"4,708",5,2024-09-18,48000000,USD,48000000,76627524,USD,76627524,"Plug and Play, Workday Ventures, Flybridge, Streamlined Ventures, Merus Capital",3,11,3,"Bruce Cooper, Joanna Riley, Tim Johnson",101-250,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.censia.com,https://twitter.com/censia_ai,https://www.facebook.com/Censia.Intelligence,https://www.linkedin.com/company/18339551,"Censia is a talent intelligence company that leverages AI to provide skills data and insights to employees and HR teams. The platform offers comprehensive talent insights, including skills, candidate modeling, and slate creation to aid in effective recruitment and workforce. Through its Talent Intelligence Platform, it transforms talent acquisition into a strategic business partner that shapes the future enabling companies to scale quickly, enable innovation, and improve operational excellence for a fraction of the time and cost it takes today."
Aera Technology,https://www.crunchbase.com/organization/aeratechnology,"Artificial Intelligence (AI), Business Intelligence, Cloud Computing, Developer Platform, Enterprise Software, Information Technology, IT Management, Software, Supply Chain Management","Mountain View, California, United States",2017-01-01,year,173656544,USD,173656544,"Aera Technology is the Decision Intelligence company that digitizes, augments, and automates decision making in real time.","5,477",,"4,792",9,2022-01-01,,,,173656544,USD,173656544,"New Enterprise Associates, Georgian, NewView Capital, DFJ Growth, Harmony Partners",3,7,2,"Frederic Laluyaux, Shariq Mansoor",251-500,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software, Transportation",,,Active,For Profit,http://www.aeratechnology.com,https://twitter.com/Aera_Technology,https://www.facebook.com/aeratech,https://www.linkedin.com/company/aera-technology,"Aera Technology is the Decision Intelligence company that transforms how enterprises make and execute decisions. Our innovative platform, Aera Decision Cloud, integrates with existing systems and data sources to enable business decision making in real time, at scale. Trusted by many of the world’s best-known companies and brands, Aera is helping enterprises operate sustainably, intelligently, and efficiently."
Near Space Labs,https://www.crunchbase.com/organization/near-space-labs,"Aerospace, Computer Vision, Geospatial, Robotics, Software","Brooklyn, New York, United States",2017-10-01,month,34500000,USD,34500000,"Near Space Labs provides aerial imagery using zero-emission balloons to support mapping, urban planning, and environmental monitoring.","5,505",,"4,815",8,2025-04-29,20000000,USD,20000000,33000000,USD,33000000,"Gaingels, Draper Associates, Third Sphere, Leadout Capital, Toyota Ventures",4,18,3,"Albert Caubet, Ignasi Lluch, Rema Matevosyan",11-50,"Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software",,,Active,For Profit,https://www.nearspacelabs.com,https://x.com/nearspacelabs,https://www.facebook.com/nearspacelabs,https://www.linkedin.com/company/near-space,"Near Space Labs provides aerial imagery and earth observation services through a fleet of stratospheric robots. These robots capture high-resolution images, offering valuable insights for various industries. The company focuses on delivering timely and detailed data that supports applications such as construction monitoring, environmental assessments, and business intelligence. By utilizing zero-emission technology, Near Space Labs emphasizes sustainability while meeting the needs of its clients. The imagery produced has a resolution of 7 cm, enabling precise analysis and decision-making for sales teams and other professionals."
OpenSpace,https://www.crunchbase.com/organization/openspace-ai,"Artificial Intelligence (AI), Construction, Data Visualization, Information Technology, Software","San Francisco, California, United States",2017-01-01,year,200425000,USD,200425000,OpenSpace develops an AI-driven photo documentation tool that automatically creates navigable photo representations of job sites.,"5,569",,"4,871",9,2022-08-09,9000000,USD,9000000,199450000,USD,199450000,"National Science Foundation, BlackRock, BoxGroup, Menlo Ventures, Tishman Speyer",7,30,3,"Jeevan Kalanithi, Michael Fleischman, Philip DeCamp",101-250,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Real Estate, Science and Engineering, Software",,,Active,For Profit,http://openspace.ai/,https://twitter.com/openspaceai,https://www.facebook.com/openspaceai/,https://www.linkedin.com/company/openspace.ai/,"OpenSpace develops an automated 360 video job site capture and mapping.  Its construction photo documentation software captures images every half-second and automatically ties them to project plans. The company was founded in 2017 and is headquartered in San Francisco, California."
Attentive,https://www.crunchbase.com/organization/attentive-ai,"Artificial Intelligence (AI), Information Technology, Landscaping, SaaS, Software","Wilmington, Delaware, United States",2017-05-18,day,19000000,USD,19000000,Attentive is an AI based SaaS platform for the landscaping and outdoor service industry.,"5,577",,"4,879",5,2025-01-23,5000000,USD,5000000,19000000,USD,19000000,"Peak XV Partners, Info Edge ventures, Vertex Ventures Southeast Asia & India, Redstart Labs, Tenacity Ventures",3,8,4,"Aishwarya Maurya, Rishabjit Singh, Sarthak Vijay, Shiva Dhawan",251-500,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Real Estate, Science and Engineering, Software",,,Active,For Profit,https://attentive.ai,https://x.com/attentiveai,https://www.facebook.com/attentiveai,https://www.linkedin.com/company/attentive.ai,"Attentive is a SaaS-based company building an end-to-end technology platform for commercial and residential outdoor service businesses including landscape maintenance, snow removal, paving maintenance, pest control, and lawn care companies. Driven by advanced Artificial Intelligence (AI), their software optimizes workflows for seamless scalability."
Unnatural Products,https://www.crunchbase.com/organization/unnatural-products,"Artificial Intelligence (AI), Biotechnology, Health Care","Santa Cruz, California, United States",2017-01-01,year,38000000,USD,38000000,Unnatural Products is a startup pairing AI with chemistry to create treatments for drug targets.,"5,711",,"5,004",4,2023-12-19,32000000,USD,32000000,38000000,USD,38000000,"Abstract, Human Ventures, Not Boring Capital, Asset Management Ventures (AMV), Artis Ventures",2,14,2,"Cameron Pye, Joshua Schwochert",11-50,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,http://www.unnaturalproducts.com/,,,https://www.linkedin.com/company/unnatural-products/,"Unnatural Products is a startup pairing AI with chemistry to create treatments for drug targets. Its AI-enhanced technology platform creates entirely new drugs by engineering passively permeable, macrocyclic peptides that access traditionally undruggable targets. Unnatural Products was founded in 2017 and is headquartered in Santa Cruz, California."
Arkestro,https://www.crunchbase.com/organization/bid-ops,"Analytics, Predictive Analytics, Procurement, Productivity Tools, Software","San Francisco, California, United States",2017-01-01,year,63950000,USD,63950000,"Arkestro is a predictive procurement platform that utilizes AI, behavioral science, and machine learning to enhance procurement processes.","5,739",,"5,032",6,2025-05-14,36000000,USD,36000000,63750000,USD,63750000,"Plug and Play, Activant Capital, New Enterprise Associates, Construct Capital, Cervin Ventures",9,17,3,"Christian Ries, Edmund Zagorin, Rob DeSantis",101-250,"Artificial Intelligence (AI), Data and Analytics, Software, Transportation",,,Active,For Profit,https://arkestro.com,https://twitter.com/Arkestro,https://www.facebook.com/Arkestro,https://www.linkedin.com/company/arkestro,"Arkestro offers a Predictive Procurement Orchestration platform that utilizes artificial intelligence, behavioral science, and machine learning to enhance procurement processes. The platform integrates negotiation, supplier, and process sciences to automate workflows, recommend optimal pricing strategies, and improve supplier selection. It supports various spend categories, including direct and indirect procurement, capital expenditures, maintenance, repair, and operations, as well as logistics. Arkestro's system is designed to integrate seamlessly with existing enterprise resource planning and procure-to-pay systems through over 1,000 pre-built API integrations, facilitating efficient data exchange and process automation. By leveraging historical and real-time data, the platform aims to reduce procurement cycle times and enable organizations to manage more spend without increasing headcount."
VergeSense,https://www.crunchbase.com/organization/vergesense,"Analytics, Artificial Intelligence (AI), Hardware, Information Technology, Real Estate, SaaS, Sensor","San Francisco, California, United States",2017-01-01,year,82620000,USD,82620000,VergeSense is the leading workplace analytics platform and provides spatial intelligence to enterprise companies.,"5,941",,"5,211",5,2021-11-08,60000000,USD,60000000,82620000,USD,82620000,"Y Combinator, Cerity Partners Ventures, Tola Capital, Scale Venture Partners, Bolt",4,12,1,Dan Ryan,101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Real Estate, Science and Engineering, Software",,,Active,For Profit,http://www.vergesense.com,https://www.twitter.com/VergeSense,,https://www.linkedin.com/company/vergesense/,"VergeSense is the leading workplace analytics platform trusted by enterprises across the globe. Businesses use VergeSense to transform their static office into a dynamic workplace that matches today's employee needs and expectations. Its AI-driven platform includes intelligent sensors that measure how space is used in real-time. That data is analyzed in a workplace analytics dashboard and integrated into essential hybrid work software applications, like room and desk booking, room availability, employee mobile apps, IWMS and BMS tools and more. Companies use VergeSense to reduce or reinvest real estate, improve building operations, and create spaces where employees can thrive. The impact is reduced costs, higher productivity, improved culture and employee retention, and better sustainability."
Botco.ai,https://www.crunchbase.com/organization/botco-ai,"Artificial Intelligence (AI), Machine Learning, SaaS","Scottsdale, Arizona, United States",2017-11-01,month,2700000,USD,2700000,"Botco.ai is a HIPAA-compliant, marketing chat solution for meaningful and intelligent conversations between providers and consumers.","5,984",,"5,252",9,2024-08-19,,,,2300000,USD,2300000,"Google for Startups, Alchemist Accelerator, VamosVentures, Stout Street Capital, Desert Angels",6,12,3,"Anu Shukla, Chris Maeda, Rebecca Clyde",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,http://botco.ai/,https://twitter.com/botcoai,https://www.facebook.com/BotcoApp/,https://www.linkedin.com/company/botco.ai,"Botco.ai is a fully-automated, AI-powered marketing chat solution that can be implemented at scale to improve engagement rates. Today, the company offers industry-leading authoring, webchat, and AI machine-learning capabilities to quickly and effectively convert more customers. Botco.ai’s Integrated Analytics Dashboard provides a comprehensive view of chat campaigns across multiple channels such as web and Facebook Messenger. The API-based interface can be used to transfer leads, transcripts, and data into enterprise sales and marketing automation products like Salesforce, Hubspot, Adobe Marketing Cloud, and Zoho."
Restor3d,https://www.crunchbase.com/organization/restor3d,"3D Printing, Artificial Intelligence (AI), Manufacturing, Medical Device","Durham, North Carolina, United States",2017-01-01,year,187715622,USD,187715622,Restor3d creates personalized 3D-printed orthopedic implants that enhance musculoskeletal care by utilizing AI and biomaterials.,"6,170",,"5,418",10,2025-04-04,38000000,USD,38000000,172715622,USD,172715622,"Trinity Capital, Duke Angel Network, Summers Value Partners",2,3,2,"Andrew Miller, Ken Gall",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Manufacturing, Science and Engineering, Software",,,Active,For Profit,http://www.restor3d.com,,,https://www.linkedin.com/company/restor3d,"Restor3d enables surgeons to improve the reconstruction and repair of the human body through 3D printed implants. The company leverages artificial intelligence to optimize the design and functionality of its implants, aiming for better anatomical fit and patient outcomes. The firm possesses exclusive knowledge and intellectual assets related to 3D printing of osseointegrative substances, AI-driven planning and design automation tools, as well as digital health solutions aimed at delivering integrated, data-supported care to enhance individual patient results."
Replicant,https://www.crunchbase.com/organization/replicant-inc,"Artificial Intelligence (AI), Data Center Automation, Information Services, Machine Learning, Speech Recognition","San Francisco, California, United States",2017-01-01,year,113000000,USD,113000000,Replicant is a contact center automation software that helps companies automate their most common customer service requests.,"6,296",,"5,524",4,2022-04-25,78000000,USD,78000000,113000000,USD,113000000,"Norwest Venture Partners, Alumni Ventures, Salesforce Ventures, Costanoa Ventures, Bloomberg Beta",3,11,4,"Andrew Abraham, Benjamin Gleitzman, Gadi Shamia, Jack Abraham",101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.replicant.ai/,https://twitter.com/Replicant_AI,https://www.facebook.com/ReplicantAI/,https://www.linkedin.com/company/replicant/,"Replicant is an AI voice technology that solves problems over the phone, improves customer experience, and reduces cost. Replicant was founded on the belief that machines are ready to have useful, complex conversations that will transform the way they interact with the world. The company's initial focus was making Replicant listen closely, think quickly, take actions, and reply fast enough to be conversational. The brain needed to understand complex and colloquial speech patterns and interpret slang and humor. Piece by piece we built elegant tools that allowed Replicant to listen, think, speak, act and interact with the world."
Matic,https://www.crunchbase.com/organization/matic-b8e0,"Artificial Intelligence (AI), Machinery Manufacturing, Robotics","Mountain View, California, United States",2017-01-01,year,29600000,USD,29600000,Matic is a technology startup that provides AI-powered indoor robots.,"6,334",,"5,561",2,2023-11-02,24000000,USD,24000000,29600000,USD,29600000,"Daniel Gross, Naval Ravikant, Joe Lonsdale, Jack Dorsey, Adam D’Angelo",1,13,2,"Mehul Nariyawala, Navneet Dalal",51-100,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,Active,For Profit,https://maticrobots.com,,,https://www.linkedin.com/company/maticrobots,Matic is a technology startup that provides AI-powered indoor robots.
Nimble Robotics,https://www.crunchbase.com/organization/nimble-ai,"Artificial Intelligence (AI), Industrial Automation, Logistics, Robotics, Software, Supply Chain Management, Warehousing","San Francisco, California, United States",2017-01-01,year,221000000,USD,221000000,"Nimble Robotics is an AI robotics and e-commerce fulfillment technology company, automating the processes of picking and packing products.","6,512",,"5,723",4,2024-10-23,106000000,USD,106000000,221000000,USD,221000000,"Accel, GSR Ventures, FedEx, Breyer Capital, DNS Capital",4,12,1,Simon Kalouche,101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software, Transportation",,,Active,For Profit,https://nimble.ai,https://twitter.com/nimble_ai,,https://www.linkedin.com/company/nimble-robotics,"Nimble Robotics specializes in AI-driven robots that automate the processes of picking and packing products, significantly enhancing efficiency in logistics. The company provides a complete eCommerce and omni-channel fulfillment service, allowing merchants to streamline their operations."
Klarity,https://www.crunchbase.com/organization/klarity,"Accounting, Artificial Intelligence (AI), Document Management, Document Preparation, Generative AI, Machine Learning, SaaS, Software","San Francisco, California, United States",2017-06-05,day,90375000,USD,90375000,"Klarity is an online documentation platform that provides manual document processing, reviewing, and management services.","6,655",,"5,852",5,2024-06-24,70000000,USD,70000000,90375000,USD,90375000,"Y Combinator, Quiet Capital, Tola Capital, Scale Venture Partners, Picus Capital",4,25,2,"Andrew Antoš, Nischal Nadhamuni",101-250,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.klarity.ai/,https://x.com/klaritylaw/,https://www.facebook.com/klaritylaw,https://www.linkedin.com/company/klarityai/,"Klarity's software simplifies your ASC 606 or IFRS 15 customer contract review process. Klarity normalizes your contract review controls through a standardized checklist, uses Machine Learning to review customer contracts for clauses with potential revenue impact, documents technical Revenue Recognition impact according to ASC 606 or IFRS 15, and stores all relevant documents (e.g. MSA, Order Form, RevRec schedule and Invoice) in one record.  Klarity was founded by Andrew Antos, a Harvard lawyer, and Nischal Nadhamuni, an MIT Computer Science graduate."
RelationalAI,https://www.crunchbase.com/organization/relationalai,"Artificial Intelligence (AI), Database, Information Technology, Software","Berkeley, California, United States",2017-09-01,day,115000000,USD,115000000,RelationalAI is the creator of a breakthrough relational knowledge graph system.,"6,808",,"5,996",2,2022-04-26,75000000,USD,75000000,115000000,USD,115000000,"Menlo Ventures, Madrona, Tiger Global Management, Addition",2,4,1,Molham Aref,101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,http://www.relational.ai,https://twitter.com/relationalai,,https://www.linkedin.com/company/relationalai,RelationalAI is building a groundbreaking relational knowledge graph system for developing intelligent data apps.
Retina AI,https://www.crunchbase.com/organization/retina-ai,"Analytics, Artificial Intelligence (AI), Big Data, Software","Santa Monica, California, United States",2017-03-17,day,10500000,USD,10500000,Retina uses artificial intelligence to turn enterprise data into insights.,"6,850",,"6,034",3,2021-06-29,8000000,USD,8000000,10500000,USD,10500000,"Alpha Intelligence Capital, Vertical Venture Partners, Crosscut Ventures, Stage Venture Partners, Comcast Ventures",3,6,3,"Brad Ito, Emad Hasan, Michael Greenberg",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://retina.ai,,,https://www.linkedin.com/company/retina.ai,Retina uses next-gen algorithms and the data you already collect to pinpoint your highest-value customers — and deliver the insights you need to reach more just like them.
ClimateAI,https://www.crunchbase.com/organization/climateai,"Artificial Intelligence (AI), Enterprise Software, Environmental Engineering","San Francisco, California, United States",2017-12-01,month,38191820,USD,38191820,"ClimateAI is an enterprise climate platform to help companies reduce, monitor, and adapt to physical climate risks.","7,100",,"6,261",5,2023-04-13,22000000,USD,22000000,37950000,USD,37950000,"National Science Foundation, Radical Ventures, AIN Ventures, Climactic VC, FootPrint Coalition",3,16,2,"Himanshu Gupta, Maximilian Evans",51-100,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Sustainability",,,Active,For Profit,https://www.climate.ai,https://twitter.com/climateai,https://www.facebook.com/people/ClimateAi/100083647087006,https://www.linkedin.com/company/climateai,"ClimateAI is an enterprise climate platform to help companies reduce, monitor, and adapt to physical climate risks. ClimateAi seeks to climate-proof the global economy while aiming for zero loss of lives, livelihoods, and nature. The company is a team of passionate entrepreneurs, scientists, and engineers who all believe that climate change is the most important problem of our generation."
ARwall,https://www.crunchbase.com/organization/arwall,"Artificial Intelligence (AI), Computer Vision, Consulting, E-Commerce, Film Production, Generative AI, Software, TV Production","Los Angeles, California, United States",2017-01-10,day,2980000,USD,2980000,"ARwall provides AI & XR content production solutions for desktop and mobile users that are simple, fast, and affordable.","7,140",,"6,297",2,2021-10-08,980000,USD,980000,2980000,USD,2980000,"Edge Case Capital Partners, Tech Coast Angels Los Angeles, Alla Aizenberg, Michael Cooney, MD, Fred Doan",2,5,5,"Eric Navarrette, Jocelyn Hsu Amador, Leon Hui, Rene Amador, William Hellwarth",11-50,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Media and Entertainment, Professional Services, Science and Engineering, Software, Video",,,Active,For Profit,http://arwall.co,,https://www.facebook.com/arwallco,https://www.linkedin.com/company/arwallco/,"ARwall provides AI & XR content production solutions that are simple, fast, and affordable. We're building studio-quality virtual production tools for 500 million creators  on desktop and mobile, with a scalable platform and ecosystem model utilizing SaaS, multi-tier subscription, digital product sales, and ecommerce. We started almost 10 years ago as a prestige tech consultancy that patented and has top domain expertise on an alternative to green screen VFX called In-Camera XR Virtual Production or LED Volumes. Our patented invention, ARFX, combines mixed reality, augmented reality, and genAI environments with multi-user support so a team can split the roles of running a production on an LED volume, or alternatively a single creator can shoot and control a complete project in their living room using their smartphone and 4KTV nearly by themselves. It's this extreme level of flexibility and power that changes the paradigm for creators. Our new method is highly automated, and unlike prior tools built for technicians, ours is built for content creators to use directly.​ 8 years ago, we were the first movers in this tech with a mission to free it from the Hollywood labs. We succeeded, first by patenting and bringing to market XR SYNC our foundational 1-click calibration method, and our startup exceeded all expectations. We've shipped 16 software titles, have been awarded 5 patents with 2 more pending, deployed over 150 in-camera XR filmmaking systems; and won an Emmy, Product of the Year awards, and now developed a ground-breaking AI/XR hybrid ecosystem that represents the future of content production for both professional shoots and the creator economy.​ In 2024 and 2025, ARwall won the AI Product of the Year from the National Association of Broadcasters (the trade group composed of TV leadership) two years in a row, becoming the first company to ever do so."
StoryFile,https://www.crunchbase.com/organization/storyfile,"Information Technology, Natural Language Processing, Software, Video","Los Angeles, California, United States",2017-02-07,day,9500000,USD,9500000,StoryFile is an information technology company that develops storytelling application to distribute stories and voices globally.,"7,291",,"6,429",3,2021-06-09,4000000,USD,4000000,9500000,USD,9500000,"Synetro Group, The Seed Lab",,2,4,"Ceci Chan, Heather Smith, Sam Gustman, Stephen Smith",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Media and Entertainment, Software, Video",,,Active,For Profit,https://storyfile.com,https://twitter.com/storyfile,https://www.facebook.com/StoryFileApp,https://www.linkedin.com/company/storyfile,"StoryFile is changing the way people interact and communicate with each other and the world. Through user-led voice-activated technology, advanced AI and beyond, StoryFile provides a platform for an intimate and natural conversational video interactive experience. StoryFile is a content-driven technology company that allows individuals to preserve, share, and consume stories and experiences through its proprietary and innovative legacy capture system.   StoryFile is reimagining storytelling by authentically preserving memories, moments, and beyond, in a meaningful way that empowers the storyteller and user. By preserving stories and history in a way that allows users to have authentic interactions, StoryFile is not only creating a new form of storytelling, but is also creating more sustainable bonds between people, everywhere.   Creating a world where everyone, anywhere, anytime, can connect with those living or in the past is finally a reality with StoryFile.  This visual and interactive storytelling platform allows people to have a natural conversation across time and space.   Just think – StoryFile gives your great-great grandchildren an opportunity to speak with you, learn from you, and get to know you in a way that was never possible before. The gift of storytelling – the gift of passing experiences to future generations – is priceless. StoryFile wants to ensure each and every person has such opportunity – from the Studio experience to the app, there is something for everyone!   Here’s how it works: An individual is filmed (or films themselves) answering questions about their life, which are then processed and stored on the StoryFile platform. Users can then have a real life-like conversation with the filmed-version of the individual on the web or mobile application – anytime, anywhere. StoryFile’s platform promotes user-led education and curiosity, providing an opportunity for users to directly engage with the interviewee. StoryFile captures the interviewee’s legacy in a unique way by empowering the interviewee to pass on their values, struggles, life lessons, morals, decisions and more, while inspiring future generations.   About The StoryFile Experience: The StoryFile experience is intimate, personal and truly unique. StoryFile has created a warm and comfortable studio space for the interviewee to share his/her life lessons, personal memories, struggles, triumphs, joys, milestones, and more. The most important thing about you is your story, so it’s the most important story to tell. StoryFile’s team takes the time to get to know you, and works with you and your family to craft and facilitate the telling of that story, as it is the most important gift to future generations you will ever give. StoryFile’s studio is equipped with cutting edge technology that produces 3D assets as well as Hi-Fidelity 2D images. This is how the magic is made."
Nucleai,https://www.crunchbase.com/organization/nucleai,"Artificial Intelligence (AI), Health Care, Machine Learning","Chicago, Illinois, United States",2017-01-01,year,60500000,USD,60500000,Nucleai is a spatial biology company that has developed an AI-powered platform to enhance drug development and improve patient outcomes.,"7,366",,"6,498",4,2024-04-03,14000000,USD,14000000,60500000,USD,60500000,"S32, Vertex Ventures Israel, Fosun RZ Capital, Grove Ventures, M Ventures",6,10,3,"Avi Veidman, Eliron Amir, Lotan Chorev",51-100,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://nucleai.ai/,https://twitter.com/NucleaiMd,,https://www.linkedin.com/company/nuclai/,"Nucleai is a spatial biology company that has developed an AI-powered platform to enhance drug development and improve patient outcomes. Nucleai’s platform leverages unique tissue datasets to produce insights into cancer biology, increasing clinical trial efficacy and improving patient care. Nucleai works with leading pharmaceutical companies, licensing its research platform for internal use, and collaborating in biomarkers discovery projects."
Lazarus,https://www.crunchbase.com/organization/lazarus-enterprises-2,"Artificial Intelligence (AI), Developer APIs, Document Management, Information Technology, Natural Language Processing, Software","Cambridge, Massachusetts, United States",2017-10-04,day,7827000,USD,7827000,"Lazarus build foundation models, leveraging large language models to interpret and extract insights from data.","7,636",,"6,741",8,2025-03-25,,,,6025000,USD,6025000,"Plug and Play, Techstars, One Way Ventures, Mucker Capital, Allegis Capital",5,12,2,"Anish Patel, Ariel Elizarov",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.lazarusforms.com,https://twitter.com/lazarusenter,https://www.facebook.com/lazarusenter,https://www.linkedin.com/company/lazarus-enterprisesinc,"Lazarus AI is an advanced document understanding API that leverages large language models to interpret and query extracted data from any document without the need for training. The company's RikAI API uses large language models to interpret and query data from various documents, enhancing data extraction processes. Lazarus AI provides tailored machine learning solutions aimed at improving document understanding and data activation for industries like insurance and healthcare."
TackleAI,https://www.crunchbase.com/organization/tackle-ai,"Artificial Intelligence (AI), Ediscovery, Finance, Insurance, Legal, Machine Learning, Publishing, Software","Schaumburg, Illinois, United States",2017-01-01,year,12929932,USD,12929932,TackleAI is a collection of proprietary neural networks that automatically discover data on any type of document or image.,"7,801",,"6,895",6,2024-06-25,150000,USD,150000,12709932,USD,12709932,"Google for Startups, Cleveland Avenue, Joe Van Hecke",3,3,1,Sergio Suárez Jr,51-100,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Financial Services, Internet Services, Media and Entertainment, Professional Services, Science and Engineering, Software",,,Active,For Profit,http://www.tackleai.com,https://twitter.com/tackleai,,https://www.linkedin.com/company/tackle-ai/,"TackleAI is an innovative software company that utilizes its proprietary artificial intelligence (AI) platform to find, analyze, and organize dynamically unstructured data found within any type of document a business may have. Tackle Ai provides workflow automation on large amounts of documents and datasets which increases speed and efficiency while decreasing the chance of human error."
