Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
True Anomaly,https://www.crunchbase.com/organization/true-anomaly,"Aerospace, Artificial Intelligence (AI), Manufacturing, Military, National Security","Centennial, Colorado, United States",2022-08-31,day,418019000,USD,418019000,"True Anomaly is builds space security and resilience at the intersection of spacecraft, software, and autonomy.","5,349",,"4,679",7,2025-04-30,260000000,USD,260000000,400619000,USD,400619000,"Menlo Ventures, Accel, Eclipse Ventures, 645 Ventures, Rocketship.vc",5,15,2,"Even Rogers, Kyle Zakrzewski",101-250,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Manufacturing, Science and Engineering, Software",,,Active,For Profit,https://www.trueanomaly.space,https://twitter.com/The_TrueAnomaly,,https://www.linkedin.com/company/true-anomaly,"True Anomaly is building the future of space security and resilience at the intersection of spacecraft, software, and autonomy. Our vision is to enable a secure, stable, and sustainable space environment for the US, Allies, and Partners and we do this by designing, building, selling, and fielding the solutions required to achieve space security."
Catena Labs,https://www.crunchbase.com/organization/catena-labs,"Artificial Intelligence (AI), Information Technology, Internet","Boston, Massachusetts, United States",2022-01-01,year,18000000,USD,18000000,"Catena Labs incubate independent products spanning identity, communications, AI, and commerce.","5,355",,"4,685",2,2025-05-20,18000000,USD,18000000,18000000,USD,18000000,"Pillar VC, a16z crypto, Coinbase Ventures, CoinFund, Breyer Capital",1,14,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://catena.xyz/,https://twitter.com/catena_labs,,https://www.linkedin.com/company/catenalabs/,"Catena Labs incubate independent products spanning identity, communications, AI, and commerce. The company's mission is to empower people with agency, safety, value, and joy online."
Clarity,https://www.crunchbase.com/organization/clarity-7512,"Artificial Intelligence (AI), Cyber Security, Software","New York, New York, United States",2022-10-01,month,16000000,USD,16000000,Preserving trust in digital media by fighting AI-based misinformation and deepfakes,"5,443",,"4,765",2,2024-02-15,16000000,USD,16000000,16000000,USD,16000000,"Bessemer Venture Partners, Flying Fish Partners, Ascend, Walden Catalyst, Recursive Ventures",2,18,3,"Gil Avriel, Michael Matias, Natalie Fridman",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://getclarity.ai,https://twitter.com/getclarity_ai,,https://www.linkedin.com/company/getclarity-ai/,Clarity is an AI cybersecurity company that's fighting AI-based misinformation and deepfakes. We help organizations and individuals protect themselves from deepfake attacks.
Chroma,https://www.crunchbase.com/organization/chroma-4a75,"Artificial Intelligence (AI), Database, Software","San Francisco, California, United States",2022-04-01,day,20300000,USD,20300000,Chroma operates as an AI-native open-source embedding database.,"5,541",,"4,849",2,2023-04-06,18000000,USD,18000000,20300000,USD,20300000,"Quiet Capital, Guillermo Rauch, Daniel Gross, Naval Ravikant, Jack Altman",1,14,2,"Anton Troynikov, Jeff Huber",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.trychroma.com/,,,https://www.linkedin.com/company/trychroma/about/,"Chroma DB is an open-source, AI-native embedding vector database that aims to simplify the process of creating LLM applications powered by natural language processing by making knowledge, facts, and skills pluggable for machine learning models at the scale of LLMs – as well as avoiding hallucinations."
Galileo AI,https://www.crunchbase.com/organization/galileo-ai,"Artificial Intelligence (AI), Product Design, Software","San Francisco, California, United States",2022-11-01,month,4800000,USD,4800000,"Galileo AI creates delightful, editable UI designs from a simple text description. It empowers you to design faster than ever.","5,796",,"5,083",2,2024-02-06,4400000,USD,4400000,4800000,USD,4800000,"Khosla Ventures, South Park Commons, Mandeep Singh, Matt Robinson, Julie Zhuo",2,8,2,"Arnaud Benard, Helen Zhou",1-10,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",,,Active,For Profit,https://www.usegalileo.ai/,https://twitter.com/galileo_ai,,https://www.linkedin.com/company/galileoai/,
Kira,https://www.crunchbase.com/organization/kira-learning,"Artificial Intelligence (AI), E-Learning, EdTech, Machine Learning","Palo Alto, California, United States",2022-09-15,day,22500000,USD,22500000,"Kira is an AI company that creates innovative tools and solutions to support educators, students, and administrators.","5,801",,"5,087",3,2023-05-08,15000000,USD,15000000,22500000,USD,22500000,"New Enterprise Associates, AI Fund",2,2,1,Andrea Pasinetti,11-50,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,,Active,For Profit,https://www.kira-learning.com,https://twitter.com/Kira_Learning,,https://www.linkedin.com/company/kira-learning/,"Kira Learning is an AI-driven education technology company that creates innovative tools and solutions to support educators and students. Its primary mission is to empower schools, districts, and teachers by integrating cutting-edge artificial intelligence into educational practices, making teaching more effective and learning more engaging."
Tembo,https://www.crunchbase.com/organization/coredb,"Artificial Intelligence (AI), Database, Software","Cincinnati, Ohio, United States",2022-11-01,month,20500000,USD,20500000,"Tembo offers a platform that automates tasks for engineering teams, aiding them in coding and managing complexity effectively.","5,832",,"5,117",2,2024-07-03,14000000,USD,14000000,20500000,USD,20500000,"Alumni Ventures, Venrock, Grand Ventures, CincyTech, GreatPoint Ventures",2,9,1,Ry Walker,11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,http://tembo.io,https://twitter.com/tembo_io,,https://www.linkedin.com/company/tembo-inc,"Tembo offers a platform that automates tasks for engineering teams, aiding them in coding and managing complexity effectively. The platform supports integration with tools like GitHub, Sentry, and Jira, allowing for automated workflows including error resolution, ticket management, and database optimization. Additionally, Tembo provides monitoring and logging capabilities, as well as a Kubernetes operator for managing PostgreSQL instances in self-hosted environments. The service is accessible via a web-based interface and a REST API, catering to diverse deployment and management preferences."
Revv,https://www.crunchbase.com/organization/revv-6031,"Artificial Intelligence (AI), Automotive, B2B, Machine Learning, SaaS","Brooklyn, New York, United States",2022-01-01,year,33300000,USD,33300000,Revv equips repair shops with AI-powered SaaS solutions to stay ahead in the shift toward advanced vehicle technology,"5,886",,"5,163",3,2024-11-19,20000000,USD,20000000,33300000,USD,33300000,"1984 Ventures, Left Lane Capital, Soma Capital, Pareto Holdings, Aglaé Ventures",2,10,2,"Adi Bathla, Rashmi Sinha",11-50,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.revvhq.com/,,,https://www.linkedin.com/company/revvhq,"At Revv, we leverage AI and machine learning to empower automotive repair shops with revolutionary SaaS solutions that enhance safety, profitability, accuracy, and efficiency. Our award-winning flagship products, Revv ADAS Plus and Revv ADAS Mechanical, deliver seamless ADAS calibration identification, intelligent diagnostics, and end-to-end workflow integration, enabling shops to thrive in the rapidly evolving vehicle landscape. Partner with us to stay ahead in the industry’s shift toward advanced vehicle technology."
Solideon,https://www.crunchbase.com/organization/additive-space-technologies,"3D Printing, 3D Technology, Aerospace, Machine Learning, Manufacturing, Robotics","Berkeley, California, United States",2022-01-01,year,5120000,USD,5120000,"Solideon develops autonomous micro-factories that can build anything, anywhere.","5,914",,"5,186",2,2024-07-17,5000000,USD,5000000,5120000,USD,5120000,"Gaingels, Techstars, 10x Founders, Capital Factory, 1517 Fund",2,16,1,Oluseun Taiwo,1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,Active,For Profit,https://www.solideon.com,https://twitter.com/SolideonUSA,,https://www.linkedin.com/company/additive-space-technologies,Solideon develops Wire arc additive manufacturing (WAAM) solutions for large metallic component manufacturing. Our Focus is on multi-robot multi-tool manufacturing cells that create finished components in days not months.
Kaito,https://www.crunchbase.com/organization/kaitoai,"Artificial Intelligence (AI), Cryptocurrency, Information Technology, Machine Learning, Software","Seattle, Washington, United States",2022-05-20,day,10800000,USD,10800000,AI-powered search engine for digital assets,"6,212",,"5,454",3,2023-08-24,,,,10800000,USD,10800000,"Sequoia Capital, Dragonfly, Hyperithm, Mirana, Jane Street Capital",1,10,1,Yu Hu,11-50,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Information Technology, Payments, Science and Engineering, Software",,,Active,For Profit,https://www.kaito.ai/,https://twitter.com/_kaitoai,,https://www.linkedin.com/company/kaitoai,"Kaito is an AI-powered search engine for digital assets. We utilize advanced in-house AI technologies to transform terabytes of information into actionable insights for crypto investors, researchers, developers, and the general public. Our goal is to democratize information in the crypto industry."
Alltius,https://www.crunchbase.com/organization/alltius-inc,"Artificial Intelligence (AI), Customer Service, Generative AI, Machine Learning, Software","Los Angeles, California, United States",2022-03-02,day,2400000,USD,2400000,"Alltius develops secure, accurate, and reliable generative AI assistants for products that bring the control of LLMs to product owners.","6,216",,"5,456",3,2024-01-01,,,,2400000,USD,2400000,"Stellaris Venture Partners, Blume Ventures, Shastra VC, Gemba Capital, Eximius Ventures",3,21,2,"Siddhant Mishra, Vibhanshu Abhishek",11-50,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.alltius.ai,https://www.twitter.com/AlltiusAi,https://www.facebook.com/100085152825403,https://www.linkedin.com/company/alltius,"Alltius's platform KNO allows product owners to harness the power of Generative AI in a secure, accurate, and reliable manner to add conversational capabilities to their products. KNO is currently being used as a no-code Help SaaS tool that is trained on product knowledge bases, support tickets, and video tutorials. It reduces the time people spend looking for answers by 100x, increasing customer NPS and reducing support costs by 40–70%. The ""Humans of Alltius"" include professors from CMU and the University. of California, consultants from BCG and McKinsey, and engineers from Facebook, Google, Rippling, and D.E. Shaw are driven by the obsession of augmenting human intelligence through AI."
DEFCON AI,https://www.crunchbase.com/organization/defcon-ai,"Artificial Intelligence (AI), Logistics, Supply Chain Management, Transportation","Mclean, Virginia, United States",2022-01-01,year,44000000,USD,44000000,DEFCON AI optimize logistics and mobility decision-making through the use of advanced AI technology.,"6,427",,"5,644",1,2024-08-20,44000000,USD,44000000,44000000,USD,44000000,"Bessemer Venture Partners, Red Cell Partners, Fifth Growth Fund",1,3,1,Grant Verstandig,11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.defconai.com,,,https://www.linkedin.com/company/defcon-ai,"DEFCON AI is a transportation, logistics, supply chain, and storage company. The company specializes in modeling, simulation, and analysis, aimed at optimizing logistics and mobility decision-making through the use of advanced AI technology."
Krea,https://www.crunchbase.com/organization/krea-ae93,"Art, Artificial Intelligence (AI), Photo Editing, Video Editing","San Francisco, California, United States",2022-03-01,month,83000000,USD,83000000,"Krea.ai is a design tool that uses artificial intelligence to generate stunning visuals tailored to unique styles, concepts, or products.","6,503",,"5,714",4,2025-04-07,47000000,USD,47000000,83000000,USD,83000000,"Andreessen Horowitz, A*, Bain Capital Ventures, Abstract, Pebblebed",3,7,2,"Diego Rodriguez, Víctor Perez",1-10,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",,,Active,For Profit,https://www.krea.ai,https://x.com/krea_ai,,https://www.linkedin.com/company/krea-ai,"​Krea offers a browser-based platform that integrates various generative AI models to facilitate the creation, editing, and customization of images and videos. The platform provides tools such as real-time image generation, video restyling, and 3D object creation, enabling users to produce and refine visual content. Krea's user base includes professionals from organizations like Pixar, LEGO, and Samsung."
Alcion,https://www.crunchbase.com/organization/alcion,"Artificial Intelligence (AI), Information Technology, Software","Santa Clara, California, United States",2022-03-01,month,29000000,USD,29000000,"Alcion secure data protection from ransomware, malware, accidents, and outages using an AI-driven strategy.","6,546",,"5,754",2,2023-09-19,21000000,USD,21000000,29000000,USD,29000000,"Veeam Software, Lip-Bu Tan, Amarjit Gill, Abhinav Asthana, Debanjan Saha",1,5,2,"Niraj Tolia, Vaibhav Kamra",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://alcion.ai,https://twitter.com/alcionhq,,https://www.linkedin.com/company/alcioninc/,"Alcion secures data protection from ransomware, malware, accidents, and outages using an AI-driven strategy."
Wealth.com,https://www.crunchbase.com/organization/wealth-67af,"Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning, Wealth Management","Tempe, Arizona, United States",2022-01-01,year,46000000,USD,46000000,Wealth.com is a digital estate planning platform designed to empower financial advisors with tools and resources.,"6,584",,"5,788",4,2025-04-16,,,,46000000,USD,46000000,"Alumni Ventures, Charles Schwab, Anthos Capital, Firebolt Ventures, Google Ventures",4,9,4,"Danny Lohrfink, Rafael Loureiro, Rei Carvalho, Tim White",101-250,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,Active,For Profit,https://wealth.com,https://www.twitter.com/wearewealth,,https://www.linkedin.com/company/wearewealth,"Wealth is a comprehensive estate planning platform that empowers people to create, manage and visualize their plans digitally. Creating an estate plan with Wealth gives your loved ones a holistic view of all your assets, visualized and securely stored in one place. Because life is unpredictable, Wealth makes it easy for you to access your plan anytime and offers guidance to keep it current and valid. And should the unthinkable occur, your trusted beneficiaries are granted emergency access to your plan. Wealth is available to companies as an employee benefit, allowing employers to offer their workforce a meaningful financial wellness opportunity."
Layer AI,https://www.crunchbase.com/organization/layer-e061,"Artificial Intelligence (AI), Gaming, Generative AI, Machine Learning","San Francisco, California, United States",2022-01-01,year,18300000,USD,18300000,"Layer AI offers a generative AI platform to assist game developers in creating 2D, 3D, and video assets.","6,769",,"5,960",4,2025-05-14,6500000,USD,6500000,18300000,USD,18300000,"FJ Labs, Hummingbird Ventures, GFR Fund, The Games Fund, 500 Emerging Europe",2,17,3,"F. Burcu Ozcengiz (Hakguder), Mehmet Ecevit, Volkan Gurel",1-10,"Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software",,,Active,For Profit,https://layer.ai,https://x.com/layer_ai,https://www.facebook.com/layerai,https://linkedin.com/company/layerai,"Layer AI offers a generative AI platform to assist game developers in creating 2D, 3D, and video assets. The platform enables artists to train custom AI models using their own artwork, generate game assets, and refine them using an integrated canvas tool. Layer AI supports various workflows, including live service content, game characters, backgrounds, UI elements, in-game items, and marketing campaigns. The platform is model-agnostic, allowing integration with industry-standard tools such as Photoshop, Illustrator, Blender, Maya, Unreal Engine, Unity, and Godot. Layer AI is built to be enterprise-ready, offering features like SOC 2 Type II compliance, single sign-on (SSO), role-based access controls, and full audit trails. The company provides different pricing plans, including a free tier for individual users and paid plans for teams and enterprises."
micro1,https://www.crunchbase.com/organization/micro1,"Artificial Intelligence (AI), Consulting, Software Engineering","Palo Alto, California, United States",2022-01-01,year,6600000,USD,6600000,AI recruitment engine to hire top global talent,"6,934",,"6,111",2,2024-06-20,3300000,USD,3300000,6600000,USD,6600000,"Activant Capital, LAUNCH, Companyon Ventures, Motley Fool Ventures, Pareto Holdings",2,12,1,Ali Ansari,51-100,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.micro1.ai/,https://twitter.com/micro1_ai,,https://www.linkedin.com/company/micro1,We’re building the AI engine that will match 1 billion people with their dream role.
Narratize,https://www.crunchbase.com/organization/narratize,Artificial Intelligence (AI),"Cincinnati, Ohio, United States",2022-01-01,year,3962591,USD,3962591,AI-powered storytelling platform,"6,958",,"6,133",3,2025-01-07,1762591,USD,1762591,3962591,USD,3962591,"Fireroad Ventures, How Women Invest, HearstLab, Keyhorse Capital, North Coast Ventures",2,6,1,Katie Trauth Taylor,11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,http://www.narratize.com/,,,https://www.linkedin.com/company/narratize/,"Narratize is an AI-Powered Storytelling Platform where innovators create high-impact stories in 20 minutes or less. With Narratize, everyone from entrepreneurs to enterprises can transform scientific, technical, and medical insights into compelling content that accelerates time-to-market using proven story patterns."
Lamini,https://www.crunchbase.com/organization/powerml,"Artificial Intelligence (AI), IT Infrastructure, Machine Learning","Palo Alto, California, United States",2022-08-31,day,25000000,USD,25000000,"Lamini is the Enterprise AI platform for Expert AI, enabling every enterprise to build their own Expert AI.","7,118",,"6,277",2,2024-05-02,,,,25000000,USD,25000000,"First Round Capital, Amplify Partners, AMD Ventures, Dylan Field, Drew Houston",2,11,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.lamini.ai,https://twitter.com/LaminiAI,,https://www.linkedin.com/company/lamini-ai,"Lamini is the Enterprise AI platform for Expert AI, enabling every enterprise to safely, quickly, and cost-effectively build their own Expert AI. The company has optimized LLM workloads for Expert AI on any infrastructure, from developer interfaces to GPU hardware optimizations with partners."
VoiceCare AI,https://www.crunchbase.com/organization/voicecare-ai,"Artificial Intelligence (AI), Health Care, Medical","San Bruno, California, United States",2022-01-01,year,4540000,USD,4540000,"VoiceCare AI uses generative AI to improve patient and healthcare worker outcomes, adherence, and access.","7,165",,"6,315",1,2025-02-14,4540000,USD,4540000,4540000,USD,4540000,"Caduceus Capital Partners, Mayo Clinic, Bread and Butter Ventures",1,3,1,Parag Jhaveri,11-50,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://voicecare.ai/,,,https://www.linkedin.com/company/voicecare/,VoiceCare AI operates as a Healthcare Administration General Intelligence (HAGI) company.
RealReports,https://www.crunchbase.com/organization/realreports,"Artificial Intelligence (AI), Real Estate, Software","New York, New York, United States",2022-02-01,month,2000000,USD,2000000,The AI-powered property advisor,"7,186",,"6,332",1,2023-11-01,2000000,USD,2000000,2000000,USD,2000000,"TTV Capital, LAUNCH, Moderne Ventures, SNR.vc, Erez Capital",,7,2,"James Rogers, Zach Gorman",1-10,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",,,Active,For Profit,http://realreports.ai/,https://twitter.com/RealReportsAI,,https://www.linkedin.com/company/realreports,"In today’s competitive real estate market, knowledge isn’t optional—it’s your edge. RealReports delivers comprehensive property data, supercharged by AI to give agents deeper value, sharper insights, and a decisive advantage. Dubbed the AI-supercharged “Carfax for homes,” RealReports pulls from 60+ leading data providers to offer a single source of truth for every home in the U.S. Powering every RealReport is Aiden, an AI property advisor that answers any question about a home, analyzes documents, generates leads, and drives faster, more strategic decision-making. Trusted by top MLSs and brokerages nationwide–CRMLS, FMLS, Keyes, PrimeMLS, Baird & Warner, Hive MLS, Danberry Realtors, MLS Now, SFAR, and many more–RealReports is setting a new standard for how real estate professionals win in a competitive market."
Unstructured Technologies,https://www.crunchbase.com/organization/unstructured-technologies-inc,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Open Source","Rocklin, California, United States",2022-01-01,year,65000000,USD,65000000,"Unstructured is an enterprise ETL tool that automatically transforms complex, unstructured data into clean, structured data for GenAI.","7,220",,"6,364",3,2024-03-14,40000000,USD,40000000,65000000,USD,65000000,"Menlo Ventures, Alumni Ventures, Madrona, Bain Capital Ventures, Shield Capital",4,20,1,Brian Raymond,11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://unstructured.io,https://twitter.com/UnstructuredIO,,https://www.linkedin.com/company/unstructuredio/,"Unstructured makes it simple to turn raw data—like PDFs and Microsoft Office documents—into RAG-ready formats, so all of your human-generated information is accessible to LLMs. The Unstructured platform continuously hydrates your generative AI systems and allows you to plug in any third-party model with their modular architecture. Unstructured supports over 25 file types, including PDF, DOC, and PPTX, and offer connectors to platforms like SharePoint, S3, Databricks, and more. Unstructured helps you get the most out of your documents, making data extraction and integration into your AI workflows effortless."
Veris AI,https://www.crunchbase.com/organization/veris-ai,"Artificial Intelligence (AI), Developer Platform, Financial Services, Human Resources, Manufacturing, Training, Usability Testing","New York, New York, United States",2022-01-01,year,8500000,USD,8500000,Veris AI is a platform focused on training and testing AI agents for enterprise use through high-fidelity simulation environments.,"7,347",,"6,481",1,2025-06-03,8500000,USD,8500000,8500000,USD,8500000,"Acrew Capital, The House Fund, Decibel Partners, Idris Mokhtarzada, Dorothy Jean Chang",2,6,2,"Andi Partovi, Mehdi Jamei",1-10,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Design, Education, Financial Services, Manufacturing, Science and Engineering, Software",,,Active,,https://veris.ai,https://x.com/veris_ai,,https://www.linkedin.com/company/veris-ai,"Veris  AI is an end-to-end platform designed to train and test AI agents using high-fidelity, dynamic simulation environments. The platform enables AI agents to learn by doing—interacting with realistic, enterprise-specific scenarios rather than relying solely on prompt engineering or static, human-generated data. This experiential approach allows enterprises to safely develop, evaluate, and improve AI agents for complex tasks, supporting reinforcement learning and continuous improvement before agents are deployed in production environments."
Siena AI,https://www.crunchbase.com/organization/siena-ai,"Artificial Intelligence (AI), E-Commerce, Enterprise Software, Machine Learning, Software","San Francisco, California, United States",2022-01-01,year,11050355,USD,11050355,Siena AI is the creator of an autonomous chat platform that aims to blend human empathy and intelligent automation.,"7,372",,"6,503",3,2024-09-01,6000000,USD,6000000,11050355,USD,11050355,"Sierra Ventures, Village Global, GapMinder VC, Aglaé Ventures, SuperAngel.Fund",2,10,2,"Andrei Negrau, Lisa Popovici",11-50,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://siena.cx,https://twitter.com/siena_ai,,https://www.linkedin.com/company/siena-ai,"Siena AI is a developer of an autonomous chat platform that aims to transform the way it runs and interacts with consumers by combining human empathy and intelligent automation. The platform provides capabilities such as product information, order tracking, address changes, returns and product exchanges, subscription and retention management, allowing firms to conduct customer care and social media interactions autonomously."
Regulate,https://www.crunchbase.com/organization/regulate,"Artificial Intelligence (AI), Food and Beverage, Machine Learning, Market Research, Natural Language Processing, Predictive Analytics, SaaS","Portland, Oregon, United States",2022-06-06,day,3300000,USD,3300000,"Regulate is an AI-driven SaaS company for market prediction, product validation, rapid formulation, and real-time regulatory compliance.","7,388",,"6,519",3,2025-07-17,,,,3300000,USD,3300000,"NVIDIA, Microsoft, AWS Activate, Mark Haas",1,4,2,"Ishan Mani Subedi, Mark Haas",11-50,"Artificial Intelligence (AI), Data and Analytics, Design, Food and Beverage, Science and Engineering, Software",,,Active,For Profit,https://regulatecpg.com,https://x.com/Regulate_CPG,https://www.facebook.com/profile.php?id=61567221020378,https://www.linkedin.com/company/82548289/admin/dashboard/,"REGULATE is an AI-powered SaaS platform transforming CPG innovation with predictive analytics, real-time compliance, and data-driven product validation. Our Insight Suite integrates consumer sentiment analysis, qualitative conceptual validation, and digital twin quantitative analytics to refine ideas before launch. It takes validated concepts and generates product formulations using ingredients and manufacturers from our database, fast-tracking development with accurate cost modeling to bring viable, market-ready products to shelves faster. Unlike legacy compliance tools, Regulate integrates insights and workflows traditionally siloed across platforms like TraceGains, Trustwell, Centric, and Mintel, while enabling flexible, real-time decision-making akin to tools like NotCo, Tastewise, SPINS, SymphonyAI Retail CPG, and Prevedere. Built to bridge the gap between data intelligence and agile formulation, Regulate draws inspiration from modern scientific and product development platforms like Benchling and Flavor Studio. Regulate is used by early-stage brands and innovation hubs like Mista, and is being adopted as a teaching tool at Cal Poly Pomona and Oregon State University to modernize product development education."
RevelAi Health,https://www.crunchbase.com/organization/revelai-health,"Artificial Intelligence (AI), Generative AI, Health Care","Durham, North Carolina, United States",2022-04-06,day,3100000,USD,3100000,Generative AI Health Technology Company,"7,796",,"6,890",1,2025-06-18,3100000,USD,3100000,3100000,USD,3100000,"Orthopedic VC, Ulu Ventures, Symphonic Capital, Sand Hill Angels",2,4,1,Christian Pean,1-10,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.revelaihealth.com,,,https://www.linkedin.com/company/revelaihealth,"RevelAi Health delivers AI-agent powered care coordination and patient engagement tools to optimize healthcare delivery. By leveraging large language models and machine learning, RevelAi identifies care gaps, automates outreach, and improves outcomes, with a strong emphasis on underserved populations. The platform integrates seamlessly into clinical systems, aligning with value-based care models and addressing both clinical needs and Social Determinants of Health (SDOH), with a specialization in orthopedic care."
Mytra,https://www.crunchbase.com/organization/mytra,"Artificial Intelligence (AI), Industrial Automation, Robotics, Supply Chain Management, Warehousing","South San Francisco, California, United States",2022-03-01,month,78000000,USD,78000000,Mytra is a robotics company developing software-defined warehouse robotics solutions to automate industrial tasks in logistics.,"7,820",,"6,914",3,2024-07-23,50000000,USD,50000000,78000000,USD,78000000,"Eclipse Ventures, Promus Ventures, Life Extension Ventures, Greenoaks, 515 Ventures",2,5,2,"Ahmad Baitalmal, Chris Walti",51-100,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software, Transportation",,,Active,For Profit,http://mytra.ai,https://twitter.com/Mytra_AI,,https://www.linkedin.com/company/mytra-ai,"Mytra is a robotics company developing software-defined warehouse robotics solutions to automate industrial tasks in logistics. The company produces a novel solution for storing and moving materials in a three-dimensional grid. The matrix lattice for the storage grid can be built quickly and easily from simple, modular pieces of hardware, which takes a lot of the technical debt off the customer and can be shaped to fit whatever space customers have."
Sentient,https://www.crunchbase.com/organization/sentient-f024,"Artificial Intelligence (AI), Content Creators, Software","San Francisco, California, United States",2022-01-01,year,85000000,USD,85000000,Sentient is an AI research organization enabling open AGI collaboration and monetization.,"7,978",,"7,056",1,2024-07-02,85000000,USD,85000000,85000000,USD,85000000,"Founders Fund, Hack VC, Arrington Capital, Robot Ventures, Pantera Capital",3,26,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",,,Active,,https://sentient.foundation,,,https://www.linkedin.com/company/sentientagi,Sentient is an AI research organization focused on creating an Open AGI economy for developers and creators. The organization builds platforms and protocols that allow open-source AI developers to monetize their innovations and collaborate effectively.
Hyperbolic,https://www.crunchbase.com/organization/hyperbolic,"Cloud Computing, Information Technology, Machine Learning, Software","Irvine, California, United States",2022-01-01,year,19000000,USD,19000000,Hyperbolic is a software development company that provides web and networking solutions to build decentralized computing platforms.,"7,986",,"7,064",3,2024-12-10,12000000,USD,12000000,19000000,USD,19000000,"Alumni Ventures, Vertex Ventures, Variant, Chapter One, Faction",4,24,2,"Jasper Zhang, Yuchen Jin",1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Software",,,Active,For Profit,https://www.hyperbolic.xyz/,https://twitter.com/hyperbolic_labs,,https://www.linkedin.com/company/hyperbolic-labs/,
CarePilot,https://www.crunchbase.com/organization/carepilot-2a1d,"Artificial Intelligence (AI), Web Development","Leawood, Kansas, United States",2022-01-01,year,2500000,USD,2500000,CarePilot is an innovative platform aimed to better healthcare experiences via the use of AI.,"8,032",,"7,107",1,2025-06-16,2500000,USD,2500000,2500000,USD,2500000,"KCRise Fund, Mucker Capital",1,2,5,"Adam Blake, John O'Hearn, Joseph Tutera, Samar Acharya, Tanner Helton",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.carepilot.com/,,,https://www.linkedin.com/company/carepilot-ai/,CarePilot provides an AI-powered documentation and billing platform that aims to alleviate the administrative burdens faced by clinicians.
