Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Aimerce,https://www.crunchbase.com/organization/aimerce,"Digital Marketing, E-Commerce, Predictive Analytics","San Francisco, California, United States",2023-01-01,year,5170002,USD,5170002,Aimerce is an AI-powered customer intelligence platform designed for ecommerce brands to market smartly and drive more revenue.,"17,363",,"15,559",2,2023-10-27,5170002,USD,5170002,5170002,USD,5170002,,,,2,"Yiqi Wu, Yiqi Wu",1-10,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Sales and Marketing, Software",,,Active,For Profit,https://aimerce.ai,https://twitter.com/aimerce_ai,https://www.facebook.com/aimerce.inc,https://www.linkedin.com/company/aimerce-inc,
Concourse,https://www.crunchbase.com/organization/concourse-e69f,"Artificial Intelligence (AI), B2B, Generative AI, Software","New York, New York, United States",2023-01-01,year,5200000,USD,5200000,AI Agents for corporate finance teams,"17,432",,"15,624",2,2024-10-15,4700000,USD,4700000,5200000,USD,5200000,"Y Combinator, Andreessen Horowitz, BoxGroup, CRV, Travis Foxhall",3,5,2,"Matthieu Hafemeister, Ted Michaels",1-10,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,,Active,For Profit,https://concourse.co,https://x.com/concourse_ai,,https://www.linkedin.com/company/concourseai,"Concourse is building the first AI Analyst for corporate finance teams.  Concourse works alongside finance teams to assist in day-to-day operations by taking on the most manual work and proactively surfacing insights. Core to the platform is an AI analyst tailor-built for finance teams that is available at any hour of the day, accessible via natural language, and built with full connectivity to a company’s existing financial systems. It enables team members to more effectively retrieve and analyze data, generate charts and reports, and answer ad-hoc questions. Concourse AI agents can also be deployed into more complex finance workflows to take on discrete projects for you. Stop doing finance manually and let Concourse do the work for you."
Cosmic Robotics,https://www.crunchbase.com/organization/cosmic-robotics,"Artificial Intelligence (AI), Construction, Machine Learning, Robotics, Software Engineering","San Francisco, California, United States",2023-01-01,year,4000000,USD,4000000,Autonomous construction on Earth and beyond.,"17,454",,"15,644",2,2025-04-19,4000000,USD,4000000,4000000,USD,4000000,"HCVC, Giant Ventures, MaC Venture Capital, Pareto Holdings, Edward Lando",1,8,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Real Estate, Science and Engineering, Software",,,Active,For Profit,https://www.cosmicrobotics.com,,,https://www.linkedin.com/company/cosmic-robotics,Autonomous construction on Earth and beyond.
Guardrails AI,https://www.crunchbase.com/organization/guardrails-ai,Artificial Intelligence (AI),"Menlo Park, California, United States",2023-01-01,year,7500000,USD,7500000,Guardrails AI empowers humanity to harness the unprecedented capabilities of foundation AI models.,"17,472",,"15,661",1,2024-02-15,7500000,USD,7500000,7500000,USD,7500000,"Pear VC, GitHub, Bloomberg Beta, Zetta Venture Partners, SCB 10X",1,10,4,"Diego Oppenheimer, Safeer Mohiuddin, Shreya Rajpal, Zayd Simjee",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,http://guardrailsai.com,,,https://www.linkedin.com/company/guardrailsai/,"Guardrails AI aim to unlock an unparalleled scale of potential, ensuring the reliable, safe, and beneficial application of AI technology to improve human life. It is committed to eliminating the uncertainties inherent in AI interactions, providing goal-oriented, contractually bound solutions."
Yuma AI,https://www.crunchbase.com/organization/yuma-c2b6,"Artificial Intelligence (AI), Customer Service, E-Commerce, Generative AI, Software","New York, New York, United States",2023-01-01,month,9300000,USD,9300000,Yuma AI is a customer support automation company using generative AI to streamline and automate support services.,"17,531",,"15,715",4,2024-10-30,5000000,USD,5000000,9300000,USD,9300000,"Y Combinator, Pioneer Fund, Rebel Fund, Liquid 2 Ventures, Karman Ventures",1,15,1,Guillaume Luccisano,11-50,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Other, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://yuma.ai,https://twitter.com/yuma_dot_ai,,https://www.linkedin.com/company/yuma-ai,Yuma AI is a customer support automation company using generative AI to streamline and automate support services. The platform enhances agent productivity while significantly reducing costs for Shopify merchants by providing automated AI customer service.
FlowGPT,https://www.crunchbase.com/organization/flowgpt,"Artificial Intelligence (AI), Consumer Applications, Consumer Software, Information Technology","Berkeley, California, United States",2023-02-07,day,10000000,USD,10000000,FlowGPT is an open-source AI app creator community that enables users to integrate discovered prompts into their projects.,"17,538",,"15,721",1,2024-02-26,10000000,USD,10000000,10000000,USD,10000000,"Goodwater Capital, DCM Ventures",1,2,3,"Alexander Xi, Jiacheng Dang, Lifan Wang",1-10,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://flowgpt.com,https://twitter.com/FlowGPTOfficial,,https://www.linkedin.com/company/89909175,"FlowGPT is an open-source AI app creator community that enables users to integrate discovered prompts into their projects. On FlowGPT, users can find high-quality prompts and their potential use cases. It is also an open-source community, a ""Github"" for prompt creators to collaborate, iterate, and manage their prompts."
Big Sur AI,https://www.crunchbase.com/organization/big-sur-ai,"Artificial Intelligence (AI), E-Commerce Platforms, Software","Mountain View, California, United States",2023-01-01,year,6900000,USD,6900000,Big Sur AI is an AI and e-commerce platform that offers software development services.,"17,633",,"15,810",1,2024-03-13,6900000,USD,6900000,6900000,USD,6900000,"Lightspeed Venture Partners, SuperAngel.Fund, Capital F, Sridhar Ramaswamy",1,4,2,"Arnaud Weber, Vinod Ramachandran",1-10,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://bigsur.ai,,,https://www.linkedin.com/company/big-sur-ai,
Portkey AI,https://www.crunchbase.com/organization/portkey,"Apps, Artificial Intelligence (AI), Generative AI, Internet","San Francisco, California, United States",2023-01-01,year,3000000,USD,3000000,"Portkey enables businesses to design, deploy, maintain, and improve on their generative AI apps and features more quickly.","17,668",,"15,842",2,2024-07-17,,,,3000000,USD,3000000,"Lightspeed Venture Partners, Flybridge, NetApp Excellerator, sanjee sisodiya",2,4,,,51-100,"Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://portkey.ai,https://twitter.com/PortkeyAI,,https://www.linkedin.com/company/portkey-ai,"Portkey enables businesses to design, deploy, maintain, and improve their generative AI apps and features more quickly, through a quick integration, businesses may add observability, model management, experimentation, and compliance to their products."
sync.labs,https://www.crunchbase.com/organization/sync-labs-2f04,"Artificial Intelligence (AI), Computer Vision, Developer APIs, Video","San Francisco, California, United States",2023-01-01,year,6391000,USD,6391000,"Generative video to understand and control humans in video, starting with zero-shot lipsync by the team behind wav2lip.","17,764",,"15,932",4,2024-10-01,250000,USD,250000,6141000,USD,6141000,"Y Combinator, Creator Ventures, Sunset Ventures, Google Ventures, Rebel Fund",4,12,4,"Pavan Reddy, Prady Modukuru, Prajwal K R, Rudrabha Mukhopadhyay",11-50,"Artificial Intelligence (AI), Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software, Video",,,Active,For Profit,https://sync.so/,https://x.com/synclabs_so,,https://www.linkedin.com/company/synclabs-ai/,"We’re a team of artists, engineers, and researchers building controllable AI video editing tools to unbound human creative potential. Our research team build AI video models to understand and affect fine-grained, controllable edits over any human in any video. Our product team makes these models accessible to editors, animators, developers, and businesses to edit and repurpose any video for any audience. Our technology is used to automate lip-dubbing in localization processes in entertainment, create dynamic marketing campaigns personalized to individuals or communities, animate new characters to life in minutes instead of days, affect word-level edits in studio-grade videos to fix mistakes in post-production avoiding having to rerecord entire scenes, and more. Our models are used by everyday people, prosumers, developers, and businesses large and small to tell outstanding stories. In just the last year we graduated at the top of our YC batch (W24), raised a $5.5M seed backed by GV, won the AI grant from Nat Friedman and Daniel Gross, scaled to millions in revenue – and this is only the beginning."
AdsGency AI,https://www.crunchbase.com/organization/adsgency-ai,"Advertising Platforms, Artificial Intelligence (AI), Software","San Francisco, California, United States",2023-02-01,month,2780000,USD,2780000,Agent based advertisement system for retail brands,"17,786",,"15,951",3,2024-06-01,2400000,USD,2400000,2780000,USD,2780000,"Techstars, UpHonest Capital, Jinqiu Fund, Hat Trick Ventures",,4,,,11-50,"Advertising, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://adsgency.ai,,,https://www.linkedin.com/company/adsgency-ai/,
Dono,https://www.crunchbase.com/organization/dono-9246,"Artificial Intelligence (AI), Information Technology, Internet, PropTech","West Palm Beach, Florida, United States",2023-01-01,year,3700000,USD,3700000,Dono provides a platform to search public records making it easy to control and verify homeownership and title data.,"17,848",,"16,008",2,2024-07-09,3700000,USD,3700000,3700000,USD,3700000,"Link Ventures, Recursive Ventures, lool ventures, Matan Bar, Shai Wininger",1,5,2,"Ron Likvornik, Tali Gross",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Real Estate, Science and Engineering, Software",,,Active,For Profit,https://www.dono.ai/,,,https://www.linkedin.com/company/donoai/,"At Dono, we are on a mission to redefine real estate transactions by addressing the core challenge of uncertainty in property ownership. Our advanced data search platform, powered by generative AI, unlocks seamless access to billions of public records, transforming the way title companies, Lenders, Insurers, realtors, clients, and attorneys navigate real estate deals."
Nexusflow,https://www.crunchbase.com/organization/nexusflow,"Artificial Intelligence (AI), Cyber Security","Palo Alto, California, United States",2023-01-01,year,10600000,USD,10600000,Nexusflow is a generative AI business that works in the cybersecurity market.,"17,882",,"16,040",1,2023-09-28,10600000,USD,10600000,10600000,USD,10600000,"Fusion Fund, Point72 Ventures",1,2,3,"Jian Zhang, Jiantao Jiao, Kurt Keutzer",1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://nexusflow.ai,,,https://www.linkedin.com/company/nexusflow-ai/,Nexusflow is a generative AI business that works in the cybersecurity market.
Martin,https://www.crunchbase.com/organization/martin-bb22,"Apps, Artificial Intelligence (AI), Personalization, Software","Mountain View, California, United States",2023-01-01,year,2500000,USD,2500000,"Martin is an AI-powered personal assistant designed to manage tasks like emails, calendars, and reminders.","17,895",,"16,051",2,2025-01-30,2000000,USD,2000000,2500000,USD,2500000,"Y Combinator, Pioneer Fund, SV Tech Ventures, FoundersX Ventures, Eight Capital",2,10,2,"Dawson Chen, Ethan Hou",1-10,"Apps, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.trymartin.com,https://twitter.com/martinvoiceai,,https://www.linkedin.com/company/martin-voiceai/,"Martin AI's platform has drawn early adopters, some of whom have signed up for its premium service."
Testaify,https://www.crunchbase.com/organization/testaify,"Artificial Intelligence (AI), Information Technology, Software","Boca Raton, Florida, United States",2023-01-01,year,2320000,USD,2320000,Testaify operates as an AI-driven software testing platform.,"17,908",,"16,063",4,2025-06-06,245000,USD,245000,650000,USD,650000,,,,1,Rafael Santos,1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.testaify.com,,,https://www.linkedin.com/company/testaify,"Testaify develops an AI-based testing platform to help software development organizations find and fix defects faster and with less effort. Its platform also uses AI to model applications, generate and execute functional tests, create its own test input data, write functional tests using the different testing methodologies, and validate defects found."
Particle.News,https://www.crunchbase.com/organization/particle-news,"Artificial Intelligence (AI), News","San Rafael, California, United States",2023-01-01,year,15300000,USD,15300000,Particle.News helps in developing an AI-based news reader that would provide users with personalized news flows.,"18,061",,"16,203",2,2024-06-11,10900000,USD,10900000,15300000,USD,15300000,"Lightspeed Venture Partners, Kindred Ventures, Axel Springer, Adverb Ventures, Scott Belsky",1,22,2,"Marcel Molina, Sara Beykpour",1-10,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software",,,Active,For Profit,https://www.particlenews.ai/,,,https://www.linkedin.com/company/particle-news/,Particle. News helps in developing an AI-based news reader that would provide users with personalized news flows. The service is still in the private beta stage.
Workhack,https://www.crunchbase.com/organization/workhack,"Artificial Intelligence (AI), Gamification, Generative AI, Information Technology, Internet, Natural Language Processing","Lewes, Delaware, United States",2023-01-01,year,10713896,USD,10713896,Workhack is a generative AI platform that allows users to construct their own conversational bots by modifying templates.,"18,133",,"16,271",2,2025-06-04,9213896,USD,9213896,10713896,USD,10713896,"Nexus Venture Partners, Together Fund, Marquee Equity, The New Normal Fund",2,4,1,Akshat Tyagi,51-100,"Artificial Intelligence (AI), Data and Analytics, Gaming, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://workhack.ai,https://twitter.com/workhackai,,https://www.linkedin.com/company/workhackio,Workhack is a generative AI platform that enables users to adapt templates to create their own conversational agents for deployment on mobile and web-based platforms.
InspectMind,https://www.crunchbase.com/organization/inspectmind,"Artificial Intelligence (AI), B2B, PropTech","San Francisco, California, United States",2023-01-01,year,500000,USD,500000,InspectMind AI is a platform to redefine inspections with artificial intelligence.,"18,341",,"16,458",1,2024-03-01,500000,USD,500000,500000,USD,500000,Y Combinator,1,1,2,"Aakash Prasad, Shuangling Yin",1-10,"Artificial Intelligence (AI), Data and Analytics, Other, Real Estate, Science and Engineering, Software",,,Active,For Profit,https://www.inspectmind.ai,https://twitter.com/inspectmind,,https://www.linkedin.com/company/inspectmind-ai,InspectMind AI is a platform to redefine inspections with artificial intelligence that significantly reduces report preparation time by incorporating multimedia inputs into comprehensive reports.
Marveri,https://www.crunchbase.com/organization/marveri,"Artificial Intelligence (AI), Information Technology, Legal Tech, Machine Learning, Software","Cambridge, Massachusetts, United States",2023-01-01,year,6500000,USD,6500000,Marveri is a tech company focused on revolutionizing corporate and transactional work.,"18,346",,"16,463",3,2025-05-05,3500000,USD,3500000,6500000,USD,6500000,"Sequoia Capital, Bessemer Venture Partners, Alven, K5 Global, Day One Ventures",3,9,5,"Connor Acle, Emily Mu, Jeremie Lasnier, Jérémie Lasnier, Samuel Bosch",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://marveri.com/,,,,
Uptime Industries,https://www.crunchbase.com/organization/uptime-industries,"Artificial Intelligence (AI), Computer, Developer APIs, Generative AI, Natural Language Processing","New York, New York, United States",2023-04-01,month,4300000,USD,4300000,"Lemony.ai by Uptime Industries, the world’s first ready-to-use B2B edgeAI platform.","18,492",,"16,596",3,2025-02-10,1000000,USD,1000000,3000000,USD,3000000,"Alumni Ventures, Kickstarter, True Ventures",2,3,2,"Ivan Kuleshov, Sascha Buehrle",11-50,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://uptime.industries/,https://x.com/Merocle,,https://www.linkedin.com/company/uptimeindustries,"Lemony is a secure, on-premise generative AI platform that delivers organization-wide trust, ownership, and transparency in AI. It provides all AI needs in a box, on-premise, fully private and secure, no cloud access required - $499/mth for up to 5 users. Start exploring organization-specific AI on a desk with a single Lemony Box (Node), and scale for larger teams and increased multi-model usage with multiple Lemony Nodes. All business data are securely grounded in."
AskElephant,https://www.crunchbase.com/organization/askelephant,"Artificial Intelligence (AI), Chatbot, Information Technology, Software, Software Engineering","Draper, Utah, United States",2023-01-01,year,13674995,USD,13674995,"AskElephant automates workflows for go-to-market teams, streamlining tasks and providing personalized coaching and insights.","18,525",,"16,623",2,2025-05-20,6000000,USD,6000000,13674995,USD,13674995,"SaaS Ventures, Jump Capital, High Alpha, Tandem Ventures, Element Ventures",1,6,2,"Kaden Wilkinson, Woody Klemetson",1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.askelephant.ai,,,https://www.linkedin.com/company/askelephant,"AskElephant is an AI-powered platform that automates workflows for go-to-market teams. It streamlines tasks such as pre-meeting preparation, CRM note-taking, and team handoffs. The platform also provides personalized coaching and insights to optimize sales processes, enhance sales calls, and update real-time data and analysis. AskElephant aims to revolutionize the way sales leaders and teams operate by leveraging AI technology."
Alta,https://www.crunchbase.com/organization/alta-eab5,"Artificial Intelligence (AI), Data Management, Software","New York, New York, United States",2023-01-01,year,7000000,USD,7000000,Alta leverages data and AI to drive business growth 24/7.,"18,641",,"16,731",1,2025-03-04,7000000,USD,7000000,7000000,USD,7000000,"Entrée Capital, Target Global, Ben Lang",2,3,3,"Mor Shabtai, Stav Neumark, Tom Hoffen",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.altahq.com/,,,https://www.linkedin.com/company/altahqdotcom/about/,Alta leverages data and AI to drive business growth 24/7.
Momentic,https://www.crunchbase.com/organization/momentic-0b4b,"Artificial Intelligence (AI), Enterprise Software, SaaS, Software, Usability Testing","San Francisco, California, United States",2023-01-01,year,4200000,USD,4200000,Momentic enables developers to deploy AI agents to test web apps end-to-end. Just describe user flows using natural language.,"18,694",,"16,777",2,2025-03-03,3700000,USD,3700000,4200000,USD,4200000,"General Catalyst, Y Combinator, Karman Ventures, FundersClub, Kulveer Taggar",2,11,2,"Jeff An, Wei-Wei Wu",1-10,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",,,Active,For Profit,https://momentic.ai,https://twitter.com/MomenticAI,,https://www.linkedin.com/company/momentic-ai,
Boon,https://www.crunchbase.com/organization/boon-aebf,"Artificial Intelligence (AI), Information Technology, Software","San Mateo, California, United States",2023-01-01,year,20500000,USD,20500000,Boon uses AI to find and book the most profitable business to book head hauls and back hauls.,"18,955",,"17,016",2,2024-12-20,15500000,USD,15500000,20500000,USD,20500000,"Redpoint, Marathon Management Partners",2,2,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.getboon.ai,,,https://www.linkedin.com/company/boon-technologies-inc,"Boon uses AI to find and book the most profitable business to book head hauls and back hauls. Leverage Boon's robust AI capabilities to automate order processing and updates from phone calls, emails, attachments, and EDI."
Weave Bio,https://www.crunchbase.com/organization/weave-afeb,"Artificial Intelligence (AI), Biotechnology, Life Science","New York, New York, United States",2023-01-01,year,22999993,USD,22999993,Weave Bio provides an artificial intelligence collaboration platform for biomedicine.,"19,029",,"17,085",3,2024-05-30,10000000,USD,10000000,22999993,USD,22999993,"Innovation Endeavors, Pareto Holdings, Edward Lando, Magnetic Ventures",2,4,1,Ari Caroline,11-50,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.weavebio.solutions,,,,Weave provides an artificial intelligence collaboration platform for biomedicine. The company is headquartered in the United States.
Zep AI,https://www.crunchbase.com/organization/zep-ai,"Artificial Intelligence (AI), Enterprise Software, Generative AI, SaaS","San Francisco, California, United States",2023-01-01,year,2303000,USD,2303000,Zep AI provides scalable blocks in AI to build apps in minutes without rewriting code.,"19,069",,"17,120",2,2024-03-05,500000,USD,500000,2303000,USD,2303000,"Y Combinator, Engineering Capital",,2,1,Daniel Chalef,1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.getzep.com/,,,https://www.linkedin.com/company/zep-ai/,
Brask AI,https://www.crunchbase.com/organization/brask-ai,"Advertising, Artificial Intelligence (AI), Content Creators, Video","Dover, Delaware, United States",2023-04-20,day,6600000,USD,6600000,Brask is a global AI content company that reimagines content creation and customization by leveraging generative AI technology.,"19,174",,"17,217",1,2022-09-01,6600000,USD,6600000,6600000,USD,6600000,,,,1,Maria Chmir,51-100,"Advertising, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software, Video",,,Active,For Profit,https://www.brask.ai,,,https://www.linkedin.com/company/brask-ai/,"Brask is a global AI content company that reimagines content creation and customization by leveraging generative AI technology. We develop products and services for content entrepreneurs, such as our AI video localization and dubbing tool, Rask AI. Our production agency, Brask Doubles, works directly with brands, agencies, and celebrities, harnessing the power of AI to create hyper-realistic digital doubles. Our research arm, Brask AI, works on the questions of AI ethics and protecting authenticity in the age of AI."
Tera AI,https://www.crunchbase.com/organization/tera-ai,"Artificial Intelligence (AI), Robotics, Software","San Francisco, California, United States",2023-01-01,year,8000000,USD,8000000,"Tera AI is creating a software-only, platform-agnostic spatial reasoning AI that will allow any robot to use its camera to navigate.","19,240",,"17,274",1,2025-03-19,8000000,USD,8000000,8000000,USD,8000000,"Inovia Capital, Felicis, Caltech, Naval Ravikant, Wilson Hill Ventures",2,5,1,Tony Zhang,1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://www.tera-ai.com,https://x.com/teraai_,,https://www.linkedin.com/company/foundation-model-startup/,"Tera is creating a software-only, platform-neutral spatial reasoning framework that will allow any robot to use its existing camera to traverse novel environments."
12New.AI,https://www.crunchbase.com/organization/12new-ai,"Artificial Intelligence (AI), Compliance, Enterprise Software, Finance, Legal Tech, Procurement, SaaS, Security","Arlington, Virginia, United States",2023-01-01,day,550000,USD,550000,"AI-Agents for Compliance, Procurement, Finance and Security.","19,418",,"17,439",2,2024-12-02,,,,550000,USD,550000,"Plug and Play, Nick Bilogorskiy, Vitaliy Goncharuk",1,3,1,Vitaliy Goncharuk,11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Privacy and Security, Professional Services, Science and Engineering, Software, Transportation",,,Active,For Profit,https://12new.ai,,,http://linkedin.com/company/12new-ai,Empowering companies with radically new AI-products.  Focus:  1. AI for Procurement;  2. AI for Compliance;  3. AI for Finance;  4. AI for Contract Management and Review.
Vantage Discovery,https://www.crunchbase.com/organization/vantage-discovery,"Artificial Intelligence (AI), Content Discovery, Personalization, SaaS, Semantic Search","San Francisco, California, United States",2023-05-01,month,20000000,USD,20000000,Vantage Discovery is a generative AI-powered SaaS search and content discovery platform that provides personalized shopping recommendations.,"19,527",,"17,543",2,2024-06-01,16000000,USD,16000000,20000000,USD,20000000,"The Hive, Future Positive, lobby capital, Biz Stone, Jony Ive",2,6,2,"Lance Riedel, Nigel Daley",11-50,"Artificial Intelligence (AI), Commerce and Shopping, Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software",,,Active,For Profit,https://vantagediscovery.com,https://twitter.com/VantageAI,,https://www.linkedin.com/company/vantage-discovery,"Vantage Discovery is an engine for harnessing the power of generative AI embeddings to deliver astoundingly insightful search results, a platform for enabling new experiences for discovering and contextualizing content and products, and a service for implementing production-ready solutions in hours, not weeks. Apps can switch from keyword-based to semantic search with the Vantage API, which understands the user's meaning, intent, and context."
MyShell,https://www.crunchbase.com/organization/myshell,"Artificial Intelligence (AI), Human Computer Interaction, Mobile Apps, Software","San Francisco, California, United States",2023-01-01,year,16600000,USD,16600000,"MyShell is a decentralized and comprehensive platform for discovering, creating, and staking AI-native apps.","19,547",,"17,562",2,2024-03-27,11000000,USD,11000000,16600000,USD,16600000,"Dragonfly, HashKey Capital, INCE Capital, Bankless Ventures, Incubate Fund",2,19,2,"Charles Qin, Ethan Sun",11-50,"Apps, Artificial Intelligence (AI), Data and Analytics, Design, Mobile, Science and Engineering, Software",,,Active,For Profit,https://myshell.ai/,https://twitter.com/myshell_ai,,https://www.linkedin.com/company/myshell-ai/,"MyShell is a decentralized and comprehensive platform for discovering, creating, and staking AI-native apps."
Agno,https://www.crunchbase.com/organization/phidata,"Artificial Intelligence (AI), Machine Learning, Software","New York, New York, United States",2023-01-01,year,5404992,USD,5404992,Agno is the fastest platform for multimodal agents,"19,657",,"17,665",2,2024-08-29,5404992,USD,5404992,5404992,USD,5404992,"GreatPoint Ventures, Surface Ventures, Zero Prime Ventures",1,3,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,http://agno.com,https://twitter.com/AgnoAgi,,https://www.linkedin.com/company/agno-agi,
Troveo AI,https://www.crunchbase.com/organization/troveo-ai,"Artificial Intelligence (AI), Data Collection and Labeling, Data Management, Generative AI","Austin, Texas, United States",2023-01-01,day,5500000,USD,5500000,Troveo AI allows content creators to upload videos and secure revenue through licensing deals with firms interested in training AI models.,"19,689",,"17,695",2,2024-11-01,4500000,USD,4500000,5500000,USD,5500000,"Seven Seven Six, Siqi Chen, Andreas Klinger, Mark Pincus, InnoRevo Ventures",1,5,2,"Marty Pesis, Trent Krupp",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://troveo.ai,https://twitter.com/troveo_ai,,https://linkedin.com/company/troveo-ai,"Troveo AI allows content creators to turn their videos into passive income by licensing them to AI companies that require quality content for model training. The platform helps upload videos and secure revenue through licensing deals with firms interested in training AI models, benefiting both the creators and the AI industry. Troveo AI aids creators in regaining control over their content and ensures they get compensated for its use, addressing issues of piracy."
Poolday.ai,https://www.crunchbase.com/organization/poolday-ai,"Artificial Intelligence (AI), Information Technology, Software","San Francisco, California, United States",2023-01-01,year,4899997,USD,4899997,"Poolday.ai enables rapid video creation for apps and e-commerce using AI actors, focusing on user-generated content.","19,704",,"17,709",1,2025-06-10,4899997,USD,4899997,4899997,USD,4899997,,,,2,"Alexei Chemenda, Oliver Nicolini",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.poolday.ai,,,https://www.linkedin.com/company/poolday-ai,"Poolday.ai is a self-serve platform designed for apps, games, and e-commerce products to create fully edited videos quickly using AI actors. The platform focuses on user-generated content and supports the creator economy by enabling marketers to generate numerous videos efficiently. Poolday.ai aims to revolutionize marketing strategies by providing tools that leverage artificial intelligence for video production."
Aomni,https://www.crunchbase.com/organization/aomni,"Artificial Intelligence (AI), B2B","San Francisco, California, United States",2023-01-01,year,4000000,USD,4000000,Aomni uses AI to help B2B sales teams build better buyer relationships and streamline sales activities.,"19,754",,"17,758",2,2025-02-18,4000000,USD,4000000,4000000,USD,4000000,"Decibel Partners, Ride Home Fund, Sancus Ventures",1,3,1,David Zhang,1-10,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,,Active,For Profit,https://getaomni.com/,,,,"Aomni's AI synthesizes data from company websites, social media profiles, public financial documents, and other publicly available sources, as well as our proprietary web crawls."
Duckie,https://www.crunchbase.com/organization/duckie,"Artificial Intelligence (AI), Developer Tools, Software","San Francisco, California, United States",2023-01-01,year,500000,USD,500000,Duckie is an AI assistant designed to provide technical support and resolve issues related to it.,"19,779",,"17,781",1,2024-04-03,500000,USD,500000,500000,USD,500000,"Y Combinator, 10 BOND",1,2,2,"Joel Ritossa, Valerie Li",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://duckie.ai,https://twitter.com/duckie_ai,,https://www.linkedin.com/company/duckie-ai,"Duckie an AI engineer, sits in the engineering team's support channel and instantly responds to each issue with relevant context and resolutions, even performing actions to mitigate the issues."
